scientific_name,taken_from,grade,corroborating_sources,mass_from,origin
Praomys rostratus,amniote,B,,amniote,unrecorded
Praomys tullbergi,anage,B,amniote;pantheria,anage,captive
Presbytis chrysomelas,amniote,B,,amniote,unrecorded
Presbytis femoralis,amniote,B,,amniote,unrecorded
Presbytis melalophos,anage,B,amniote;pantheria,anage,captive
Presbytis natunae,amniote,B,,amniote,unrecorded
Presbytis rubicunda,amniote,B,,amniote,unrecorded
Presbytis siamensis,amniote,B,,amniote,unrecorded
Presbytis thomasi,amniote,B,,amniote,unrecorded
Priodontes maximus,anage,B,amniote;pantheria,anage,captive
Prionailurus bengalensis,anage,B,amniote;pantheria,anage,captive
Prionailurus iriomotensis,amniote,B,,amniote,unrecorded
Prionailurus planiceps,anage,B,amniote,anage,captive
Prionailurus rubiginosus,anage,B,amniote,anage,captive
Prionailurus viverrinus,anage,B,amniote;pantheria,anage,captive
Prionodon linsang,amniote,B,pantheria,amniote,unrecorded
Prionodon pardicolor,amniote,B,,amniote,unrecorded
Procapra gutturosa,anage,B,amniote;pantheria,anage,captive
Procapra picticaudata,amniote,B,,amniote,unrecorded
Procapra przewalskii,amniote,B,,amniote,unrecorded
Procavia capensis,seed,B,amniote;anage;pantheria,seed,wild+captive
Procyon cancrivorus,anage,B,amniote;pantheria,anage,captive
Procyon lotor,seed,B,amniote;anage;pantheria,seed,wild+captive
Proechimys brevicauda,anage,B,amniote,anage,captive
Proechimys chrysaeolus,amniote,B,,amniote,unrecorded
Proechimys decumanus,amniote,B,,amniote,unrecorded
Proechimys goeldii,amniote,B,,amniote,unrecorded
Proechimys guairae,amniote,B,,amniote,unrecorded
Proechimys guyannensis,amniote,B,pantheria,amniote,unrecorded
Proechimys hoplomyoides,amniote,B,,amniote,unrecorded
Proechimys longicaudatus,amniote,B,,amniote,unrecorded
Proechimys magdalenae,amniote,B,,amniote,unrecorded
Proechimys mincae,amniote,B,,amniote,unrecorded
Proechimys oconnelli,amniote,B,,amniote,unrecorded
Proechimys pattoni,amniote,B,,amniote,unrecorded
Proechimys poliopus,amniote,B,,amniote,unrecorded
Proechimys quadruplicatus,amniote,B,,amniote,unrecorded
Proechimys roberti,amniote,B,,amniote,unrecorded
Proechimys semispinosus,anage,B,amniote;pantheria,anage,captive
Proechimys simonsi,amniote,B,,amniote,unrecorded
Proechimys steerei,amniote,B,,amniote,unrecorded
Proechimys trinitatus,amniote,B,,amniote,unrecorded
Proechimys urichi,amniote,B,,amniote,unrecorded
Profelis aurata,anage,B,amniote,anage,captive
Prolemur simus,anage,B,amniote;pantheria,anage,captive
Pronolagus crassicaudatus,amniote,B,,amniote,unrecorded
Pronolagus randensis,amniote,B,,amniote,unrecorded
Pronolagus rupestris,amniote,B,,amniote,unrecorded
Propithecus coquereli,amniote,B,,amniote,unrecorded
Propithecus deckenii,amniote,B,,amniote,unrecorded
Propithecus diadema,anage,C,amniote,anage,wild
Propithecus edwardsi,amniote,B,,amniote,unrecorded
Propithecus perrieri,amniote,B,,amniote,unrecorded
Propithecus tattersalli,anage,C,amniote,anage,captive
Propithecus verreauxi,anage,B,amniote;pantheria,anage,wild
Proteles cristata,anage,B,amniote;pantheria,anage,captive
Protoxerus stangeri,amniote,B,pantheria,amniote,unrecorded
Przewalskium albirostre,anage,B,,anage,captive
Przewalskium albirostris,amniote,B,pantheria,amniote,unrecorded
Psammomys obesus,anage,B,amniote,anage,captive
Psammomys vexillaris,amniote,B,,amniote,unrecorded
Pseudantechinus bilarni,amniote,B,pantheria,amniote,unrecorded
Pseudantechinus macdonnellensis,anage,B,amniote;pantheria,anage,captive
Pseudantechinus mimulus,amniote,B,,amniote,unrecorded
Pseudantechinus ningbing,amniote,B,pantheria,amniote,unrecorded
Pseudantechinus woolleyae,amniote,B,pantheria,amniote,unrecorded
Pseudocheirus peregrinus,anage,B,amniote;pantheria,anage,captive
Pseudochirops albertisii,amniote,B,,amniote,unrecorded
Pseudochirops coronatus,amniote,B,,amniote,unrecorded
Pseudochirulus canescens,amniote,B,,amniote,unrecorded
Pseudochirulus cinereus,amniote,B,,amniote,unrecorded
Pseudochirulus herbertensis,amniote,B,,amniote,unrecorded
Pseudochirulus mayeri,amniote,B,,amniote,unrecorded
Pseudois nayaur,anage,B,amniote;pantheria,anage,captive
Pseudois schaeferi,amniote,B,,amniote,unrecorded
Pseudomys albocinereus,amniote,B,,amniote,unrecorded
Pseudomys australis,anage,B,amniote;pantheria,anage,captive
Pseudomys bolami,amniote,B,,amniote,unrecorded
Pseudomys calabyi,amniote,B,,amniote,unrecorded
Pseudomys chapmani,anage,B,amniote,anage,captive
Pseudomys delicatulus,amniote,B,,amniote,unrecorded
Pseudomys desertor,amniote,B,,amniote,unrecorded
Pseudomys fieldi,amniote,B,,amniote,unrecorded
Pseudomys fumeus,anage,B,amniote,anage,captive
Pseudomys hermannsburgensis,amniote,B,,amniote,unrecorded
Pseudomys higginsi,amniote,B,,amniote,unrecorded
Pseudomys laborifex,anage,B,amniote,anage,captive
Pseudomys novaehollandiae,amniote,B,,amniote,unrecorded
Pseudomys occidentalis,amniote,B,,amniote,unrecorded
Pseudomys oralis,amniote,B,,amniote,unrecorded
Pseudomys pilligaensis,amniote,B,,amniote,unrecorded
Pseudomys shortridgei,anage,B,amniote,anage,captive
Pseudorca crassidens,anage,B,amniote;pantheria,anage,captive
Ptenochirus jagori,amniote,B,pantheria,amniote,unrecorded
Pteromys momonga,amniote,B,,amniote,unrecorded
Pteromys volans,anage,B,amniote;pantheria,anage,captive
Pteronura brasiliensis,anage,B,amniote;pantheria,anage,captive
Pteropus admiralitatum,amniote,B,,amniote,unrecorded
Pteropus aldabrensis,amniote,B,,amniote,unrecorded
Pteropus alecto,anage,B,amniote,anage,wild
Pteropus anetianus,amniote,B,,amniote,unrecorded
Pteropus banakrisi,amniote,B,,amniote,unrecorded
Pteropus caniceps,amniote,B,,amniote,unrecorded
Pteropus conspicillatus,amniote,B,,amniote,unrecorded
Pteropus dasymallus,anage,B,amniote;pantheria,anage,captive
Pteropus giganteus,seed,B,amniote;anage;pantheria,seed,wild+captive
Pteropus hypomelanus,anage,B,amniote,anage,captive
Pteropus intermedius,amniote,B,,amniote,unrecorded
Pteropus livingstonii,anage,B,amniote,anage,captive
Pteropus lylei,anage,B,amniote,anage,captive
Pteropus neohibernicus,amniote,B,,amniote,unrecorded
Pteropus niger,anage,B,amniote,anage,captive
Pteropus ornatus,amniote,B,,amniote,unrecorded
Pteropus poliocephalus,anage,B,amniote,anage,captive
Pteropus pselaphon,anage,B,amniote,anage,captive
Pteropus pumilus,anage,B,amniote,anage,captive
Pteropus rodricensis,anage,B,amniote;pantheria,anage,captive
Pteropus rufus,amniote,B,,amniote,unrecorded
Pteropus scapulatus,anage,B,amniote,anage,captive
Pteropus seychellensis,amniote,B,,amniote,unrecorded
Pteropus tonganus,amniote,B,,amniote,unrecorded
Pteropus vampyrus,anage,B,amniote,anage,captive
Pteropus voeltzkowi,amniote,B,,amniote,unrecorded
Ptilocercus lowii,amniote,B,pantheria,amniote,unrecorded
Pudu mephistophiles,amniote,B,pantheria,amniote,unrecorded
Pudu puda,anage,B,amniote;pantheria,anage,captive
Puma concolor,seed,B,amniote;anage;pantheria,seed,wild+captive
Puma yagouaroundi,anage,B,amniote;pantheria,anage,captive
Pusa caspica,amniote,B,pantheria,amniote,unrecorded
Pusa hispida,anage,B,amniote;pantheria,anage,captive
Pusa sibirica,anage,B,amniote;pantheria,anage,captive
Pygathrix cinerea,amniote,B,,amniote,unrecorded
Pygathrix nemaeus,anage,B,amniote;pantheria,anage,captive
Pygathrix nigripes,amniote,B,,amniote,unrecorded
Pygeretmus pumilio,amniote,B,,amniote,unrecorded
Rangifer tarandus,seed,B,amniote;anage;pantheria,seed,wild+captive
Raphicerus campestris,anage,B,amniote;pantheria,anage,captive
Raphicerus melanotis,amniote,B,pantheria,amniote,unrecorded
Raphicerus sharpei,amniote,B,pantheria,amniote,unrecorded
Rattus andamanensis,amniote,B,,amniote,unrecorded
Rattus argentiventer,amniote,B,,amniote,unrecorded
Rattus blangorum,amniote,B,,amniote,unrecorded
Rattus colletti,amniote,B,,amniote,unrecorded
Rattus exulans,amniote,B,,amniote,unrecorded
Rattus fuscipes,anage,B,amniote;pantheria,anage,captive
Rattus lugens,amniote,B,,amniote,unrecorded
Rattus lutreolus,anage,B,amniote;pantheria,anage,captive
Rattus norvegicus,seed,A,amniote;anage,seed,wild+captive
Rattus rattus,anage,B,amniote;pantheria,anage,captive
Rattus satarae,amniote,B,,amniote,unrecorded
Rattus simalurensis,amniote,B,,amniote,unrecorded
Rattus tanezumi,amniote,B,,amniote,unrecorded
Rattus tiomanicus,amniote,B,,amniote,unrecorded
Rattus tunneyi,amniote,B,,amniote,unrecorded
Ratufa affinis,amniote,B,,amniote,unrecorded
Ratufa bicolor,anage,B,amniote;pantheria,anage,captive
Ratufa indica,anage,B,amniote,anage,captive
Ratufa macroura,amniote,B,,amniote,unrecorded
Redunca arundinum,anage,B,amniote;pantheria,anage,captive
Redunca fulvorufula,anage,B,amniote;pantheria,anage,captive
Redunca redunca,amniote,B,pantheria,amniote,unrecorded
Reithrodon auritus,anage,B,amniote;pantheria,anage,captive
Reithrodon typicus,amniote,B,,amniote,unrecorded
Reithrodontomys fulvescens,amniote,B,,amniote,unrecorded
Reithrodontomys humulis,amniote,B,pantheria,amniote,unrecorded
Reithrodontomys megalotis,amniote,B,pantheria,amniote,unrecorded
Reithrodontomys raviventris,amniote,B,pantheria,amniote,unrecorded
Reithrodontomys zacatecae,amniote,B,,amniote,unrecorded
Rhabdomys dilectus,amniote,B,,amniote,unrecorded
Rhabdomys pumilio,anage,B,amniote;pantheria,anage,captive
Rhinoceros sondaicus,amniote,B,pantheria,amniote,unrecorded
Rhinoceros unicornis,anage,B,amniote;pantheria,anage,captive
Rhinolophus blasii,amniote,B,,amniote,unrecorded
Rhinolophus capensis,amniote,B,,amniote,unrecorded
Rhinolophus denti,amniote,B,,amniote,unrecorded
Rhinolophus euryale,anage,C,amniote,anage,unrecorded
Rhinolophus ferrumequinum,anage,B,amniote;pantheria,anage,wild
Rhinolophus hipposideros,anage,B,amniote;pantheria,anage,wild
Rhinolophus inops,amniote,B,,amniote,unrecorded
Rhinolophus megaphyllus,amniote,B,,amniote,unrecorded
Rhinolophus rouxii,amniote,B,pantheria,amniote,unrecorded
Rhinolophus sinicus,amniote,B,,amniote,unrecorded
Rhinolophus swinnyi,amniote,B,,amniote,unrecorded
Rhinopithecus bieti,amniote,B,,amniote,unrecorded
Rhinopithecus brelichi,amniote,B,,amniote,unrecorded
Rhinopithecus roxellana,anage,B,amniote,anage,captive
Rhipidomys nitela,amniote,B,,amniote,unrecorded
Rhizomys sumatrensis,amniote,B,,amniote,unrecorded
Rhombomys opimus,anage,B,amniote;pantheria,anage,captive
Rhynchocyon chrysopygus,anage,B,amniote;pantheria,anage,captive
Rhynchocyon petersi,amniote,B,,amniote,unrecorded
Romerolagus diazi,amniote,B,,amniote,unrecorded
Rousettus aegyptiacus,seed,B,amniote;anage;pantheria,seed,wild+captive
Rousettus amplexicaudatus,amniote,B,,amniote,unrecorded
Rousettus lanosus,anage,B,amniote,anage,captive
Rousettus leschenaultii,anage,B,amniote,anage,captive
Rucervus duvaucelii,anage,A,amniote,anage,captive
Rucervus eldii,anage,A,amniote;pantheria,anage,captive
Rucervus schomburgki,amniote,B,,amniote,unrecorded
Rupicapra pyrenaica,amniote,B,,amniote,unrecorded
Rupicapra rupicapra,anage,B,amniote;pantheria,anage,captive
Rusa alfredi,anage,B,amniote,anage,captive
Rusa marianna,amniote,B,,amniote,unrecorded
Rusa timorensis,anage,B,amniote,anage,captive
Rusa unicolor,anage,B,amniote;pantheria,anage,captive
Saccopteryx bilineata,anage,B,amniote,anage,wild
Saccostomus campestris,anage,B,amniote;pantheria,anage,captive
Saccostomus mearnsi,amniote,B,,amniote,unrecorded
Saguinus bicolor,anage,B,amniote,anage,captive
Saguinus fuscicollis,amniote,B,pantheria,amniote,unrecorded
Saguinus geoffroyi,anage,B,amniote,anage,captive
Saguinus graellsi,amniote,B,,amniote,unrecorded
Saguinus imperator,anage,A,amniote;pantheria,anage,captive
Saguinus inustus,amniote,B,,amniote,unrecorded
Saguinus labiatus,anage,B,amniote,anage,captive
Saguinus leucopus,anage,B,amniote,anage,captive
Saguinus martinsi,amniote,B,,amniote,unrecorded
Saguinus melanoleucus,amniote,B,,amniote,unrecorded
Saguinus midas,anage,A,amniote;pantheria,anage,captive
Saguinus mystax,anage,B,amniote,anage,captive
Saguinus niger,amniote,B,,amniote,unrecorded
Saguinus nigricollis,amniote,B,pantheria,amniote,unrecorded
Saguinus oedipus,anage,A,amniote;pantheria,anage,captive
Saguinus pileatus,amniote,B,,amniote,unrecorded
Saguinus tripartitus,amniote,B,,amniote,unrecorded
Saiga borealis,amniote,B,,amniote,unrecorded
Saiga tatarica,amniote,B,pantheria,amniote,unrecorded
Saimiri boliviensis,anage,B,amniote,anage,captive
Saimiri oerstedii,amniote,B,,amniote,unrecorded
Saimiri sciureus,seed,B,amniote;anage;pantheria,seed,wild+captive
Saimiri ustus,amniote,B,,amniote,unrecorded
Saimiri vanzolinii,amniote,B,,amniote,unrecorded
Salanoia concolor,amniote,B,pantheria,amniote,unrecorded
Sapajus apella,seed,B,anage,seed,wild+captive
Sarcophilus harrisii,seed,B,amniote;anage;pantheria,seed,wild+captive
Scalopus aquaticus,anage,B,amniote;pantheria,anage,wild
Scapanus latimanus,amniote,B,pantheria,amniote,unrecorded
Scapanus orarius,amniote,B,pantheria,amniote,unrecorded
Sciurillus pusillus,amniote,B,,amniote,unrecorded
Sciurotamias davidianus,amniote,B,,amniote,unrecorded
Sciurus aberti,amniote,B,,amniote,unrecorded
Sciurus aestuans,amniote,B,,amniote,unrecorded
Sciurus arizonensis,amniote,B,,amniote,unrecorded
Sciurus aureogaster,anage,B,amniote,anage,captive
Sciurus carolinensis,seed,B,amniote;anage;pantheria,seed,wild+captive
Sciurus colliaei,amniote,B,,amniote,unrecorded
Sciurus deppei,amniote,B,,amniote,unrecorded
Sciurus gilvigularis,amniote,B,,amniote,unrecorded
Sciurus granatensis,anage,B,amniote,anage,captive
Sciurus griseus,amniote,B,,amniote,unrecorded
Sciurus ignitus,amniote,B,,amniote,unrecorded
Sciurus lis,amniote,B,,amniote,unrecorded
Sciurus niger,anage,B,amniote,anage,captive
Sciurus oculatus,amniote,B,,amniote,unrecorded
Sciurus pucheranii,amniote,B,,amniote,unrecorded
Sciurus spadiceus,amniote,B,,amniote,unrecorded
Sciurus stramineus,amniote,B,,amniote,unrecorded
Sciurus variegatoides,anage,B,amniote,anage,captive
Sciurus vulgaris,anage,B,amniote;pantheria,anage,captive
Scolomys melanops,amniote,B,,amniote,unrecorded
Scotinomys teguina,amniote,B,,amniote,unrecorded
Scotorepens balstoni,anage,B,amniote,anage,captive
Scotorepens orion,anage,B,amniote,anage,wild
Scotorepens sanborni,amniote,B,,amniote,unrecorded
Sekeetamys calurus,anage,B,amniote;pantheria,anage,captive
Semnopithecus ajax,amniote,B,,amniote,unrecorded
Semnopithecus dussumieri,amniote,B,,amniote,unrecorded
Semnopithecus entellus,anage,B,amniote;pantheria,anage,captive
Semnopithecus hector,amniote,B,,amniote,unrecorded
Semnopithecus hypoleucos,amniote,B,,amniote,unrecorded
Semnopithecus johnii,anage,B,,anage,captive
Semnopithecus priam,amniote,B,,amniote,unrecorded
Semnopithecus schistaceus,amniote,B,,amniote,unrecorded
Semnopithecus vetulus,anage,B,,anage,captive
Setifer setosus,anage,B,amniote;pantheria,anage,captive
Setonix brachyurus,anage,B,amniote;pantheria,anage,captive
Sicista betulina,amniote,B,pantheria,amniote,unrecorded
Sicista severtzovi,amniote,B,,amniote,unrecorded
Sicista strandi,amniote,B,,amniote,unrecorded
Sicista subtilis,amniote,B,,amniote,unrecorded
Sigmodon alleni,amniote,B,,amniote,unrecorded
Sigmodon alstoni,amniote,B,,amniote,unrecorded
Sigmodon arizonae,amniote,B,,amniote,unrecorded
Sigmodon hirsutus,amniote,B,,amniote,unrecorded
Sigmodon hispidus,anage,B,amniote;pantheria,anage,captive
Sigmodon mascotensis,amniote,B,,amniote,unrecorded
Sigmodon ochrognathus,amniote,B,,amniote,unrecorded
Sigmodon peruanus,amniote,B,,amniote,unrecorded
Sigmodon planifrons,amniote,B,,amniote,unrecorded
Sigmodon toltecus,amniote,B,,amniote,unrecorded
Sminthopsis boullangerensis,amniote,B,,amniote,unrecorded
Sminthopsis crassicaudata,anage,B,amniote;pantheria,anage,captive
Sminthopsis dolichura,amniote,B,pantheria,amniote,unrecorded
Sminthopsis douglasi,amniote,B,,amniote,unrecorded
Sminthopsis fuliginosus,amniote,B,,amniote,unrecorded
Sminthopsis griseoventer,anage,B,amniote,anage,captive
Sminthopsis hirtipes,amniote,B,,amniote,unrecorded
Sminthopsis leucopus,amniote,B,pantheria,amniote,unrecorded
Sminthopsis longicaudata,amniote,B,pantheria,amniote,unrecorded
Sminthopsis macroura,anage,B,amniote;pantheria,anage,captive
Sminthopsis murina,amniote,B,pantheria,amniote,unrecorded
Sminthopsis ooldea,amniote,B,pantheria,amniote,unrecorded
Sminthopsis psammophila,amniote,B,pantheria,amniote,unrecorded
Sminthopsis virginiae,anage,B,amniote;pantheria,anage,captive
Sminthopsis youngsoni,anage,B,amniote,anage,captive
Solenodon cubanus,amniote,B,pantheria,amniote,unrecorded
Solenodon paradoxus,anage,B,amniote;pantheria,anage,captive
Sorex alaskanus,amniote,B,,amniote,unrecorded
Sorex alpinus,amniote,B,pantheria,amniote,unrecorded
Sorex antinorii,amniote,B,,amniote,unrecorded
Sorex araneus,seed,A,amniote;anage;pantheria,seed,wild+captive
Sorex arcticus,amniote,B,pantheria,amniote,unrecorded
Sorex caecutiens,anage,B,amniote;pantheria,anage,captive
Sorex camtschatica,amniote,B,,amniote,unrecorded
Sorex cansulus,amniote,B,,amniote,unrecorded
Sorex cinereus,amniote,B,pantheria,amniote,unrecorded
Sorex coronatus,amniote,B,pantheria,amniote,unrecorded
Sorex excelsus,amniote,B,,amniote,unrecorded
Sorex fumeus,amniote,B,pantheria,amniote,unrecorded
Sorex gracillimus,amniote,B,,amniote,unrecorded
Sorex granarius,amniote,B,,amniote,unrecorded
Sorex haydeni,amniote,B,,amniote,unrecorded
Sorex hoyi,amniote,B,,amniote,unrecorded
Sorex jacksoni,amniote,B,,amniote,unrecorded
Sorex leucogaster,amniote,B,,amniote,unrecorded
Sorex longirostris,amniote,B,,amniote,unrecorded
Sorex maritimensis,amniote,B,,amniote,unrecorded
Sorex minutus,amniote,B,pantheria,amniote,unrecorded
Sorex monticolus,amniote,B,pantheria,amniote,unrecorded
Sorex neomexicanus,amniote,B,,amniote,unrecorded
Sorex orizabae,amniote,B,,amniote,unrecorded
Sorex ornatus,amniote,B,pantheria,amniote,unrecorded
Sorex pacificus,amniote,B,,amniote,unrecorded
Sorex palustris,amniote,B,pantheria,amniote,unrecorded
Sorex planiceps,amniote,B,,amniote,unrecorded
Sorex portenkoi,amniote,B,,amniote,unrecorded
Sorex roboratus,amniote,B,,amniote,unrecorded
Sorex samniticus,amniote,B,,amniote,unrecorded
Sorex satunini,amniote,B,,amniote,unrecorded
Sorex shinto,amniote,B,,amniote,unrecorded
Sorex sinalis,amniote,B,,amniote,unrecorded
Sorex sonomae,amniote,B,,amniote,unrecorded
Sorex thibetanus,amniote,B,,amniote,unrecorded
Sorex trowbridgii,amniote,B,pantheria,amniote,unrecorded
Sorex tundrensis,amniote,B,,amniote,unrecorded
Sorex ugyunak,amniote,B,,amniote,unrecorded
Sorex unguiculatus,amniote,B,pantheria,amniote,unrecorded
Sorex vagrans,amniote,B,pantheria,amniote,unrecorded
Sorex volnuchini,amniote,B,,amniote,unrecorded
Sotalia fluviatilis,amniote,B,,amniote,unrecorded
Sousa chinensis,amniote,B,,amniote,unrecorded
Sousa teuszii,amniote,B,,amniote,unrecorded
Spalacopus cyanus,anage,B,amniote;pantheria,anage,captive
Spalax arenarius,amniote,B,,amniote,unrecorded
Spalax carmeli,amniote,B,,amniote,unrecorded
Spalax ehrenbergi,anage,B,amniote,anage,captive
Spalax graecus,amniote,B,,amniote,unrecorded
Spalax leucodon,amniote,B,pantheria,amniote,unrecorded
Spalax microphthalmus,amniote,B,,amniote,unrecorded
Spalax zemni,amniote,B,,amniote,unrecorded
Speothos venaticus,anage,B,amniote;pantheria,anage,captive
Spermophilus alashanicus,amniote,B,,amniote,unrecorded
Spermophilus armatus,amniote,B,pantheria,amniote,unrecorded
Spermophilus beecheyi,amniote,B,pantheria,amniote,unrecorded
Spermophilus beldingi,amniote,B,,amniote,unrecorded
Spermophilus brevicauda,amniote,B,,amniote,unrecorded
Spermophilus citellus,anage,B,amniote,anage,captive
Spermophilus columbianus,amniote,B,,amniote,unrecorded
Spermophilus dauricus,amniote,B,,amniote,unrecorded
Spermophilus elegans,amniote,B,,amniote,unrecorded
Spermophilus erythrogenys,amniote,B,,amniote,unrecorded
Spermophilus franklinii,amniote,B,,amniote,unrecorded
Spermophilus lateralis,amniote,B,,amniote,unrecorded
Spermophilus madrensis,amniote,B,,amniote,unrecorded
Spermophilus major,amniote,B,,amniote,unrecorded
Spermophilus mexicanus,amniote,B,,amniote,unrecorded
Spermophilus mohavensis,amniote,B,,amniote,unrecorded
Spermophilus mollis,amniote,B,,amniote,unrecorded
Spermophilus musicus,amniote,B,,amniote,unrecorded
Spermophilus pallidicauda,amniote,B,,amniote,unrecorded
Spermophilus parryii,amniote,B,,amniote,unrecorded
Spermophilus pygmaeus,anage,B,amniote,anage,captive
Spermophilus ralli,amniote,B,,amniote,unrecorded
Spermophilus relictus,amniote,B,,amniote,unrecorded
Spermophilus richardsonii,amniote,B,,amniote,unrecorded
Spermophilus saturatus,amniote,B,,amniote,unrecorded
Spermophilus spilosoma,amniote,B,,amniote,unrecorded
Spermophilus suslicus,amniote,B,,amniote,unrecorded
Spermophilus tereticaudus,amniote,B,,amniote,unrecorded
Spermophilus townsendii,amniote,B,,amniote,unrecorded
Spermophilus tridecemlineatus,amniote,B,,amniote,unrecorded
Spermophilus undulatus,amniote,B,,amniote,unrecorded
Spermophilus variegatus,amniote,B,,amniote,unrecorded
Spermophilus washingtoni,amniote,B,,amniote,unrecorded
Spermophilus xanthoprymnus,amniote,B,,amniote,unrecorded
Sphiggurus insidiosus,amniote,B,,amniote,unrecorded
Sphiggurus melanurus,amniote,B,,amniote,unrecorded
Sphiggurus mexicanus,anage,B,amniote,anage,captive
Sphiggurus spinosus,amniote,B,,amniote,unrecorded
Sphiggurus villosus,amniote,B,,amniote,unrecorded
Spilocuscus kraemeri,amniote,B,,amniote,unrecorded
Spilocuscus maculatus,anage,B,amniote;pantheria,anage,captive
Spilocuscus papuensis,amniote,B,,amniote,unrecorded
Spilogale angustifrons,amniote,B,,amniote,unrecorded
Spilogale gracilis,amniote,B,,amniote,unrecorded
Spilogale putorius,anage,B,amniote;pantheria,anage,captive
Steatomys bocagei,amniote,B,,amniote,unrecorded
Steatomys caurinus,amniote,B,,amniote,unrecorded
Steatomys opimus,amniote,B,,amniote,unrecorded
Steatomys pratensis,amniote,B,,amniote,unrecorded
Stenella attenuata,anage,B,amniote;pantheria,anage,wild
Stenella clymene,amniote,B,,amniote,unrecorded
Stenella coeruleoalba,anage,B,amniote;pantheria,anage,wild
Stenella longirostris,amniote,B,,amniote,unrecorded
Steno bredanensis,anage,B,amniote;pantheria,anage,wild
Sturnira lilium,anage,B,amniote,anage,captive
Styloctenium wallacei,amniote,B,,amniote,unrecorded
Suncus etruscus,anage,C,amniote;pantheria,anage,captive
Suncus fellowesgordoni,amniote,B,,amniote,unrecorded
Suncus hosei,amniote,B,,amniote,unrecorded
Suncus madagascariensis,amniote,B,,amniote,unrecorded
Suncus malayanus,amniote,B,,amniote,unrecorded
Suncus montanus,amniote,B,,amniote,unrecorded
Suncus murinus,anage,B,amniote;pantheria,anage,captive
Suncus zeylanicus,amniote,B,,amniote,unrecorded
Sundamys infraluteus,amniote,B,,amniote,unrecorded
Sundamys muelleri,amniote,B,pantheria,amniote,unrecorded
Sundasciurus brookei,amniote,B,,amniote,unrecorded
Sundasciurus fraterculus,amniote,B,,amniote,unrecorded
Sundasciurus hippurus,anage,B,amniote,anage,captive
Sundasciurus lowii,anage,B,amniote,anage,captive
Sundasciurus tenuis,anage,B,amniote,anage,captive
Suricata suricatta,seed,B,amniote;anage;pantheria,seed,wild+captive
Sus ahoenobarbus,amniote,B,,amniote,unrecorded
Sus barbatus,anage,B,amniote,anage,captive
Sus cebifrons,amniote,B,,amniote,unrecorded
Sus celebensis,amniote,B,,amniote,unrecorded
Sus oliveri,amniote,B,,amniote,unrecorded
Sus philippensis,amniote,B,,amniote,unrecorded
Sus salvanius,anage,B,amniote;pantheria,anage,captive
Sus scrofa,seed,B,amniote;anage;pantheria,seed,wild+captive
Sus verrucosus,anage,B,amniote;pantheria,anage,captive
Syconycteris australis,amniote,B,,amniote,unrecorded
Sylvicapra grimmia,anage,B,amniote;pantheria,anage,captive
Sylvilagus audubonii,anage,B,amniote,anage,captive
Sylvilagus brasiliensis,amniote,B,,amniote,unrecorded
Sylvilagus cognatus,amniote,B,,amniote,unrecorded
Sylvilagus dicei,amniote,B,pantheria,amniote,unrecorded
Sylvilagus floridanus,seed,B,amniote;anage;pantheria,seed,wild+captive
Sylvilagus nuttallii,anage,B,amniote,anage,captive
Sylvilagus palustris,anage,B,amniote,anage,captive
Sylvilagus robustus,amniote,B,,amniote,unrecorded
Sylvilagus transitionalis,anage,B,amniote,anage,captive
Symphalangus syndactylus,seed,B,amniote;anage;pantheria,seed,wild+captive
Synaptomys cooperi,amniote,B,pantheria,amniote,unrecorded
Syncerus caffer,seed,B,amniote;anage;pantheria,seed,wild+captive
Tachyglossus aculeatus,seed,A,amniote;anage;pantheria,seed,wild+captive
Tachyoryctes ibeanus,amniote,B,,amniote,unrecorded
Tachyoryctes splendens,amniote,B,,amniote,unrecorded
Tadarida aegyptiaca,amniote,B,,amniote,unrecorded
Tadarida brasiliensis,seed,B,amniote;anage;pantheria,seed,wild+captive
Tadarida insignis,amniote,B,,amniote,unrecorded
Tadarida latouchei,amniote,B,,amniote,unrecorded
Tadarida teniotis,anage,B,amniote,anage,wild
Talpa caucasica,amniote,B,,amniote,unrecorded
Talpa europaea,seed,B,amniote;pantheria,seed,wild+captive
Talpa occidentalis,amniote,B,,amniote,unrecorded
Talpa romana,amniote,B,,amniote,unrecorded
Talpa stankovici,amniote,B,,amniote,unrecorded
Tamandua mexicana,anage,B,amniote;pantheria,anage,captive
Tamandua tetradactyla,anage,B,amniote;pantheria,anage,captive
Tamias amoenus,amniote,B,pantheria,amniote,unrecorded
Tamias dorsalis,anage,B,amniote,anage,captive
Tamias merriami,amniote,B,,amniote,unrecorded
Tamias minimus,anage,B,amniote;pantheria,anage,captive
Tamias obscurus,amniote,B,,amniote,unrecorded
Tamias ochrogenys,amniote,B,,amniote,unrecorded
Tamias quadrivittatus,amniote,B,,amniote,unrecorded
Tamias ruficaudus,amniote,B,pantheria,amniote,unrecorded
Tamias rufus,amniote,B,,amniote,unrecorded
Tamias senex,amniote,B,,amniote,unrecorded
Tamias sibiricus,anage,B,amniote,anage,captive
Tamias siskiyou,amniote,B,,amniote,unrecorded
Tamias speciosus,amniote,B,,amniote,unrecorded
Tamias striatus,seed,B,amniote;anage,seed,wild+captive
Tamias townsendii,anage,B,amniote;pantheria,anage,captive
Tamias umbrinus,amniote,B,,amniote,unrecorded
Tamiasciurus douglasii,amniote,B,,amniote,unrecorded
Tamiasciurus hudsonicus,anage,B,amniote;pantheria,anage,captive
