species,attractiveness,n_sex_rows
Rhipidura opistherythra,5.3960,1
Rhipidura perlata,5.5249,1
Rhipidura personata,5.8250,1
Rhipidura phasiana,5.4477,1
Rhipidura phoenicura,6.1096,1
Rhipidura rennelliana,4.8621,1
Rhipidura rufidorsa,3.7557,1
Rhipidura samarensis,6.4109,1
Rhipidura sauli,6.1691,1
Rhipidura semirubra,6.3346,1
Rhipidura superciliaris,5.9083,1
Rhipidura superflua,5.9037,1
Rhipidura tenebrosa,5.4306,1
Rhipidura threnothorax,5.1670,1
Rhizothera longirostris,5.2637,1
Rhodinocichla rosea,7.1620,1
Rhodophoneus cruentus,5.7114,1
Rhodopis vesper,7.1728,1
Rhodospingus cruentus,6.4062,1
Rhodospiza obsoleta,6.2283,1
Rhodostethia rosea,6.4210,1
Rhopias gularis,5.9827,1
Rhopocichla atriceps,4.8626,1
Rhopophilus albosuperciliaris,5.2127,1
Rhopophilus pekinensis,5.3640,1
Rhopornis ardesiacus,5.6011,1
Rhopospina fruticeti,5.7054,2
Rhynchocyclus brevirostris,6.2335,1
Rhynchocyclus fulvipectus,5.2804,1
Rhynchocyclus pacificus,4.8166,1
Rhynchophanes mccownii,4.6080,1
Rhynchopsitta pachyrhyncha,6.3490,1
Rhynchopsitta terrisi,7.3173,1
Rhynchortyx cinctus,5.8019,2
Rhynchospiza stolzmanni,4.5868,1
Rhynchostruthus percivali,5.4098,1
Rhynchostruthus socotranus,5.5544,1
Rhynchotus maculicollis,5.0051,1
Rhynchotus rufescens,5.0852,1
Rhynochetos jubatus,6.6383,1
Rhyticeros cassidix,6.0462,1
Rhyticeros everetti,5.5630,1
Rhyticeros narcondami,5.8248,2
Rhyticeros plicatus,6.5315,1
Rhyticeros subruficollis,5.6384,1
Rhyticeros undulatus,6.2116,1
Rhytipterna holerythra,5.5919,1
Rhytipterna immunda,4.8003,1
Rhytipterna simplex,5.2553,1
Ridgwayia pinicola,4.9728,2
Rigidipenna inexpectata,5.8015,1
Rimator albostriatus,5.2963,1
Rimator danjoui,4.9917,1
Rimator malacoptilus,5.2440,1
Rimator pasquieri,4.8999,1
Riparia chinensis,5.8303,1
Riparia congica,4.7554,1
Riparia diluta,5.5354,1
Riparia riparia,6.1251,1
Rissa brevirostris,5.6950,1
Rissa tridactyla,5.9411,1
Robsonius thompsoni,4.6822,1
Rollandia microptera,6.0629,1
Rollandia rolland,5.6561,1
Rollulus rouloul,5.6650,1
Roraimia adusta,6.1748,1
Rostratula australis,5.5172,2
Rostratula benghalensis,6.5420,1
Rostrhamus sociabilis,6.0556,1
Rougetius rougetii,5.5999,1
Rowettia goughensis,5.2074,1
Rubigula dispar,5.7132,1
Rubigula flaviventris,6.5450,1
Rubigula gularis,6.4767,1
Rubigula melanictera,6.2863,1
Rubigula montis,6.2096,1
Rufirallus castaneiceps,5.4795,1
Rufirallus viridis,5.9598,1
Rukia longirostra,5.2127,1
Rukia ruki,5.6757,1
Rupicola peruvianus,6.4307,1
Rupicola rupicola,6.8313,1
Rupornis magnirostris,6.0728,1
Rynchops albicollis,5.9834,1
Rynchops flavirostris,5.7402,1
Rynchops niger,5.7949,1
Sagittarius serpentarius,6.2749,1
Sakesphorus cristatus,6.5161,1
Sakesphorus luctuosus,5.8692,1
Salpinctes obsoletus,4.9193,1
Salpornis salvadori,5.7536,1
Salpornis spilonota,5.9143,1
Saltator albicollis,5.1633,1
Saltator atriceps,6.1447,1
Saltator atricollis,5.2974,1
Saltator atripennis,5.9305,1
Saltator aurantiirostris,6.0973,1
Saltator cinctus,5.7743,1
Saltator coerulescens,5.7200,1
Saltator fuliginosus,5.9924,1
Saltator grossus,5.7722,1
Saltator maxillosus,5.5775,1
Saltator maximus,5.2456,1
Saltator multicolor,6.3199,1
Saltator nigriceps,5.4514,1
Saltator orenocensis,5.5955,1
Saltator similis,5.5359,1
Saltator striatipectus,5.0211,1
Salvadorina waigiuensis,5.7920,1
Sapayoa aenigma,6.4809,1
Sappho sparganurus,8.0680,1
Sarcogyps calvus,6.9000,1
Sarcophanops samarensis,6.6201,2
Sarcophanops steerii,7.5646,1
Sarcops calvus,5.2489,1
Sarcoramphus papa,5.2349,1
Sarkidiornis melanotos,6.5250,1
Sarkidiornis sylvicola,5.7795,1
Saroglossa spilopterus,5.2972,2
Sarothrura affinis,5.5427,1
Sarothrura ayresi,3.6684,1
Sarothrura boehmi,4.4440,1
Sarothrura elegans,5.3329,2
Sarothrura insularis,5.4674,1
Sarothrura pulchra,6.4041,1
Sarothrura rufa,6.5015,1
Sarothrura watersi,5.0231,1
Sasia abnormis,5.9647,1
Sasia ochracea,6.2989,1
Satrapa icterophrys,6.5078,1
Saundersilarus saundersi,5.2989,1
Saxicola caprata,5.9077,1
Saxicola dacotiae,5.5784,1
Saxicola ferreus,5.6641,2
Saxicola gutturalis,5.7054,2
Saxicola insignis,6.2034,1
Saxicola jerdoni,5.9902,2
Saxicola leucurus,5.3864,2
Saxicola macrorhynchus,5.9367,1
Saxicola rubetra,6.1427,1
Saxicola tectes,6.4075,1
Saxicoloides fulicatus,6.0230,2
Sayornis nigricans,6.1828,1
Sayornis phoebe,5.3566,1
Sayornis saya,5.8955,1
Scelorchilus albicollis,5.4616,1
Scelorchilus rubecula,6.1154,1
Scenopoeetes dentirostris,5.3061,1
Scepomycter winifredae,5.6790,1
Schetba rufa,5.7580,1
Schiffornis aenea,4.9429,1
Schiffornis major,5.6323,1
Schiffornis olivacea,4.3372,1
Schiffornis stenorhyncha,4.5988,1
Schiffornis turdina,4.9575,1
Schiffornis veraepacis,5.1099,1
Schiffornis virescens,5.1553,1
Schistes albogularis,7.0226,2
Schistes geoffroyi,6.5665,1
Schistochlamys melanopis,5.9525,1
Schistochlamys ruficapillus,5.8738,1
Schistolais leontica,5.0977,1
Schistolais leucopogon,5.2254,1
Schoenicola brevirostris,4.9300,1
Schoenicola platyurus,4.9017,1
Schoeniophylax phryganophilus,5.3937,1
Schoeniparus brunneus,4.8673,1
Schoeniparus castaneceps,6.1447,1
Schoeniparus cinereus,5.6553,1
Schoeniparus dubius,5.9470,1
Schoeniparus klossi,6.1194,1
Schoeniparus rufogularis,5.8368,1
Schoeniparus variegaticeps,6.2486,1
Schoutedenapus myoptilus,5.5272,1
Sciaphylax castanea,5.6467,1
Sciaphylax hemimelaena,5.6597,2
Scissirostrum dubium,5.7677,1
Sclateria naevia,5.8780,1
Scleroptila afra,5.0941,1
Scleroptila finschi,4.7380,2
Scleroptila gutturalis,4.9922,1
Scleroptila levaillantii,5.5969,1
Scleroptila streptophora,5.2040,1
Sclerurus albigularis,4.9441,1
Sclerurus caudacutus,5.1774,1
Sclerurus guatemalensis,5.0588,1
Sclerurus rufigularis,4.8946,1
Scolopax bukidnonensis,4.6677,1
Scolopax minor,6.2140,1
Scolopax mira,5.0832,1
Scolopax rochussenii,4.9184,1
Scolopax rosenbergii,5.5096,1
Scolopax rusticola,5.8907,1
Scolopax saturata,5.1509,1
Scopus umbretta,5.5569,1
Scotocerca inquieta,5.8207,1
Scotopelia bouvieri,6.2368,1
Scotopelia peli,6.8931,1
Scotopelia ussheri,6.5268,1
Scytalopus acutirostris,5.5930,1
Scytalopus affinis,5.4801,1
Scytalopus alvarezlopezi,5.2223,1
Scytalopus argentifrons,5.5055,1
Scytalopus atratus,5.0429,1
Scytalopus bolivianus,5.1044,1
Scytalopus canus,4.7462,1
Scytalopus caracae,5.7040,1
Scytalopus chocoensis,5.5354,1
Scytalopus diamantinensis,4.8081,1
Scytalopus femoralis,4.3609,1
Scytalopus fuscus,4.8389,1
Scytalopus gettyae,5.3154,1
Scytalopus gonzagai,4.9868,1
Scytalopus griseicollis,5.5373,1
Scytalopus iraiensis,4.8139,1
Scytalopus latebricola,5.1524,1
Scytalopus macropus,4.8866,1
Scytalopus magellanicus,5.4507,1
Scytalopus meridanus,5.6522,1
Scytalopus micropterus,4.8486,1
Scytalopus novacapitalis,4.4727,1
Scytalopus pachecoi,4.6508,1
Scytalopus parkeri,5.7669,1
Scytalopus parvirostris,5.4358,2
Scytalopus perijanus,4.8162,1
Scytalopus petrophilus,5.8317,1
Scytalopus robbinsi,4.5622,1
Scytalopus rodriguezi,5.2248,1
Scytalopus sanctaemartae,5.5341,1
Scytalopus schulenbergi,4.8318,1
Scytalopus simonsi,5.3258,1
Scytalopus speluncae,6.0345,1
Scytalopus spillmanni,5.4827,1
Scytalopus stilesi,4.9055,1
Scytalopus superciliaris,4.9178,1
Scytalopus unicolor,4.8282,1
Scytalopus urubambae,5.4992,1
Scytalopus vicinior,4.5406,1
Scytalopus zimmeri,4.9565,1
Scythrops novaehollandiae,5.5583,1
Seiurus aurocapilla,6.6992,1
Selasphorus ardens,5.7245,1
Selasphorus calliope,7.6288,1
Selasphorus flammula,6.7623,1
Selasphorus platycercus,6.8705,1
Selasphorus rufus,7.3907,1
Selasphorus sasin,7.1718,1
Selasphorus scintilla,7.5977,1
Selenidera gouldii,7.0482,1
Selenidera maculirostris,6.9691,1
Selenidera nattereri,6.6302,1
Selenidera piperivora,7.2231,2
Selenidera spectabilis,7.1570,2
Seleucidis melanoleucus,6.7770,1
Semioptera wallacii,6.8155,1
Semnornis frantzii,6.1633,1
Semnornis ramphastinus,6.8108,1
Sephanoides fernandensis,6.9626,2
Sephanoides sephaniodes,6.8560,1
Sericornis arfakianus,5.7246,1
Sericornis citreogularis,5.9306,1
Sericornis frontalis,5.2188,1
Sericornis humilis,5.0261,1
Sericornis keri,5.1067,1
Sericornis magnirostra,5.1583,1
Sericornis papuensis,5.4168,1
Sericornis perspicillatus,5.1895,1
Sericornis rufescens,5.1681,1
Sericornis spilodera,5.3945,1
Sericossypha albocristata,6.1295,2
Sericulus ardens,6.5152,1
Sericulus aureus,7.4841,1
Sericulus bakeri,5.8860,1
Sericulus chrysocephalus,5.8054,2
Serinus alario,5.6382,1
Serinus canaria,6.2649,1
Serinus canicollis,5.9410,1
Serinus flavivertex,5.6928,1
Serinus nigriceps,5.7855,1
Serinus pusillus,6.5033,1
Serinus serinus,5.8453,1
Serinus syriacus,6.2460,1
Serpophaga cinerea,6.3173,1
Serpophaga griseicapilla,5.2959,1
Serpophaga hypoleuca,5.8027,1
Serpophaga nigricans,5.7230,1
Setopagis heterura,5.6672,1
Setopagis parvula,6.4530,2
Setopagis whitelyi,5.4695,1
Setophaga adelaidae,6.4177,1
Setophaga americana,7.0065,1
Setophaga angelae,6.2737,1
Setophaga caerulescens,6.5261,1
Setophaga castanea,6.3713,1
Setophaga cerulea,7.1596,1
Setophaga chrysoparia,6.3863,1
Setophaga citrina,6.7070,1
Setophaga delicata,7.1068,1
Setophaga discolor,6.7912,1
Setophaga dominica,6.5973,1
Setophaga flavescens,6.2882,1
Setophaga fusca,7.4552,1
Setophaga graciae,6.0427,1
Setophaga kirtlandii,6.5778,1
Setophaga magnolia,7.1974,1
Setophaga nigrescens,6.1742,1
Setophaga occidentalis,5.9796,1
Setophaga palmarum,6.4862,1
Setophaga pensylvanica,6.6479,1
Setophaga petechia,7.1244,1
Setophaga pharetra,5.8280,1
Setophaga pinus,6.7199,1
Setophaga pityophila,6.0573,1
Setophaga plumbea,5.6438,1
Setophaga ruticilla,6.1892,1
Setophaga striata,6.2666,2
Setophaga subita,6.4697,1
Setophaga tigrina,6.8960,1
Setophaga townsendi,7.4535,1
Setophaga virens,6.3959,1
Setophaga vitellina,6.2498,1
Setornis criniger,5.5360,1
Sheppardia aequatorialis,6.2440,1
Sheppardia aurantiithorax,6.1956,1
Sheppardia cyornithopsis,5.5358,1
Sheppardia gabela,5.6428,1
Sheppardia gunningi,6.2178,1
Sheppardia lowei,4.9273,1
Sheppardia montana,4.6915,1
Sheppardia polioptera,6.4944,1
Sheppardia sharpei,5.4127,1
Sholicola albiventris,6.4735,1
Sholicola major,6.4264,1
Sialia currucoides,6.4162,2
Sialia mexicana,6.4979,1
Sialia sialis,6.5137,1
Sibia morrisoniana,6.2337,1
Sibia nipalensis,6.4682,1
Sibia souliei,5.3633,1
Sibia waldeni,6.6829,1
Sibirionetta formosa,5.7386,1
Sicalis auriventris,5.9416,1
Sicalis citrina,6.3085,1
Sicalis columbiana,6.1057,1
Sicalis flaveola,6.2858,1
Sicalis lebruni,5.3488,2
Sicalis lutea,6.2844,1
Sicalis luteocephala,6.1738,1
Sicalis luteola,6.1831,1
Sicalis mendozae,5.8306,1
Sicalis olivascens,5.5953,2
Sicalis raimondii,5.7948,1
Sicalis taczanowskii,5.5626,1
Sicalis uropigyalis,5.8699,1
Silvicultrix diadema,5.6321,1
Silvicultrix frontalis,6.2453,1
Silvicultrix jelskii,5.8085,1
Silvicultrix pulchella,6.0056,1
Sinosuthora alphonsiana,6.3691,1
Sinosuthora conspicillata,5.8748,1
Sinosuthora przewalskii,5.6839,1
Sinosuthora webbiana,6.4464,1
Sinosuthora zappeyi,6.5699,1
Siphonorhis brewsteri,4.7591,1
Sipia berlepschi,5.2080,2
Sipia laemosticta,6.1206,2
Sipia nigricauda,5.2488,1
Sipia palliata,5.4140,1
Sipodotus wallacii,6.7633,1
Siptornis striaticollis,4.7835,1
Sirystes albocinereus,5.0811,1
Sirystes albogriseus,5.2188,1
Sirystes sibilator,5.3188,1
Sirystes subcanescens,5.0883,1
Sitta azurea,6.5243,1
Sitta canadensis,6.1914,1
Sitta carolinensis,6.1378,1
Sitta cashmirensis,5.6156,2
Sitta castanea,6.6230,1
Sitta cinnamoventris,6.4688,1
Sitta formosa,7.0138,1
Sitta frontalis,7.2854,1
Sitta himalayensis,6.4390,1
Sitta krueperi,5.8990,1
Sitta ledanti,5.9302,1
Sitta leucopsis,6.5517,1
Sitta magna,5.7722,1
Sitta nagaensis,6.7905,1
Sitta neglecta,6.0475,1
Sitta neumayer,5.2582,1
Sitta oenochlamys,6.5947,1
Sitta przewalskii,6.2424,1
Sitta pusilla,6.2020,1
Sitta pygmaea,5.9610,1
Sitta solangiae,5.9973,1
Sitta tephronota,5.9285,1
Sitta victoriae,7.3172,1
Sitta villosa,5.8119,1
Sitta whiteheadi,6.2683,1
Sitta yunnanensis,6.8108,1
Sittiparus castaneoventris,6.3141,1
Sittiparus olivaceus,5.4746,1
Sittiparus owstoni,6.4063,1
Sittiparus semilarvatus,5.8014,1
Sittiparus varius,6.4850,1
Siva cyanouroptera,6.1695,1
Smicrornis brevirostris,5.5129,1
Smithornis capensis,5.9786,2
Smithornis rufolateralis,6.7560,1
Smithornis sharpei,5.9368,1
Smutsornis africanus,6.3473,1
Snowornis cryptolophus,5.8327,1
Snowornis subalaris,5.8703,1
Somateria fischeri,5.1502,2
Somateria mollissima,5.7653,1
Somateria spectabilis,6.3550,1
Spartonoica maluroides,5.2723,1
Spatula clypeata,6.3072,1
Spatula cyanoptera,5.9829,1
Spatula discors,5.5844,1
Spatula hottentota,5.8073,1
Spatula platalea,5.2993,1
Spatula puna,5.5770,1
Spatula querquedula,5.8405,1
Spatula rhynchotis,5.2765,1
Spatula smithii,5.5869,1
Spatula versicolor,5.9561,1
Speculanas specularis,5.5584,1
Speculipastor bicolor,5.6340,2
Spelaeornis badeigularis,5.7038,1
Spelaeornis caudatus,5.3510,1
Spelaeornis chocolatinus,5.6970,1
Spelaeornis kinneari,5.0951,1
Spelaeornis longicaudatus,5.2639,1
Spelaeornis oatesi,5.1370,1
Spelaeornis reptatus,5.3160,1
Spelaeornis troglodytoides,6.0810,1
Spermestes bicolor,6.3633,1
Spermestes cucullata,5.9857,1
Spermestes fringilloides,5.6391,1
Spermophaga haematina,6.6091,1
Spermophaga poliogenys,6.1702,1
Spermophaga ruficapilla,7.0863,1
Sphecotheres hypoleucus,5.9070,1
Sphecotheres vieilloti,5.0806,1
Sphecotheres viridis,5.8106,1
Spheniscus demersus,6.7623,1
Spheniscus humboldti,6.5183,1
Spheniscus magellanicus,6.4262,1
Spheniscus mendiculus,6.0919,1
Sphenoeacus afer,5.0807,1
Sphenopsis frontalis,5.3837,1
Sphyrapicus nuchalis,6.0387,2
Sphyrapicus ruber,6.5829,1
Sphyrapicus thyroideus,6.5540,1
Sphyrapicus varius,7.0842,1
Spilopelia senegalensis,6.0681,1
Spiloptila clamans,5.1600,1
Spilornis cheela,6.9503,1
Spilornis elgini,6.2967,1
Spilornis holospilus,5.9410,1
Spilornis kinabaluensis,6.6071,1
Spilornis klossi,5.7687,1
Spilornis rufipectus,6.2300,1
Spindalis dominicensis,6.6882,1
Spindalis nigricephala,6.7424,1
Spindalis portoricensis,6.4720,1
Spindalis zena,7.0329,1
Spinus atratus,5.6670,1
Spinus atriceps,5.6529,1
Spinus barbatus,5.9309,1
Spinus crassirostris,5.6050,2
Spinus cucullatus,6.3241,2
Spinus dominicensis,5.4412,2
Spinus lawrencei,5.7580,1
Spinus magellanicus,7.0810,1
Spinus notatus,5.8279,1
Spinus olivaceus,5.8939,2
Spinus pinus,5.8540,1
Spinus psaltria,5.7370,1
Spinus siemiradzkii,6.6559,1
Spinus spinescens,5.9590,1
Spinus spinus,6.1252,2
Spinus thibetanus,5.8337,2
Spinus tristis,5.9318,1
Spinus uropygialis,6.1283,1
Spinus xanthogastrus,5.2955,2
Spinus yarrellii,5.8875,2
Spiza americana,6.7699,1
Spizaetus isidori,6.8973,1
Spizaetus melanoleucus,6.4989,1
Spizaetus ornatus,6.7291,1
Spizaetus tyrannus,6.2601,1
Spizella atrogularis,5.3948,1
Spizella breweri,5.2751,1
Spizella pallida,5.5441,1
Spizella passerina,5.4453,1
Spizella pusilla,5.4953,1
Spizella wortheni,5.2238,1
Spiziapteryx circumcincta,6.3119,1
Spizixos canifrons,6.3831,1
Spizixos semitorques,5.8825,1
Spizocorys conirostris,5.4321,1
Spizocorys fremantlii,4.7416,1
Spizocorys fringillaris,4.6015,1
Spizocorys personata,4.6105,1
Spizocorys sclateri,4.5765,1
Spizocorys starki,4.6564,1
Spodiopsar cineraceus,4.9116,1
Spodiopsar sericeus,5.9227,1
Spodiornis rusticus,5.4810,2
Sporathraupis cyanocephala,6.4732,1
Sporophila albogularis,5.3025,1
Sporophila americana,5.5097,1
Sporophila angolensis,6.0998,1
Sporophila ardesiaca,5.6028,1
Sporophila atrirostris,5.8106,1
Sporophila beltoni,5.8864,1
Sporophila bouvreuil,6.0286,1
Sporophila bouvronides,5.6679,1
Sporophila caerulescens,5.2645,1
Sporophila castaneiventris,5.9973,1
Sporophila cinnamomea,6.5602,1
Sporophila collaris,6.4320,1
Sporophila crassirostris,5.2248,1
Sporophila falcirostris,5.4275,2
Sporophila fringilloides,6.2840,1
Sporophila frontalis,5.2989,1
Sporophila funerea,5.0937,1
Sporophila hypochroma,5.5058,1
Sporophila hypoxantha,5.7560,1
Sporophila intermedia,5.7190,1
Sporophila leucoptera,5.2889,2
Sporophila lineola,5.5113,1
Sporophila luctuosa,5.8177,1
Sporophila maximiliani,5.8355,2
Sporophila melanogaster,5.9040,2
Sporophila minuta,6.2268,1
Sporophila morelleti,5.7435,1
Sporophila murallae,5.4278,1
Sporophila nigricollis,5.3032,1
Sporophila nigrorufa,6.5457,1
Sporophila nuttingi,5.1231,2
Sporophila palustris,6.2230,1
Sporophila peruviana,5.1142,2
Sporophila pileata,5.3965,1
Sporophila plumbea,5.7450,1
Sporophila ruficollis,6.3195,1
Sporophila schistacea,5.4475,1
Sporophila simplex,5.0059,1
Sporophila telasco,5.3282,1
Sporophila torqueola,6.0395,2
Sporopipes frontalis,6.1595,1
Sporopipes squamifrons,5.7355,1
Stachyris grammiceps,4.7748,1
Stachyris herberti,5.0255,1
Stachyris humei,5.2560,1
Stachyris leucotis,5.3191,1
Stachyris maculata,5.5053,1
Stachyris nigriceps,5.9755,1
Stachyris nigricollis,5.6710,1
Stachyris nonggangensis,5.2232,1
Stachyris oglei,4.7398,1
Stachyris poliocephala,5.5590,1
Stachyris roberti,5.2685,1
Stachyris strialata,6.2318,1
Stachyris thoracica,5.2746,1
Stactolaema anchietae,5.4283,1
Stactolaema whytii,5.3543,1
Stagonopleura bella,6.6545,1
Stagonopleura guttata,7.0134,1
Stagonopleura oculata,6.7706,1
Starnoenas cyanocephala,6.0183,1
Steatornis caripensis,7.1533,1
Steganopus tricolor,5.7944,1
Stelgidillas gracilirostris,5.4218,1
Stelgidopteryx ruficollis,5.3731,1
Stenostira scita,5.9816,1
Stephanoaetus coronatus,6.6243,1
Stephanophorus diadematus,6.2122,1
Stephanoxis lalandi,7.4141,1
Stephanoxis loddigesii,7.5022,1
Stercorarius longicaudus,5.7361,1
Stercorarius parasiticus,5.5471,1
Stercorarius pomarinus,5.4345,1
Sterna acuticauda,5.9762,1
Sterna aurantia,5.5502,1
Sterna dougallii,6.2534,1
Sterna forsteri,5.9689,1
Sterna hirundinacea,6.3353,1
Sterna hirundo,6.2426,1
Sterna paradisaea,5.8724,1
Sterna repressa,6.2992,1
Sterna striata,5.5749,1
Sterna sumatrana,6.4178,1
Sterna trudeaui,5.4838,1
Sterna virgata,5.7208,1
Sterna vittata,6.3006,1
Sternoclyta cyanopectus,7.2757,1
Sternula albifrons,5.7499,1
Sternula antillarum,5.9287,1
Sternula balaenarum,5.6964,1
Sternula lorata,5.4825,1
Sternula nereis,5.5925,1
Sternula saundersi,5.7158,1
Sternula superciliaris,6.0293,1
Sterrhoptilus capitalis,4.9296,1
Sterrhoptilus dennistouni,6.0427,1
Sterrhoptilus nigrocapitatus,4.5230,1
Stictonetta naevosa,5.1188,2
Stigmatura budytoides,5.6930,1
Stiltia isabella,6.0126,1
Stipiturus malachurus,6.5670,1
Stipiturus mallee,6.5017,1
Stipiturus ruficeps,7.0764,1
Stizorhina finschi,5.3783,1
Stizorhina fraseri,5.4882,1
Stomiopera flava,5.3012,1
Stomiopera unicolor,4.9955,1
Strepera fuliginosa,5.1013,1
Strepera graculina,5.3262,1
Strepera versicolor,5.0844,1
Streptocitta albertinae,6.0481,1
Streptopelia bitorquata,4.9481,1
Streptopelia capicola,5.4990,1
Streptopelia decipiens,5.7987,1
Streptopelia dusumieri,5.1969,1
Streptopelia hypopyrrha,5.6060,1
Streptopelia lugens,5.4185,1
Streptopelia orientalis,5.6757,1
Streptopelia reichenowi,5.6392,1
Streptopelia roseogrisea,5.3529,1
Streptopelia semitorquata,5.8141,1
Streptopelia tranquebarica,6.0299,2
Streptopelia turtur,4.6632,1
Streptopelia vinacea,5.5924,1
Streptoprocne biscutata,5.1477,1
Streptoprocne phelpsi,4.8314,1
Streptoprocne rutila,4.9707,1
Streptoprocne semicollaris,5.0225,1
Streptoprocne zonaris,5.8228,1
Stresemannia bougainvillei,5.0231,1
Strigops habroptila,6.6404,1
Strix butleri,5.3121,1
Strix chacoensis,6.5092,1
Strix fulvescens,6.1066,1
Strix hadorami,6.8790,1
Strix hylophila,7.1430,1
Strix leptogrammica,7.1638,2
Strix nebulosa,7.1124,1
Strix nivicolum,6.7923,1
Strix occidentalis,6.9661,1
Strix ocellata,6.8194,1
Strix rufipes,7.1402,1
Strix seloputo,6.7595,1
Strix woodfordii,7.3494,1
Struthidea cinerea,4.7107,1
Struthio camelus,5.6855,2
Struthio molybdophanes,5.8617,1
Sturnella magna,5.8263,1
Sturnella neglecta,5.7205,1
Sturnia erythropygia,6.1505,1
Sturnia pagodarum,6.5481,1
Sturnia sinensis,5.8306,1
Sturnornis albofrontatus,5.3319,1
Sturnus unicolor,5.8027,1
Sturnus vulgaris,5.5275,1
Sublegatus arenarum,5.9762,1
Sublegatus modestus,5.8131,1
Sublegatus obscurior,5.4425,1
Sugomel nigrum,5.0679,2
Suiriri suiriri,5.4576,1
Sula dactylatra,5.2411,1
Sula granti,6.1110,1
Sula leucogaster,6.1796,2
Sula nebouxii,6.9030,1
Sula sula,5.7153,1
Sula variegata,5.8461,1
Surnia ulula,7.3829,1
Surniculus dicruroides,6.1919,1
Surniculus lugubris,5.6156,1
Surniculus musschenbroeki,4.9398,1
Surniculus velutinus,5.9737,1
Suthora fulvifrons,6.8013,1
Suthora nipalensis,6.4890,1
Suthora verreauxi,6.6352,1
Swynnertonia swynnertoni,6.1684,1
Sylvia abyssinica,5.1681,1
Sylvia atricapilla,5.6292,2
Sylvia atriceps,5.4937,1
Sylvia balearica,5.4770,1
Sylvia boehmi,5.5658,1
Sylvia borin,5.7805,1
Sylvia buryi,5.0659,1
Sylvia communis,4.9484,1
Sylvia conspicillata,5.9131,1
Sylvia crassirostris,4.8092,1
Sylvia curruca,5.7856,1
Sylvia deserti,5.4795,1
Sylvia deserticola,5.3562,1
Sylvia dohrni,5.1852,1
Sylvia hortensis,5.7334,1
Sylvia layardi,5.4664,1
Sylvia leucomelaena,5.2894,1
Sylvia lugens,5.1412,1
Sylvia melanocephala,5.7340,2
Sylvia melanothorax,6.0670,1
Sylvia mystacea,5.4134,1
Sylvia nana,6.1222,1
Sylvia nigricapillus,6.0448,1
Sylvia nisoria,5.1150,1
Sylvia ruppeli,5.1214,1
Sylvia sarda,5.6301,2
Sylvia subcoerulea,5.3612,1
Sylvia undata,5.6934,1
Sylvietta denti,4.6356,1
Sylvietta isabellina,4.8125,1
Sylvietta philippae,5.2745,1
Sylvietta rufescens,4.5753,1
Sylvietta ruficapilla,4.5998,1
Sylvietta virens,4.7365,1
Sylvietta whytii,5.0591,1
Sylviorthorhynchus desmurii,5.5318,1
Sylviorthorhynchus yanacensis,5.9512,1
Sylviparus modestus,5.9204,1
Syma megarhyncha,6.6468,1
Syma torotoro,7.4691,1
Symposiachrus axillaris,6.2343,1
Symposiachrus boanensis,6.1703,1
Symposiachrus brehmii,6.4878,1
Symposiachrus browni,5.1856,1
Symposiachrus everetti,6.4476,1
Symposiachrus guttula,5.9278,1
Symposiachrus infelix,5.6155,1
Symposiachrus julianae,5.3710,1
Symposiachrus leucurus,5.4208,1
Symposiachrus loricatus,5.7449,1
Symposiachrus manadensis,6.2411,1
Symposiachrus menckei,4.5621,1
Symposiachrus mundus,6.1404,1
Symposiachrus sacerdotum,5.4957,1
Symposiachrus trivirgatus,6.5735,1
Symposiachrus vidua,5.7238,1
Synallaxis albescens,5.1030,1
Synallaxis albigularis,6.1440,1
Synallaxis azarae,5.5853,1
Synallaxis beverlyae,4.6306,1
Synallaxis brachyura,6.0258,1
Synallaxis cabanisi,5.4545,1
Synallaxis candei,5.8991,1
Synallaxis castanea,6.0721,1
Synallaxis cherriei,6.0261,1
Synallaxis cinerascens,5.2030,1
Synallaxis cinerea,5.7921,1
Synallaxis cinnamomea,5.9667,1
Synallaxis courseni,6.2078,1
Synallaxis erythrothorax,5.4499,1
Synallaxis frontalis,6.1410,1
Synallaxis fuscorufa,5.8370,1
Synallaxis gujanensis,5.3098,1
Synallaxis hellmayri,5.3505,1
Synallaxis hypochondriaca,4.9734,1
Synallaxis hypospodia,5.5414,1
Synallaxis infuscata,5.2758,1
Synallaxis kollari,5.8064,1
Synallaxis macconnelli,4.9164,1
Synallaxis maranonica,5.4813,1
Synallaxis moesta,5.6741,1
Synallaxis ruficapilla,5.6900,1
Synallaxis rutilans,5.3819,1
Synallaxis scutata,5.3049,1
Synallaxis spixi,6.0319,1
Synallaxis stictothorax,5.8415,1
Synallaxis subpudica,5.7997,1
Synallaxis tithys,5.5143,1
Synallaxis unirufa,5.5293,1
Synallaxis zimmeri,5.6781,1
Syndactyla dimidiata,5.5763,1
Syndactyla guttulata,5.0746,1
Syndactyla roraimae,5.0222,1
Syndactyla ruficollis,5.5088,1
Syndactyla rufosuperciliata,5.4995,1
Syndactyla striata,5.7571,1
Syndactyla subalaris,5.5444,1
Syndactyla ucayalae,5.1131,1
Synoicus adansonii,4.5114,2
Synoicus chinensis,5.1894,1
Synoicus ypsilophorus,5.9706,1
Synthliboramphus antiquus,5.9557,1
Synthliboramphus craveri,5.9309,1
Synthliboramphus hypoleucus,5.3567,1
