species,matched_name,authorship,year,source,fetched
Pyrocephalus rubinus,Pyrocephalus rubinus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,"(Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,"Chapman, 1925",1925,gbif,2026-09-05
Ramphotrigon megacephalum,Ramphotrigon megacephalum,"(Swainson, 1835)",1835,gbif,2026-09-05
Ramphotrigon ruficauda,Ramphotrigon ruficauda,"(Spix, 1825)",1825,gbif,2026-09-05
Rhynchocyclus aequinoctialis,Rhynchocyclus aequinoctialis,"(P.L.Sclater, 1858)",1858,gbif,2026-09-05
Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,"(Cabanis, 1847)",1847,gbif,2026-09-05
Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,"(P.L.Sclater, 1860)",1860,gbif,2026-09-05
Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,"(Temminck, 1820)",1820,gbif,2026-09-05
Rhynchocyclus pacificus,Rhynchocyclus pacificus,"(Chapman, 1914)",1914,gbif,2026-09-05
Rhytipterna holerythra,Rhytipterna holerythra,"(P.L.Sclater & Salvin, 1860)",1860,gbif,2026-09-05
Rhytipterna immunda,Rhytipterna immunda,"(P.L.Sclater & Salvin, 1873)",1873,gbif,2026-09-05
Rhytipterna simplex,Rhytipterna simplex,"(Lichtenstein, 1823)",1823,gbif,2026-09-05
Satrapa icterophrys,Satrapa icterophrys,"(Vieillot, 1818)",1818,gbif,2026-09-05
Sayornis nigricans,Sayornis nigricans,"(Swainson, 1827)",1827,gbif,2026-09-05
Sayornis phoebe,Sayornis phoebe,"(Latham, 1790)",1790,gbif,2026-09-05
Sayornis saya,Sayornis saya,"(Bonaparte, 1825)",1825,gbif,2026-09-05
Serpophaga cinerea,Serpophaga cinerea,"(Tschudi, 1844)",1844,gbif,2026-09-05
Serpophaga griseicapilla,Serpophaga griseicapilla,"Straneck, 2007",2007,gbif,2026-09-05
Serpophaga hypoleuca,Serpophaga hypoleuca,"P.L.Sclater & Salvin, 1866",1866,gbif,2026-09-05
Serpophaga nigricans,Serpophaga nigricans,"(Vieillot, 1817)",1817,gbif,2026-09-05
Serpophaga subcristata,Serpophaga subcristata,"(Vieillot, 1817)",1817,gbif,2026-09-05
Silvicultrix diadema,Silvicultrix diadema,"(Hartlaub, 1843)",1843,gbif,2026-09-05
Silvicultrix frontalis,Silvicultrix frontalis,"(Lafresnaye, 1847)",1847,gbif,2026-09-05
Silvicultrix jelskii,Silvicultrix jelskii,"(Taczanowski, 1883)",1883,gbif,2026-09-05
Silvicultrix pulchella,Silvicultrix pulchella,"(P.L.Sclater & Salvin, 1876)",1876,gbif,2026-09-05
Sirystes albocinereus,Sirystes albocinereus,"P.L.Sclater & Salvin, 1880",1880,gbif,2026-09-05
Sirystes albogriseus,Sirystes albogriseus,"(Lawrence, 1863)",1863,gbif,2026-09-05
Sirystes sibilator,Sirystes sibilator,"(Vieillot, 1818)",1818,gbif,2026-09-05
Sirystes subcanescens,Sirystes subcanescens,"Todd, 1920",1920,gbif,2026-09-05
Stigmatura bahiae,Stigmatura bahiae,"Chapman, 1926",1926,gbif,2026-09-05
Stigmatura budytoides,Stigmatura budytoides,"(Orbigny & Lafresnaye, 1837)",1837,gbif,2026-09-05
Stigmatura napensis,Stigmatura napensis,"Chapman, 1926",1926,gbif,2026-09-05
Sublegatus arenarum,Sublegatus arenarum,"(Salvin, 1863)",1863,gbif,2026-09-05
Sublegatus modestus,Sublegatus modestus,"(Wied-Neuwied, 1831)",1831,gbif,2026-09-05
Sublegatus obscurior,Sublegatus obscurior,"Todd, 1920",1920,gbif,2026-09-05
Suiriri suiriri,Suiriri suiriri,"(Vieillot, 1818)",1818,gbif,2026-09-05
Tachuris rubrigastra,Tachuris rubrigastra,"(Vieillot, 1817)",1817,gbif,2026-09-05
Taeniotriccus andrei,Taeniotriccus andrei,"Berlepsch & Hartert, 1902",1902,gbif,2026-09-05
Todirostrum chrysocrotaphum,Todirostrum chrysocrotaphum,"Strickland, 1850",1850,gbif,2026-09-05
Todirostrum cinereum,Todirostrum cinereum,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Todirostrum maculatum,Todirostrum maculatum,"(Desmarest, 1806)",1806,gbif,2026-09-05
Todirostrum nigriceps,Todirostrum nigriceps,"P.L.Sclater, 1855",1855,gbif,2026-09-05
Todirostrum pictum,Todirostrum pictum,"Salvin, 1897",1897,gbif,2026-09-05
Todirostrum poliocephalum,Todirostrum poliocephalum,"(Wied-Neuwied, 1831)",1831,gbif,2026-09-05
Todirostrum viridanum,Todirostrum viridanum,"Hellmayr, 1927",1927,gbif,2026-09-05
Tolmomyias assimilis,Tolmomyias assimilis,"(Pelzeln, 1868)",1868,gbif,2026-09-05
Tolmomyias flaviventris,Tolmomyias flaviventris,"(Wied-Neuwied, 1831)",1831,gbif,2026-09-05
Tolmomyias flavotectus,Tolmomyias flavotectus,"(Hartert & Ejo, 1902)",1902,gbif,2026-09-05
Tolmomyias poliocephalus,Tolmomyias poliocephalus,"(Taczanowski, 1884)",1884,gbif,2026-09-05
Tolmomyias sulphurescens,Tolmomyias sulphurescens,"(Spix, 1825)",1825,gbif,2026-09-05
Tolmomyias traylori,Tolmomyias traylori,"Schulenberg & T.A.Parker, 1997",1997,gbif,2026-09-05
Tolmomyias viridiceps,Tolmomyias viridiceps,"(P.L.Sclater & Salvin, 1873)",1873,gbif,2026-09-05
Tyrannopsis sulphurea,Tyrannopsis sulphurea,"(Spix, 1825)",1825,gbif,2026-09-05
Tyrannulus elatus,Tyrannulus elatus,"(Latham, 1790)",1790,gbif,2026-09-05
Tyrannus albogularis,Tyrannus albogularis,"Burmeister, 1856",1856,gbif,2026-09-05
Tyrannus caudifasciatus,Tyrannus caudifasciatus,"Orbigny, 1839",1839,gbif,2026-09-05
Tyrannus couchii,Tyrannus couchii,"S.F.Baird, 1858",1858,gbif,2026-09-05
Tyrannus crassirostris,Tyrannus crassirostris,"Swainson, 1826",1826,gbif,2026-09-05
Tyrannus cubensis,Tyrannus cubensis,"Richmond, 1898",1898,gbif,2026-09-05
Tyrannus dominicensis,Tyrannus dominicensis,"(Gmelin, 1788)",1788,gbif,2026-09-05
Tyrannus forficatus,Tyrannus forficatus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Tyrannus melancholicus,Tyrannus melancholicus,"Vieillot, 1819",1819,gbif,2026-09-05
Tyrannus niveigularis,Tyrannus niveigularis,"P.L.Sclater, 1860",1860,gbif,2026-09-05
Tyrannus savana,Tyrannus savana,"Vieillot, 1808",1808,gbif,2026-09-05
Tyrannus tyrannus,Tyrannus tyrannus,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Tyrannus verticalis,Tyrannus verticalis,"Say, 1823",1823,gbif,2026-09-05
Tyrannus vociferans,Tyrannus vociferans,"Swainson, 1826",1826,gbif,2026-09-05
Uromyias agilis,Uromyias agilis,"(P.L.Sclater, 1856)",1856,gbif,2026-09-05
Uromyias agraphia,Uromyias agraphia,"(Chapman, 1919)",1919,gbif,2026-09-05
Xenotriccus callizonus,Xenotriccus callizonus,"Dwight & Griscom, 1927",1927,gbif,2026-09-05
Xenotriccus mexicanus,Xenotriccus mexicanus,"(Zimmer, 1938)",1938,gbif,2026-09-05
Xolmis cinereus,Xolmis cinereus,"(Vieillot, 1816)",1816,gbif,2026-09-05
Xolmis coronatus,Xolmis coronatus,"(Vieillot, 1823)",1823,gbif,2026-09-05
Xolmis dominicanus,Xolmis dominicanus,"(Vieillot, 1823)",1823,gbif,2026-09-05
Xolmis irupero,Xolmis irupero,"(Vieillot, 1823)",1823,gbif,2026-09-05
Xolmis pyrope,Xolmis pyrope,"(Kittlitz, 1830)",1830,gbif,2026-09-05
Xolmis rubetra,Xolmis rubetra,"(Burmeister, 1860)",1860,gbif,2026-09-05
Xolmis salinarum,Xolmis salinarum,"Nores & Yzurieta, 1979",1979,gbif,2026-09-05
Xolmis velatus,Xolmis velatus,"(Lichtenstein, 1823)",1823,gbif,2026-09-05
Zimmerius acer,Zimmerius acer,"(Salvin & Godman, 1883)",1883,gbif,2026-09-05
Zimmerius albigularis,Zimmerius albigularis,"(Chapman, 1924)",1924,gbif,2026-09-05
Zimmerius bolivianus,Zimmerius bolivianus,"(Orbigny, 1840)",1840,gbif,2026-09-05
Zimmerius chicomendesi,Zimmerius chicomendesi,"Whitney, Schunck, M.A.Rêgo & Silveira, 2013",2013,gbif,2026-09-05
Zimmerius chrysops,Zimmerius chrysops,"(P.L.Sclater, 1859)",1859,gbif,2026-09-05
Zimmerius cinereicapilla,Zimmerius cinereicapilla,"(Cabanis, 1873)",1873,gbif,2026-09-05
Zimmerius gracilipes,Zimmerius gracilipes,"(P.L.Sclater & Salvin, 1868)",1868,gbif,2026-09-05
Zimmerius improbus,Zimmerius improbus,"(P.L.Sclater & Salvin, 1871)",1871,gbif,2026-09-05
Zimmerius parvus,Zimmerius parvus,"(Lawrence, 1862)",1862,gbif,2026-09-05
Zimmerius petersi,Zimmerius petersi,"(Berlepsch, 1907)",1907,gbif,2026-09-05
Zimmerius vilissimus,Zimmerius vilissimus,"(P.L.Sclater & Salvin, 1859)",1859,gbif,2026-09-05
Zimmerius villarejoi,Zimmerius villarejoi,"J.Alvarez & B.M.Whitney, 2001",2001,gbif,2026-09-05
Zimmerius viridiflavus,Zimmerius viridiflavus,"(Tschudi, 1844)",1844,gbif,2026-09-05
Urocynchramus pylzowi,Urocynchramus pylzowi,"Przewalski, 1876",1876,gbif,2026-09-05
Artamella viridis,Artamella viridis,"(Statius Muller, 1776)",1776,gbif,2026-09-05
Bias musicus,Bias musicus,"(Vieillot, 1818)",1818,gbif,2026-09-05
Calicalicus madagascariensis,Calicalicus madagascariensis,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Calicalicus rufocarpalis,Calicalicus rufocarpalis,"Goodman, Hawkins & Domergue, 1997",1997,gbif,2026-09-05
Cyanolanius comorensis,Cyanolanius comorensis,"(Shelley, 1894)",1894,gbif,2026-09-05
Cyanolanius madagascarinus,Cyanolanius madagascarinus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Euryceros prevostii,Euryceros prevostii,"Lesson, 1831",1831,gbif,2026-09-05
Falculea palliata,Falculea palliata,"I.Geoffroy Saint-Hilaire, 1836",1836,gbif,2026-09-05
Hemipus hirundinaceus,Hemipus hirundinaceus,"(Temminck, 1822)",1822,gbif,2026-09-05
Hemipus picatus,Hemipus picatus,"(Sykes, 1832)",1832,gbif,2026-09-05
Hypositta corallirostris,Hypositta corallirostris,"(A.Newton, 1863)",1863,gbif,2026-09-05
Leptopterus chabert,Leptopterus chabert,"(Statius Muller, 1776)",1776,gbif,2026-09-05
Megabyas flammulatus,Megabyas flammulatus,"J.Verreaux & E.Verreaux, 1855",1855,gbif,2026-09-05
Mystacornis crossleyi,Mystacornis crossleyi,"(A.Grandidier, 1870)",1870,gbif,2026-09-05
Newtonia amphichroa,Newtonia amphichroa,"Reichenow, 1891",1891,gbif,2026-09-05
Newtonia archboldi,Newtonia archboldi,"Delacour & Berlioz, 1931",1931,gbif,2026-09-05
Newtonia brunneicauda,Newtonia brunneicauda,"(A.Newton, 1863)",1863,gbif,2026-09-05
Newtonia fanovanae,Newtonia fanovanae,"Gyldenstolpe, 1933",1933,gbif,2026-09-05
Oriolia bernieri,Oriolia bernieri,"I.Geoffroy Saint-Hilaire, 1838",1838,gbif,2026-09-05
Philentoma pyrhoptera,Philentoma pyrhoptera,"(Temminck, 1836)",1836,gbif,2026-09-05
Philentoma velata,Philentoma velata,"(Temminck, 1825)",1825,gbif,2026-09-05
Prionops alberti,Prionops alberti,"Schouteden, 1933",1933,gbif,2026-09-05
Prionops caniceps,Prionops caniceps,"(Bonaparte, 1850)",1850,gbif,2026-09-05
Prionops gabela,Prionops gabela,"Rand, 1957",1957,gbif,2026-09-05
Prionops plumatus,Prionops plumatus,"(Shaw, 1809)",1809,gbif,2026-09-05
Prionops poliolophus,Prionops poliolophus,"Fischer & Reichenow, 1884",1884,gbif,2026-09-05
Prionops retzii,Prionops retzii,"Wahlberg, 1856",1856,gbif,2026-09-05
Prionops rufiventris,Prionops rufiventris,"(Bonaparte, 1853)",1853,gbif,2026-09-05
Prionops scopifrons,Prionops scopifrons,"(W.Peters, 1854)",1854,gbif,2026-09-05
Pseudobias wardi,Pseudobias wardi,"Sharpe, 1870",1870,gbif,2026-09-05
Schetba rufa,Schetba rufa,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Tephrodornis affinis,Tephrodornis affinis,"Blyth, 1847",1847,gbif,2026-09-05
Tephrodornis pondicerianus,Tephrodornis pondicerianus,"(Gmelin, 1789)",1789,gbif,2026-09-05
Tephrodornis sylvicola,Tephrodornis sylvicola,"Jerdon, 1839",1839,gbif,2026-09-05
Tephrodornis virgatus,Tephrodornis virgatus,"(Temminck, 1824)",1824,gbif,2026-09-05
Tylas eduardi,Tylas eduardi,"Hartlaub, 1862",1862,gbif,2026-09-05
Vanga curvirostris,Vanga curvirostris,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Xenopirostris damii,Xenopirostris damii,"Schlegel, 1865",1865,gbif,2026-09-05
Xenopirostris polleni,Xenopirostris polleni,"(Schlegel, 1868)",1868,gbif,2026-09-05
Xenopirostris xenopirostris,Xenopirostris xenopirostris,"(Lafresnaye, 1850)",1850,gbif,2026-09-05
Anomalospiza imberbis,Anomalospiza imberbis,"(Cabanis, 1868)",1868,gbif,2026-09-05
Vidua camerunensis,Vidua camerunensis,"(Grote, 1922)",1922,gbif,2026-09-05
Vidua chalybeata,Vidua chalybeata,"(Statius Muller, 1776)",1776,gbif,2026-09-05
Vidua codringtoni,Vidua codringtoni,"(Neave, 1907)",1907,gbif,2026-09-05
Vidua fischeri,Vidua fischeri,"(Reichenow, 1882)",1882,gbif,2026-09-05
Vidua funerea,Vidua funerea,"(Tarragon, 1847)",1847,gbif,2026-09-05
Vidua hypocherina,Vidua hypocherina,"J.Verreaux & E.Verreaux, 1856",1856,gbif,2026-09-05
Vidua interjecta,Vidua interjecta,"(Grote, 1922)",1922,gbif,2026-09-05
Vidua larvaticola,Vidua larvaticola,"Payne, 1982",1982,gbif,2026-09-05
Vidua macroura,Vidua macroura,"(Pallas, 1764)",1764,gbif,2026-09-05
Vidua maryae,Vidua maryae,"Payne, 1982",1982,gbif,2026-09-05
Vidua nigeriae,Vidua nigeriae,"(Alexander, 1908)",1908,gbif,2026-09-05
Vidua obtusa,Vidua obtusa,"(Chapin, 1922)",1922,gbif,2026-09-05
Vidua orientalis,Vidua orientalis,"Heuglin, 1870",1870,gbif,2026-09-05
Vidua paradisaea,Vidua paradisaea,"(Linnaeus, 1758)",1758,gbif,2026-09-05
Vidua purpurascens,Vidua purpurascens,"(Reichenow, 1883)",1883,gbif,2026-09-05
Vidua raricola,Vidua raricola,"Payne, 1982",1982,gbif,2026-09-05
Vidua regia,Vidua regia,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Vidua togoensis,Vidua togoensis,"(Grote, 1923)",1923,gbif,2026-09-05
Vidua wilsoni,Vidua wilsoni,"(Hartert, 1901)",1901,gbif,2026-09-05
Cyclarhis gujanensis,Cyclarhis gujanensis,"(Gmelin, 1789)",1789,gbif,2026-09-05
Cyclarhis nigrirostris,Cyclarhis nigrirostris,"Lafresnaye, 1842",1842,gbif,2026-09-05
Erpornis zantholeuca,Erpornis zantholeuca,"Blyth, 1844",1844,gbif,2026-09-05
Hylophilus amaurocephalus,Hylophilus amaurocephalus,"(Nordmann, 1835)",1835,gbif,2026-09-05
Hylophilus brunneiceps,Hylophilus brunneiceps,"P.L.Sclater, 1866",1866,gbif,2026-09-05
Hylophilus flavipes,Hylophilus flavipes,"Lafresnaye, 1845",1845,gbif,2026-09-05
Hylophilus griseiventris,Hylophilus griseiventris,"von Berlepsch & Hartert, 1902",1902,gbif,2026-09-05
Hylophilus insularis,Hylophilus insularis,"Sclater, 1861",1861,gbif,2026-09-05
Hylophilus olivaceus,Hylophilus olivaceus,"Tschudi, 1844",1844,gbif,2026-09-05
Hylophilus pectoralis,Hylophilus pectoralis,"P.L.Sclater, 1866",1866,gbif,2026-09-05
Hylophilus poicilotis,Hylophilus poicilotis,"Temminck, 1822",1822,gbif,2026-09-05
Hylophilus semicinereus,Hylophilus semicinereus,"P.L.Sclater & Salvin, 1867",1867,gbif,2026-09-05
Hylophilus thoracicus,Hylophilus thoracicus,"Temminck, 1822",1822,gbif,2026-09-05
Hylophilus viridiflavus,Hylophilus viridiflavus,"Lawrence, 1861",1861,gbif,2026-09-05
Pachysylvia aurantiifrons,Pachysylvia aurantiifrons,"(Lawrence, 1861)",1861,gbif,2026-09-05
Pachysylvia decurtata,Pachysylvia decurtata,"(Bonaparte, 1838)",1838,gbif,2026-09-05
Pachysylvia hypochrysea,Pachysylvia hypochrysea,"(Sclater, 1862)",1862,gbif,2026-09-05
Pachysylvia hypoxantha,Pachysylvia hypoxantha,"(Pelzeln, 1868)",1868,gbif,2026-09-05
Pachysylvia muscicapina,Pachysylvia muscicapina,"(P.L.Sclater & Salvin, 1873)",1873,gbif,2026-09-05
Pachysylvia semibrunnea,Pachysylvia semibrunnea,"(Lafresnaye, 1845)",1845,gbif,2026-09-05
Pteruthius aenobarbus,Pteruthius aenobarbus,"(Temminck, 1836)",1836,gbif,2026-09-05
Pteruthius aeralatus,Pteruthius aeralatus,"Blyth, 1855",1855,gbif,2026-09-05
Pteruthius flaviscapis,Pteruthius flaviscapis,"(Temminck, 1836)",1836,gbif,2026-09-05
Pteruthius melanotis,Pteruthius melanotis,"Hodgson, 1847",1847,gbif,2026-09-05
Pteruthius rufiventer,Pteruthius rufiventer,"Blyth, 1842",1842,gbif,2026-09-05
Pteruthius xanthochlorus,Pteruthius xanthochlorus,"J.E.Gray & G.R.Gray, 1847",1847,gbif,2026-09-05
Tunchiornis luteifrons,Tunchiornis luteifrons,"(Sclater, 1881)",1881,gbif,2026-09-05
Tunchiornis ochraceiceps,Tunchiornis ochraceiceps,"(P.L.Sclater, 1860)",1860,gbif,2026-09-05
Vireo altiloquus,Vireo altiloquus,"(Vieillot, 1808)",1808,gbif,2026-09-05
Vireo atricapilla,Vireo atricapilla,"Woodhouse, 1852",1852,gbif,2026-09-05
Vireo bairdi,Vireo bairdi,"Ridgway, 1885",1885,gbif,2026-09-05
Vireo bellii,Vireo bellii,"Audubon, 1844",1844,gbif,2026-09-05
Vireo brevipennis,Vireo brevipennis,"(P.L.Sclater, 1858)",1858,gbif,2026-09-05
Vireo caribaeus,Vireo caribaeus,"Bond & Meyer de Schauensee, 1942",1942,gbif,2026-09-05
Vireo carmioli,Vireo carmioli,"S.F.Baird, 1866",1866,gbif,2026-09-05
Vireo cassinii,Vireo cassinii,"Xantus de Vesey, 1858",1858,gbif,2026-09-05
Vireo chivi,Vireo chivi,"(Vieillot, 1817)",1817,gbif,2026-09-05
Vireo crassirostris,Vireo crassirostris,"(H.Bryant, 1859)",1859,gbif,2026-09-05
Vireo flavifrons,Vireo flavifrons,"Vieillot, 1808",1808,gbif,2026-09-05
Vireo flavoviridis,Vireo flavoviridis,"(Cassin, 1851)",1851,gbif,2026-09-05
Vireo gilvus,Vireo gilvus,"(Vieillot, 1808)",1808,gbif,2026-09-05
Vireo gracilirostris,Vireo gracilirostris,"Sharpe, 1890",1890,gbif,2026-09-05
Vireo griseus,Vireo griseus,"(Boddaert, 1783)",1783,gbif,2026-09-05
Vireo gundlachii,Vireo gundlachii,"Lembeye, 1850",1850,gbif,2026-09-05
Vireo huttoni,Vireo huttoni,"Cassin, 1851",1851,gbif,2026-09-05
Vireo latimeri,Vireo latimeri,"S.F.Baird, 1866",1866,gbif,2026-09-05
Vireo leucophrys,Vireo leucophrys,"(Lafresnaye, 1844)",1844,gbif,2026-09-05
Vireo magister,Vireo magister,"(S.F.Baird, 1871)",1871,gbif,2026-09-05
Vireo masteri,Vireo masteri,"P.G.W.Salaman & F.G.Stiles, 1996",1996,gbif,2026-09-05
Vireo modestus,Vireo modestus,"P.L.Sclater, 1861",1861,gbif,2026-09-05
Vireo nanus,Vireo nanus,"(Lawrence, 1875)",1875,gbif,2026-09-05
Vireo nelsoni,Vireo nelsoni,"Bond, 1936",1936,gbif,2026-09-05
Vireo olivaceus,Vireo olivaceus,"(Linnaeus, 1766)",1766,gbif,2026-09-05
Vireo osburni,Vireo osburni,"(P.L.Sclater, 1861)",1861,gbif,2026-09-05
Vireo pallens,Vireo pallens,"Salvin, 1863",1863,gbif,2026-09-05
Vireo philadelphicus,Vireo philadelphicus,"(Cassin, 1851)",1851,gbif,2026-09-05
Vireo plumbeus,Vireo plumbeus,"Coues, 1866",1866,gbif,2026-09-05
Vireo sclateri,Vireo sclateri,"(Salvin & Godman, 1883)",1883,gbif,2026-09-05
Vireo solitarius,Vireo solitarius,"(A.Wilson, 1810)",1810,gbif,2026-09-05
Vireo vicinior,Vireo vicinior,"Coues, 1866",1866,gbif,2026-09-05
Vireolanius eximius,Vireolanius eximius,"S.F.Baird, 1866",1866,gbif,2026-09-05
Vireolanius leucotis,Vireolanius leucotis,"(Swainson, 1838)",1838,gbif,2026-09-05
Vireolanius melitophrys,Vireolanius melitophrys,"Bonaparte, 1850",1850,gbif,2026-09-05
Vireolanius mikettae,Vireolanius mikettae,"Hartert, 1900",1900,gbif,2026-09-05
Vireolanius pulchellus,Vireolanius pulchellus,"P.L.Sclater & Salvin, 1859",1859,gbif,2026-09-05
Zeledonia coronata,Zeledonia coronata,"Ridgway, 1889",1889,gbif,2026-09-05
Apalopteron familiare,Apalopteron familiare,"(Kittlitz, 1830)",1830,gbif,2026-09-05
Cleptornis marchei,Cleptornis marchei,"(Oustalet, 1889)",1889,gbif,2026-09-05
Dasycrotapha plateni,Dasycrotapha plateni,"(W.Blasius, 1890)",1890,gbif,2026-09-05
Dasycrotapha pygmaea,Dasycrotapha pygmaea,"(Ogilvie-Grant, 1896)",1896,gbif,2026-09-05
Dasycrotapha speciosa,Dasycrotapha speciosa,"Tweeddale, 1878",1878,gbif,2026-09-05
Heleia crassirostris,Heleia crassirostris,"(Hartert, 1897)",1897,gbif,2026-09-05
Heleia dohertyi,Heleia dohertyi,"(Hartert & Ejo, 1896)",1896,gbif,2026-09-05
Heleia goodfellowi,Heleia goodfellowi,"(Hartert & Ejo, 1903)",1903,gbif,2026-09-05
Heleia javanica,Heleia javanica,"(Horsfield, 1821)",1821,gbif,2026-09-05
Heleia muelleri,Heleia muelleri,"Hartlaub, 1865",1865,gbif,2026-09-05
Heleia pinaiae,Heleia pinaiae,"(Stresemann, 1912)",1912,gbif,2026-09-05
Heleia squamiceps,Heleia squamiceps,"(Hartert & Ejo, 1896)",1896,gbif,2026-09-05
Heleia squamifrons,Heleia squamifrons,"(Sharpe, 1892)",1892,gbif,2026-09-05
Heleia superciliaris,Heleia superciliaris,"(Hartert & Ejo, 1897)",1897,gbif,2026-09-05
Heleia wallacei,Heleia wallacei,"(Finsch, 1901)",1901,gbif,2026-09-05
Megazosterops palauensis,Megazosterops palauensis,"(Reichenow, 1915)",1915,gbif,2026-09-05
Rukia longirostra,Rukia longirostra,"(Taka-Tsukasa & Yamashina, 1931)",1931,gbif,2026-09-05
Rukia ruki,Rukia ruki,"(Hartert, 1897)",1897,gbif,2026-09-05
Sterrhoptilus capitalis,Sterrhoptilus capitalis,"(Tweeddale, 1877)",1877,gbif,2026-09-05
Sterrhoptilus dennistouni,Sterrhoptilus dennistouni,"(Ogilvie-Grant, 1895)",1895,gbif,2026-09-05
Sterrhoptilus nigrocapitatus,Sterrhoptilus nigrocapitatus,"(Steere, 1890)",1890,gbif,2026-09-05
Tephrozosterops stalkeri,Tephrozosterops stalkeri,"(Ogilvie-Grant, 1910)",1910,gbif,2026-09-05
Yuhina bakeri,Yuhina bakeri,"Rothschild, 1926",1926,gbif,2026-09-05
Yuhina brunneiceps,Yuhina brunneiceps,"Ogilvie-Grant, 1906",1906,gbif,2026-09-05
Yuhina castaniceps,Yuhina castaniceps,"(Moore, 1854)",1854,gbif,2026-09-05
Yuhina diademata,Yuhina diademata,"J.Verreaux, 1869",1869,gbif,2026-09-05
Yuhina everetti,Yuhina everetti,"(Sharpe, 1887)",1887,gbif,2026-09-05
Yuhina flavicollis,Yuhina flavicollis,"Hodgson, 1836",1836,gbif,2026-09-05
Yuhina gularis,Yuhina gularis,"Hodgson, 1836",1836,gbif,2026-09-05
Yuhina humilis,Yuhina humilis,"(Hume, 1877)",1877,gbif,2026-09-05
Yuhina nigrimenta,Yuhina nigrimenta,"Blyth, 1845",1845,gbif,2026-09-05
Yuhina occipitalis,Yuhina occipitalis,"Hodgson, 1836",1836,gbif,2026-09-05
Yuhina torqueola,Yuhina torqueola,"(Swinhoe, 1870)",1870,gbif,2026-09-05
Zosterops abyssinicus,Zosterops abyssinicus,"Guerin-Meneville, 1843",1843,gbif,2026-09-05
Zosterops albogularis,Zosterops albogularis,"Gould, 1837",1837,gbif,2026-09-05
Zosterops anomalus,Zosterops anomalus,"A.B.Meyer & Wiglesworth, 1896",1896,gbif,2026-09-05
Zosterops atricapilla,Zosterops atricapilla,"Salvadori, 1879",1879,gbif,2026-09-05
Zosterops atriceps,Zosterops atriceps,"G.R.Gray, 1861",1861,gbif,2026-09-05
Zosterops atrifrons,Zosterops atrifrons,"Wallace, 1864",1864,gbif,2026-09-05
Zosterops auriventer,Zosterops auriventer,"Hume, 1878",1878,gbif,2026-09-05
Zosterops borbonicus,Zosterops borbonicus,"(J.R.Forster, 1781)",1781,gbif,2026-09-05
Zosterops brunneus,Zosterops brunneus,"(Salvadori, 1903)",1903,gbif,2026-09-05
Zosterops buruensis,Zosterops buruensis,"Salvadori, 1878",1878,gbif,2026-09-05
Zosterops ceylonensis,Zosterops ceylonensis,"Holdsworth, 1872",1872,gbif,2026-09-05
Zosterops chloris,Zosterops chloris,"Bonaparte, 1850",1850,gbif,2026-09-05
Zosterops chloronothos,Zosterops chloronothos,"(Vieillot, 1817)",1817,gbif,2026-09-05
Zosterops chrysolaemus,Zosterops chrysolaemus,"Salvadori, 1876",1876,gbif,2026-09-05
Zosterops cinereus,Zosterops cinereus,"(Kittlitz, 1832)",1832,gbif,2026-09-05
Zosterops citrinella,Zosterops citrinella,"Bonaparte, 1850",1850,gbif,2026-09-05
Zosterops consobrinorum,Zosterops consobrinorum,"A.B.Meyer, 1904",1904,gbif,2026-09-05
Zosterops conspicillatus,Zosterops conspicillatus,"(Kittlitz, 1833)",1833,gbif,2026-09-05
Zosterops crookshanki,Zosterops crookshanki,"Mayr & Rand, 1935",1935,gbif,2026-09-05
Zosterops emiliae,Zosterops emiliae,"(Sharpe, 1888)",1888,gbif,2026-09-05
Zosterops erythropleurus,Zosterops erythropleurus,"Swinhoe, 1863",1863,gbif,2026-09-05
Zosterops eurycricotus,Zosterops eurycricotus,"G.A.Fischer & Reichenow, 1884",1884,gbif,2026-09-05
Zosterops everetti,Zosterops everetti,"Tweeddale, 1878",1878,gbif,2026-09-05
Zosterops explorator,Zosterops explorator,"E.L.Layard, 1875",1875,gbif,2026-09-05
Zosterops feae,Zosterops feae,"Salvadori, 1901",1901,gbif,2026-09-05
Zosterops ficedulinus,Zosterops ficedulinus,"Hartlaub, 1866",1866,gbif,2026-09-05
Zosterops finschii,Zosterops finschii,"(Hartlaub, 1868)",1868,gbif,2026-09-05
Zosterops flavifrons,Zosterops flavifrons,"(Gmelin, 1789)",1789,gbif,2026-09-05
Zosterops flavilateralis,Zosterops flavilateralis,"Reichenow, 1892",1892,gbif,2026-09-05
