species,field_id,works,cost_usd,fetched
Circaetus gallicus,27,3,0.0000,2026-09-09
Circaetus gallicus,26,2,0.0000,2026-09-09
Circaetus gallicus,33,1,0.0000,2026-09-09
Circaetus pectoralis,23,9,0.0001,2026-09-09
Circaetus pectoralis,11,2,0.0000,2026-09-09
Circus aeruginosus,23,259,0.0001,2026-09-09
Circus aeruginosus,11,24,0.0000,2026-09-09
Circus aeruginosus,22,12,0.0000,2026-09-09
Circus aeruginosus,13,11,0.0000,2026-09-09
Circus aeruginosus,24,11,0.0000,2026-09-09
Circus aeruginosus,12,5,0.0000,2026-09-09
Circus aeruginosus,19,5,0.0000,2026-09-09
Circus aeruginosus,33,5,0.0000,2026-09-09
Circus aeruginosus,27,4,0.0000,2026-09-09
Circus aeruginosus,16,2,0.0000,2026-09-09
Circus aeruginosus,17,2,0.0000,2026-09-09
Circus aeruginosus,26,1,0.0000,2026-09-09
Circus approximans,23,39,0.0001,2026-09-09
Circus approximans,22,8,0.0000,2026-09-09
Circus approximans,11,4,0.0000,2026-09-09
Circus approximans,13,1,0.0000,2026-09-09
Circus approximans,18,1,0.0000,2026-09-09
Circus approximans,24,1,0.0000,2026-09-09
Circus approximans,32,1,0.0000,2026-09-09
Circus assimilis,23,18,0.0001,2026-09-09
Circus assimilis,11,1,0.0000,2026-09-09
Circus assimilis,22,1,0.0000,2026-09-09
Circus buffoni,23,24,0.0001,2026-09-09
Circus buffoni,22,4,0.0000,2026-09-09
Circus buffoni,12,1,0.0000,2026-09-09
Circus buffoni,13,1,0.0000,2026-09-09
Circus buffoni,19,1,0.0000,2026-09-09
Circus buffoni,33,1,0.0000,2026-09-09
Circus cinereus,23,30,0.0001,2026-09-09
Circus cinereus,22,5,0.0000,2026-09-09
Circus cinereus,11,4,0.0000,2026-09-09
Circus cinereus,12,3,0.0000,2026-09-09
Circus cinereus,27,2,0.0000,2026-09-09
Circus cinereus,13,1,0.0000,2026-09-09
Circus cyaneus,23,223,0.0001,2026-09-09
Circus cyaneus,22,32,0.0000,2026-09-09
Circus cyaneus,13,25,0.0000,2026-09-09
Circus cyaneus,24,10,0.0000,2026-09-09
Circus cyaneus,11,8,0.0000,2026-09-09
Circus cyaneus,16,5,0.0000,2026-09-09
Circus cyaneus,19,4,0.0000,2026-09-09
Circus cyaneus,12,2,0.0000,2026-09-09
Circus cyaneus,26,2,0.0000,2026-09-09
Circus cyaneus,27,1,0.0000,2026-09-09
Circus cyaneus,32,1,0.0000,2026-09-09
Circus hudsonius,23,64,0.0001,2026-09-09
Circus hudsonius,13,8,0.0000,2026-09-09
Circus hudsonius,22,8,0.0000,2026-09-09
Circus hudsonius,33,4,0.0000,2026-09-09
Circus hudsonius,11,2,0.0000,2026-09-09
Circus hudsonius,17,2,0.0000,2026-09-09
Circus hudsonius,24,2,0.0000,2026-09-09
Circus hudsonius,32,2,0.0000,2026-09-09
Circus hudsonius,12,1,0.0000,2026-09-09
Circus hudsonius,19,1,0.0000,2026-09-09
Circus melanoleucos,23,21,0.0001,2026-09-09
Circus melanoleucos,13,5,0.0000,2026-09-09
Circus melanoleucos,11,2,0.0000,2026-09-09
Circus melanoleucos,16,2,0.0000,2026-09-09
Circus melanoleucos,22,1,0.0000,2026-09-09
Circus pygargus,23,175,0.0001,2026-09-09
Circus pygargus,22,26,0.0000,2026-09-09
Circus pygargus,11,17,0.0000,2026-09-09
Circus pygargus,13,10,0.0000,2026-09-09
Circus pygargus,19,7,0.0000,2026-09-09
Circus pygargus,16,5,0.0000,2026-09-09
Circus pygargus,24,3,0.0000,2026-09-09
Circus pygargus,26,3,0.0000,2026-09-09
Circus pygargus,33,3,0.0000,2026-09-09
Circus pygargus,12,2,0.0000,2026-09-09
Circus pygargus,27,2,0.0000,2026-09-09
Circus pygargus,32,2,0.0000,2026-09-09
Circus pygargus,34,2,0.0000,2026-09-09
Circus pygargus,17,1,0.0000,2026-09-09
Circus ranivorus,23,15,0.0001,2026-09-09
Circus ranivorus,13,1,0.0000,2026-09-09
Circus ranivorus,22,1,0.0000,2026-09-09
Circus spilonotus,23,27,0.0001,2026-09-09
Circus spilonotus,13,2,0.0000,2026-09-09
Circus spilonotus,16,2,0.0000,2026-09-09
Circus spilonotus,17,1,0.0000,2026-09-09
Circus spilonotus,22,1,0.0000,2026-09-09
Circus spilonotus,26,1,0.0000,2026-09-09
Circus spilothorax,23,3,0.0001,2026-09-09
Circus spilothorax,22,1,0.0000,2026-09-09
Circus spilothorax,32,1,0.0000,2026-09-09
Cissa chinensis,23,20,0.0001,2026-09-09
Cissa chinensis,11,3,0.0000,2026-09-09
Cissa chinensis,13,3,0.0000,2026-09-09
Cissa chinensis,32,2,0.0000,2026-09-09
Cissa chinensis,17,1,0.0000,2026-09-09
Cissa chinensis,22,1,0.0000,2026-09-09
Cissa hypoleuca,13,4,0.0001,2026-09-09
Cissa hypoleuca,23,4,0.0000,2026-09-09
Cissa jefferyi,23,3,0.0001,2026-09-09
Cissa jefferyi,13,2,0.0000,2026-09-09
Cissa jefferyi,19,1,0.0000,2026-09-09
Cissomela pectoralis,11,3,0.0001,2026-09-09
Cissomela pectoralis,23,3,0.0000,2026-09-09
Cissomela pectoralis,19,1,0.0000,2026-09-09
Cissomela pectoralis,24,1,0.0000,2026-09-09
Cissopis leverianus,23,22,0.0001,2026-09-09
Cissopis leverianus,13,3,0.0000,2026-09-09
Cissopis leverianus,11,2,0.0000,2026-09-09
Cissopis leverianus,22,1,0.0000,2026-09-09
Cissopis leverianus,27,1,0.0000,2026-09-09
Cisticola angusticauda,23,3,0.0001,2026-09-09
Cisticola angusticauda,11,2,0.0000,2026-09-09
Cisticola angusticauda,13,1,0.0000,2026-09-09
Cisticola anonymus,23,4,0.0001,2026-09-09
Cisticola anonymus,11,2,0.0000,2026-09-09
Cisticola anonymus,13,2,0.0000,2026-09-09
Cisticola anonymus,22,1,0.0000,2026-09-09
Cisticola anonymus,27,1,0.0000,2026-09-09
Cisticola aridulus,11,3,0.0001,2026-09-09
Cisticola aridulus,23,3,0.0000,2026-09-09
Cisticola aridulus,13,2,0.0000,2026-09-09
Cisticola ayresii,11,3,0.0001,2026-09-09
Cisticola ayresii,23,3,0.0000,2026-09-09
Cisticola ayresii,13,2,0.0000,2026-09-09
Cisticola bodessa,11,1,0.0001,2026-09-09
Cisticola bodessa,12,1,0.0000,2026-09-09
Cisticola bodessa,13,1,0.0000,2026-09-09
Cisticola bodessa,19,1,0.0000,2026-09-09
Cisticola bodessa,23,1,0.0000,2026-09-09
Cisticola bodessa,33,1,0.0000,2026-09-09
Cisticola brachypterus,23,7,0.0001,2026-09-09
Cisticola brachypterus,11,3,0.0000,2026-09-09
Cisticola brachypterus,13,1,0.0000,2026-09-09
Cisticola brachypterus,32,1,0.0000,2026-09-09
Cisticola brunnescens,13,3,0.0001,2026-09-09
Cisticola brunnescens,11,2,0.0000,2026-09-09
Cisticola brunnescens,23,2,0.0000,2026-09-09
Cisticola bulliens,11,4,0.0001,2026-09-09
Cisticola bulliens,13,1,0.0000,2026-09-09
Cisticola bulliens,22,1,0.0000,2026-09-09
Cisticola bulliens,23,1,0.0000,2026-09-09
Cisticola cantans,23,11,0.0001,2026-09-09
Cisticola cantans,19,4,0.0000,2026-09-09
Cisticola cantans,12,2,0.0000,2026-09-09
Cisticola cantans,11,1,0.0000,2026-09-09
Cisticola cantans,13,1,0.0000,2026-09-09
Cisticola carruthersi,23,3,0.0001,2026-09-09
Cisticola carruthersi,13,2,0.0000,2026-09-09
Cisticola carruthersi,11,1,0.0000,2026-09-09
Cisticola carruthersi,12,1,0.0000,2026-09-09
Cisticola carruthersi,27,1,0.0000,2026-09-09
Cisticola cherina,23,12,0.0001,2026-09-09
Cisticola cherina,11,3,0.0000,2026-09-09
Cisticola cherina,13,3,0.0000,2026-09-09
Cisticola chiniana,11,3,0.0001,2026-09-09
Cisticola chiniana,13,3,0.0000,2026-09-09
Cisticola chiniana,23,3,0.0000,2026-09-09
Cisticola chubbi,11,4,0.0001,2026-09-09
Cisticola chubbi,23,3,0.0000,2026-09-09
Cisticola chubbi,13,2,0.0000,2026-09-09
Cisticola chubbi,19,2,0.0000,2026-09-09
Cisticola chubbi,22,1,0.0000,2026-09-09
Cisticola cinereolus,23,4,0.0001,2026-09-09
Cisticola cinereolus,11,3,0.0000,2026-09-09
Cisticola cinereolus,13,1,0.0000,2026-09-09
Cisticola cinereolus,22,1,0.0000,2026-09-09
Cisticola cinnamomeus,23,6,0.0001,2026-09-09
Cisticola cinnamomeus,11,4,0.0000,2026-09-09
Cisticola cinnamomeus,13,2,0.0000,2026-09-09
Cisticola dambo,11,4,0.0001,2026-09-09
Cisticola dambo,23,2,0.0000,2026-09-09
Cisticola dambo,13,1,0.0000,2026-09-09
Cisticola dambo,19,1,0.0000,2026-09-09
Cisticola erythrops,23,6,0.0001,2026-09-09
Cisticola erythrops,11,2,0.0000,2026-09-09
Cisticola erythrops,35,2,0.0000,2026-09-09
Cisticola erythrops,13,1,0.0000,2026-09-09
Cisticola erythrops,19,1,0.0000,2026-09-09
Cisticola exilis,23,11,0.0001,2026-09-09
Cisticola exilis,13,8,0.0000,2026-09-09
Cisticola exilis,11,2,0.0000,2026-09-09
Cisticola exilis,19,1,0.0000,2026-09-09
Cisticola exilis,22,1,0.0000,2026-09-09
Cisticola exilis,33,1,0.0000,2026-09-09
Cisticola eximius,11,4,0.0001,2026-09-09
Cisticola eximius,13,3,0.0000,2026-09-09
Cisticola eximius,23,2,0.0000,2026-09-09
Cisticola eximius,19,1,0.0000,2026-09-09
Cisticola fulvicapilla,23,9,0.0001,2026-09-09
Cisticola fulvicapilla,13,4,0.0000,2026-09-09
Cisticola fulvicapilla,11,1,0.0000,2026-09-09
Cisticola fulvicapilla,35,1,0.0000,2026-09-09
Cisticola galactotes,11,4,0.0001,2026-09-09
Cisticola galactotes,23,4,0.0000,2026-09-09
Cisticola galactotes,19,2,0.0000,2026-09-09
Cisticola galactotes,13,1,0.0000,2026-09-09
Cisticola guinea,11,3,0.0001,2026-09-09
Cisticola guinea,13,2,0.0000,2026-09-09
Cisticola guinea,23,2,0.0000,2026-09-09
Cisticola haematocephalus,13,5,0.0001,2026-09-09
Cisticola haematocephalus,23,3,0.0000,2026-09-09
Cisticola haematocephalus,11,1,0.0000,2026-09-09
Cisticola hunteri,19,2,0.0001,2026-09-09
Cisticola hunteri,11,1,0.0000,2026-09-09
Cisticola hunteri,12,1,0.0000,2026-09-09
Cisticola hunteri,13,1,0.0000,2026-09-09
Cisticola hunteri,23,1,0.0000,2026-09-09
Cisticola hunteri,32,1,0.0000,2026-09-09
Cisticola juncidis,23,48,0.0001,2026-09-09
Cisticola juncidis,11,10,0.0000,2026-09-09
Cisticola juncidis,13,7,0.0000,2026-09-09
Cisticola juncidis,19,4,0.0000,2026-09-09
Cisticola juncidis,12,3,0.0000,2026-09-09
Cisticola juncidis,17,3,0.0000,2026-09-09
Cisticola juncidis,22,3,0.0000,2026-09-09
Cisticola juncidis,28,1,0.0000,2026-09-09
Cisticola juncidis,33,1,0.0000,2026-09-09
Cisticola lais,23,5,0.0001,2026-09-09
Cisticola lais,13,4,0.0000,2026-09-09
Cisticola lais,12,3,0.0000,2026-09-09
Cisticola lais,11,1,0.0000,2026-09-09
Cisticola lateralis,11,3,0.0001,2026-09-09
Cisticola lateralis,13,1,0.0000,2026-09-09
Cisticola lateralis,19,1,0.0000,2026-09-09
Cisticola lateralis,23,1,0.0000,2026-09-09
Cisticola luapula,23,3,0.0001,2026-09-09
Cisticola luapula,11,2,0.0000,2026-09-09
Cisticola luapula,13,2,0.0000,2026-09-09
Cisticola lugubris,11,5,0.0001,2026-09-09
Cisticola lugubris,13,1,0.0000,2026-09-09
Cisticola lugubris,23,1,0.0000,2026-09-09
Cisticola marginatus,11,3,0.0001,2026-09-09
Cisticola marginatus,19,2,0.0000,2026-09-09
Cisticola marginatus,13,1,0.0000,2026-09-09
Cisticola marginatus,23,1,0.0000,2026-09-09
Cisticola nana,23,4,0.0001,2026-09-09
Cisticola nana,11,2,0.0000,2026-09-09
Cisticola nana,13,1,0.0000,2026-09-09
Cisticola nana,27,1,0.0000,2026-09-09
Cisticola natalensis,23,9,0.0001,2026-09-09
Cisticola natalensis,11,3,0.0000,2026-09-09
Cisticola natalensis,13,1,0.0000,2026-09-09
Cisticola natalensis,22,1,0.0000,2026-09-09
Cisticola nigriloris,11,3,0.0001,2026-09-09
Cisticola nigriloris,23,2,0.0000,2026-09-09
Cisticola nigriloris,13,1,0.0000,2026-09-09
Cisticola nigriloris,22,1,0.0000,2026-09-09
Cisticola njombe,11,3,0.0001,2026-09-09
Cisticola njombe,23,2,0.0000,2026-09-09
Cisticola njombe,25,2,0.0000,2026-09-09
Cisticola njombe,13,1,0.0000,2026-09-09
Cisticola pipiens,11,3,0.0001,2026-09-09
Cisticola pipiens,13,3,0.0000,2026-09-09
Cisticola pipiens,23,3,0.0000,2026-09-09
Cisticola pipiens,22,1,0.0000,2026-09-09
Cisticola robustus,23,5,0.0001,2026-09-09
Cisticola robustus,11,3,0.0000,2026-09-09
Cisticola robustus,13,1,0.0000,2026-09-09
Cisticola robustus,19,1,0.0000,2026-09-09
Cisticola ruficeps,11,3,0.0001,2026-09-09
Cisticola ruficeps,23,2,0.0000,2026-09-09
Cisticola ruficeps,19,1,0.0000,2026-09-09
Cisticola rufilatus,23,4,0.0001,2026-09-09
Cisticola rufilatus,11,2,0.0000,2026-09-09
Cisticola rufilatus,13,2,0.0000,2026-09-09
Cisticola rufilatus,19,1,0.0000,2026-09-09
Cisticola rufilatus,22,1,0.0000,2026-09-09
Cisticola rufus,11,4,0.0001,2026-09-09
Cisticola rufus,23,4,0.0000,2026-09-09
Cisticola rufus,13,2,0.0000,2026-09-09
Cisticola subruficapilla,13,3,0.0001,2026-09-09
Cisticola subruficapilla,23,3,0.0000,2026-09-09
Cisticola subruficapilla,11,1,0.0000,2026-09-09
Cisticola subruficapilla,25,1,0.0000,2026-09-09
Cisticola textrix,11,2,0.0001,2026-09-09
Cisticola textrix,13,2,0.0000,2026-09-09
Cisticola textrix,23,2,0.0000,2026-09-09
Cisticola textrix,22,1,0.0000,2026-09-09
Cisticola textrix,27,1,0.0000,2026-09-09
Cisticola tinniens,11,5,0.0001,2026-09-09
Cisticola tinniens,13,2,0.0000,2026-09-09
Cisticola tinniens,12,1,0.0000,2026-09-09
Cisticola tinniens,23,1,0.0000,2026-09-09
Cisticola troglodytes,11,3,0.0001,2026-09-09
Cisticola troglodytes,23,2,0.0000,2026-09-09
Cisticola troglodytes,13,1,0.0000,2026-09-09
Cisticola troglodytes,19,1,0.0000,2026-09-09
Cisticola woosnami,13,3,0.0001,2026-09-09
Cisticola woosnami,23,3,0.0000,2026-09-09
Cisticola woosnami,11,1,0.0000,2026-09-09
Cisticola woosnami,19,1,0.0000,2026-09-09
Cistothorus meridae,11,4,0.0001,2026-09-09
Cistothorus meridae,23,3,0.0000,2026-09-09
Cistothorus meridae,19,2,0.0000,2026-09-09
Cistothorus meridae,22,2,0.0000,2026-09-09
Cistothorus meridae,17,1,0.0000,2026-09-09
Cistothorus palustris,23,92,0.0001,2026-09-09
Cistothorus palustris,13,8,0.0000,2026-09-09
Cistothorus palustris,22,7,0.0000,2026-09-09
Cistothorus palustris,11,4,0.0000,2026-09-09
Cistothorus palustris,19,3,0.0000,2026-09-09
Cistothorus palustris,33,1,0.0000,2026-09-09
Cistothorus platensis,23,71,0.0001,2026-09-09
Cistothorus platensis,11,14,0.0000,2026-09-09
Cistothorus platensis,13,4,0.0000,2026-09-09
Cistothorus platensis,33,2,0.0000,2026-09-09
Cistothorus platensis,12,1,0.0000,2026-09-09
Cistothorus platensis,19,1,0.0000,2026-09-09
Cistothorus platensis,22,1,0.0000,2026-09-09
Cistothorus platensis,24,1,0.0000,2026-09-09
Cistothorus platensis,25,1,0.0000,2026-09-09
Cladorhynchus leucocephalus,23,21,0.0001,2026-09-09
Cladorhynchus leucocephalus,19,3,0.0000,2026-09-09
Cladorhynchus leucocephalus,22,1,0.0000,2026-09-09
Clamator coromandus,23,6,0.0001,2026-09-09
Clamator coromandus,13,3,0.0000,2026-09-09
Clamator coromandus,11,2,0.0000,2026-09-09
Clamator coromandus,17,2,0.0000,2026-09-09
Clamator glandarius,23,60,0.0001,2026-09-09
Clamator glandarius,11,13,0.0000,2026-09-09
Clamator glandarius,13,7,0.0000,2026-09-09
Clamator glandarius,24,3,0.0000,2026-09-09
Clamator glandarius,27,2,0.0000,2026-09-09
Clamator glandarius,12,1,0.0000,2026-09-09
Clamator glandarius,17,1,0.0000,2026-09-09
Clamator glandarius,19,1,0.0000,2026-09-09
Clamator glandarius,22,1,0.0000,2026-09-09
Clamator glandarius,26,1,0.0000,2026-09-09
Clamator glandarius,33,1,0.0000,2026-09-09
Clamator jacobinus,23,23,0.0001,2026-09-09
Clamator jacobinus,22,2,0.0000,2026-09-09
Clamator jacobinus,27,2,0.0000,2026-09-09
Clamator jacobinus,11,1,0.0000,2026-09-09
Clamator jacobinus,13,1,0.0000,2026-09-09
Clamator jacobinus,17,1,0.0000,2026-09-09
Clamator jacobinus,33,1,0.0000,2026-09-09
Clamator levaillantii,23,8,0.0001,2026-09-09
Clamator levaillantii,13,3,0.0000,2026-09-09
Clamator levaillantii,27,2,0.0000,2026-09-09
Clamator levaillantii,11,1,0.0000,2026-09-09
Clamator levaillantii,17,1,0.0000,2026-09-09
Clanga pomarina,23,62,0.0001,2026-09-09
Clanga pomarina,11,9,0.0000,2026-09-09
Clanga pomarina,13,4,0.0000,2026-09-09
Clanga pomarina,24,3,0.0000,2026-09-09
Clanga pomarina,12,2,0.0000,2026-09-09
Clanga pomarina,16,1,0.0000,2026-09-09
Clanga pomarina,19,1,0.0000,2026-09-09
Clanga pomarina,22,1,0.0000,2026-09-09
Clanga pomarina,27,1,0.0000,2026-09-09
Claravis pretiosa,23,27,0.0001,2026-09-09
Claravis pretiosa,22,5,0.0000,2026-09-09
Claravis pretiosa,12,1,0.0000,2026-09-09
Claravis pretiosa,13,1,0.0000,2026-09-09
Claravis pretiosa,17,1,0.0000,2026-09-09
Claravis pretiosa,24,1,0.0000,2026-09-09
Clibanornis dendrocolaptoides,23,9,0.0001,2026-09-09
Clibanornis dendrocolaptoides,11,3,0.0000,2026-09-09
Clibanornis dendrocolaptoides,13,1,0.0000,2026-09-09
Clibanornis dendrocolaptoides,19,1,0.0000,2026-09-09
Clibanornis dendrocolaptoides,22,1,0.0000,2026-09-09
Clibanornis rectirostris,23,7,0.0001,2026-09-09
Clibanornis rectirostris,11,3,0.0000,2026-09-09
Clibanornis rectirostris,13,3,0.0000,2026-09-09
Clibanornis rectirostris,19,1,0.0000,2026-09-09
Clibanornis rectirostris,22,1,0.0000,2026-09-09
Clibanornis rubiginosus,11,4,0.0001,2026-09-09
Clibanornis rubiginosus,23,4,0.0000,2026-09-09
Climacteris affinis,23,11,0.0001,2026-09-09
Climacteris affinis,13,2,0.0000,2026-09-09
Climacteris erythrops,23,5,0.0001,2026-09-09
Climacteris erythrops,13,4,0.0000,2026-09-09
Climacteris erythrops,11,3,0.0000,2026-09-09
Climacteris erythrops,17,1,0.0000,2026-09-09
Climacteris melanurus,23,9,0.0001,2026-09-09
Climacteris melanurus,13,4,0.0000,2026-09-09
Climacteris melanurus,11,1,0.0000,2026-09-09
Climacteris melanurus,19,1,0.0000,2026-09-09
Climacteris picumnus,23,17,0.0001,2026-09-09
Climacteris picumnus,13,4,0.0000,2026-09-09
Climacteris picumnus,11,2,0.0000,2026-09-09
Climacteris picumnus,22,1,0.0000,2026-09-09
Climacteris rufus,23,8,0.0001,2026-09-09
Climacteris rufus,11,3,0.0000,2026-09-09
Climacteris rufus,13,3,0.0000,2026-09-09
Climacteris rufus,19,1,0.0000,2026-09-09
Clytolaema rubricauda,23,16,0.0001,2026-09-09
Clytolaema rubricauda,22,5,0.0000,2026-09-09
Clytolaema rubricauda,11,2,0.0000,2026-09-09
Clytolaema rubricauda,13,2,0.0000,2026-09-09
Clytolaema rubricauda,19,2,0.0000,2026-09-09
Clytomyias insignis,11,2,0.0001,2026-09-09
Clytomyias insignis,13,1,0.0000,2026-09-09
Clytomyias insignis,17,1,0.0000,2026-09-09
Clytomyias insignis,23,1,0.0000,2026-09-09
Clytomyias insignis,27,1,0.0000,2026-09-09
Clytorhynchus pachycephaloides,23,7,0.0001,2026-09-09
Clytorhynchus pachycephaloides,13,2,0.0000,2026-09-09
Clytorhynchus vitiensis,23,4,0.0001,2026-09-09
Clytorhynchus vitiensis,11,2,0.0000,2026-09-09
Clytorhynchus vitiensis,33,2,0.0000,2026-09-09
Clytorhynchus vitiensis,13,1,0.0000,2026-09-09
Clytospiza monteiri,23,6,0.0001,2026-09-09
Clytospiza monteiri,11,1,0.0000,2026-09-09
Clytospiza monteiri,13,1,0.0000,2026-09-09
Clytospiza monteiri,19,1,0.0000,2026-09-09
Cnemarchus erythropygius,23,12,0.0001,2026-09-09
Cnemarchus erythropygius,13,2,0.0000,2026-09-09
Cnemarchus erythropygius,22,1,0.0000,2026-09-09
Cnemathraupis eximia,23,7,0.0001,2026-09-09
Cnemathraupis eximia,22,2,0.0000,2026-09-09
Cnemathraupis eximia,19,1,0.0000,2026-09-09
Cnemophilus loriae,23,8,0.0001,2026-09-09
Cnemophilus loriae,13,2,0.0000,2026-09-09
Cnemotriccus fuscatus,23,21,0.0001,2026-09-09
Cnemotriccus fuscatus,19,5,0.0000,2026-09-09
Cnemotriccus fuscatus,11,3,0.0000,2026-09-09
Cnemotriccus fuscatus,22,3,0.0000,2026-09-09
Cnemotriccus fuscatus,13,1,0.0000,2026-09-09
Cnemotriccus fuscatus,27,1,0.0000,2026-09-09
Cnemotriccus fuscatus,33,1,0.0000,2026-09-09
Cnipodectes subbrunneus,23,18,0.0001,2026-09-09
Cnipodectes subbrunneus,11,2,0.0000,2026-09-09
Cnipodectes subbrunneus,19,2,0.0000,2026-09-09
Cnipodectes subbrunneus,22,1,0.0000,2026-09-09
Coccopygia bocagei,11,2,0.0001,2026-09-09
Coccopygia bocagei,13,1,0.0000,2026-09-09
Coccopygia bocagei,16,1,0.0000,2026-09-09
Coccopygia melanotis,23,10,0.0001,2026-09-09
Coccopygia melanotis,11,3,0.0000,2026-09-09
Coccopygia melanotis,13,1,0.0000,2026-09-09
Coccopygia melanotis,16,1,0.0000,2026-09-09
Coccopygia quartinia,23,7,0.0001,2026-09-09
Coccopygia quartinia,11,2,0.0000,2026-09-09
Coccopygia quartinia,13,2,0.0000,2026-09-09
Coccopygia quartinia,22,1,0.0000,2026-09-09
Coccothraustes coccothraustes,23,99,0.0001,2026-09-09
Coccothraustes coccothraustes,13,19,0.0000,2026-09-09
Coccothraustes coccothraustes,11,10,0.0000,2026-09-09
Coccothraustes coccothraustes,16,5,0.0000,2026-09-09
Coccothraustes coccothraustes,22,5,0.0000,2026-09-09
Coccothraustes coccothraustes,17,4,0.0000,2026-09-09
Coccothraustes coccothraustes,19,3,0.0000,2026-09-09
Coccothraustes coccothraustes,24,3,0.0000,2026-09-09
Coccothraustes coccothraustes,12,1,0.0000,2026-09-09
Coccycua cinerea,23,17,0.0001,2026-09-09
Coccycua cinerea,11,4,0.0000,2026-09-09
Coccycua minuta,23,8,0.0001,2026-09-09
Coccycua minuta,11,4,0.0000,2026-09-09
Coccycua minuta,22,2,0.0000,2026-09-09
Coccycua minuta,13,1,0.0000,2026-09-09
Coccycua minuta,29,1,0.0000,2026-09-09
Coccycua pumila,23,10,0.0001,2026-09-09
Coccycua pumila,13,2,0.0000,2026-09-09
Coccycua pumila,33,2,0.0000,2026-09-09
Coccycua pumila,11,1,0.0000,2026-09-09
Coccycua pumila,22,1,0.0000,2026-09-09
Coccyzus americanus,23,160,0.0001,2026-09-09
Coccyzus americanus,13,38,0.0000,2026-09-09
Coccyzus americanus,22,20,0.0000,2026-09-09
Coccyzus americanus,11,10,0.0000,2026-09-09
Coccyzus americanus,26,2,0.0000,2026-09-09
Coccyzus americanus,33,2,0.0000,2026-09-09
Coccyzus americanus,19,1,0.0000,2026-09-09
Coccyzus americanus,24,1,0.0000,2026-09-09
Coccyzus americanus,29,1,0.0000,2026-09-09
Coccyzus erythropthalmus,23,32,0.0001,2026-09-09
Coccyzus erythropthalmus,13,14,0.0000,2026-09-09
Coccyzus erythropthalmus,22,8,0.0000,2026-09-09
Coccyzus erythropthalmus,11,4,0.0000,2026-09-09
Coccyzus erythropthalmus,12,1,0.0000,2026-09-09
Coccyzus euleri,23,10,0.0001,2026-09-09
Coccyzus euleri,13,7,0.0000,2026-09-09
Coccyzus euleri,11,4,0.0000,2026-09-09
Coccyzus lansbergi,23,6,0.0001,2026-09-09
Coccyzus lansbergi,13,3,0.0000,2026-09-09
Coccyzus lansbergi,11,2,0.0000,2026-09-09
Coccyzus lansbergi,29,1,0.0000,2026-09-09
Coccyzus longirostris,11,2,0.0001,2026-09-09
Coccyzus longirostris,13,1,0.0000,2026-09-09
Coccyzus longirostris,19,1,0.0000,2026-09-09
Coccyzus longirostris,22,1,0.0000,2026-09-09
Coccyzus longirostris,23,1,0.0000,2026-09-09
Coccyzus melacoryphus,23,29,0.0001,2026-09-09
Coccyzus melacoryphus,13,10,0.0000,2026-09-09
Coccyzus melacoryphus,22,3,0.0000,2026-09-09
Coccyzus melacoryphus,17,1,0.0000,2026-09-09
Coccyzus melacoryphus,24,1,0.0000,2026-09-09
Coccyzus melacoryphus,25,1,0.0000,2026-09-09
Coccyzus melacoryphus,27,1,0.0000,2026-09-09
Coccyzus minor,23,17,0.0001,2026-09-09
Coccyzus minor,13,13,0.0000,2026-09-09
Coccyzus minor,11,10,0.0000,2026-09-09
Coccyzus minor,22,4,0.0000,2026-09-09
Coccyzus minor,33,3,0.0000,2026-09-09
Coccyzus minor,12,1,0.0000,2026-09-09
Coccyzus minor,19,1,0.0000,2026-09-09
Coccyzus pluvialis,13,3,0.0001,2026-09-09
Coccyzus pluvialis,23,1,0.0000,2026-09-09
Coccyzus vetula,11,3,0.0001,2026-09-09
Coccyzus vetula,13,1,0.0000,2026-09-09
Coccyzus vieilloti,23,4,0.0001,2026-09-09
Coccyzus vieilloti,11,3,0.0000,2026-09-09
Coccyzus vieilloti,13,1,0.0000,2026-09-09
Coccyzus vieilloti,22,1,0.0000,2026-09-09
Cochlearius cochlearius,23,29,0.0001,2026-09-09
Cochlearius cochlearius,22,15,0.0000,2026-09-09
Cochlearius cochlearius,13,7,0.0000,2026-09-09
Cochlearius cochlearius,11,3,0.0000,2026-09-09
Cochlearius cochlearius,24,2,0.0000,2026-09-09
Cochlearius cochlearius,32,2,0.0000,2026-09-09
Cochlearius cochlearius,19,1,0.0000,2026-09-09
Cochoa beccarii,23,4,0.0001,2026-09-09
Cochoa beccarii,11,1,0.0000,2026-09-09
Cochoa beccarii,13,1,0.0000,2026-09-09
Cochoa purpurea,23,12,0.0001,2026-09-09
Cochoa purpurea,13,3,0.0000,2026-09-09
Cochoa viridis,23,16,0.0001,2026-09-09
Cochoa viridis,13,3,0.0000,2026-09-09
Cochoa viridis,11,1,0.0000,2026-09-09
Cochoa viridis,26,1,0.0000,2026-09-09
Coeligena coeligena,23,13,0.0001,2026-09-09
Coeligena coeligena,22,8,0.0000,2026-09-09
Coeligena coeligena,11,3,0.0000,2026-09-09
Coeligena coeligena,19,2,0.0000,2026-09-09
Coeligena coeligena,25,2,0.0000,2026-09-09
Coeligena coeligena,13,1,0.0000,2026-09-09
Coeligena helianthea,23,11,0.0001,2026-09-09
Coeligena helianthea,13,4,0.0000,2026-09-09
Coeligena helianthea,22,3,0.0000,2026-09-09
Coeligena helianthea,11,2,0.0000,2026-09-09
