sta,plate,lat,lon,dist_km,residual_mm_yr,kept
ATHE,AU,-17.2674,145.4760,926.2,0.376,1
AUCK,AU,-36.6028,174.8344,197.8,1.267,0
AUKT,AU,-36.8438,174.7704,191.0,0.969,0
BABN,AU,-17.3680,145.9147,919.7,1.020,1
BALA,AU,-32.4608,123.8681,1810.7,0.107,1
BALI,AU,-33.7667,115.8426,1725.2,0.397,1
BALL,AU,-37.5589,143.8549,1453.5,1.528,1
BALM,AU,-37.2488,141.8422,1459.5,0.287,1
BALN,AU,-28.8727,153.5641,1756.4,0.043,1
BANK,AU,-33.9151,151.0363,1828.1,0.167,1
BAT2,AU,-33.4297,149.5672,1954.5,0.104,1
BBDH,AU,-32.3419,146.6540,2076.4,0.263,1
BBOO,AU,-32.8103,136.0587,1917.6,0.211,1
BCMT,AU,-28.1253,153.1936,1754.3,0.657,1
BDLE,AU,-37.7586,147.6560,1530.4,0.383,1
BDRM,AU,-26.6847,153.0692,1706.1,0.202,1
BDST,AU,-27.9871,152.9951,1766.3,0.219,1
BDVL,AU,-25.9004,139.3479,2068.9,0.294,1
BEAH,AU,-26.8581,152.9552,1723.5,0.363,1
BEE2,AU,-27.7203,153.2025,1736.1,0.430,1
BEEC,AU,-36.3464,146.6577,1648.1,0.045,1
BEG1,AU,-36.6759,149.8420,1667.3,0.188,1
BER5,AU,-34.2846,140.6020,1780.1,0.143,1
BERM,AU,-36.4306,150.0760,1672.3,0.578,1
BEUA,AU,-35.9400,142.4147,1609.9,0.390,1
BHST,AU,-39.4892,176.0632,48.6,7.936,0
BHT2,AU,-34.5642,150.8583,1781.6,0.073,1
BICH,AU,-41.8738,148.3036,1147.1,0.703,1
BIGG,AU,-36.2807,148.0262,1695.4,0.259,1
BING,AU,-32.4118,151.6523,1918.8,0.208,1
BINN,AU,-33.1532,115.6975,1793.9,0.223,1
BKNL,AU,-31.9963,141.4701,2038.6,0.617,1
BLCK,AU,-31.6543,150.2447,2068.5,0.214,1
BLGL,AU,-33.8668,144.8856,1874.4,0.767,1
BLKG,AU,-31.9262,117.1121,1911.9,0.429,1
BLKT,AU,-33.7717,150.9088,1847.9,0.175,1
BLMT,AU,-31.9470,115.9253,1927.2,0.531,1
BLRN,AU,-34.6459,143.5674,1767.3,0.913,1
BMAN,AU,-31.1063,138.7070,2126.7,0.163,1
BMSH,AU,-37.6768,144.4421,1452.2,0.140,1
BNDC,AU,-37.1475,148.8849,1635.3,0.090,1
BNDY,AU,-24.9082,152.3210,1616.0,0.173,1
BNLA,AU,-36.5438,146.0060,1609.9,0.530,1
BOLC,AU,-37.7116,142.8409,1420.3,0.519,1
BOMB,AU,-36.9120,149.2371,1671.9,0.103,1
BONE,AU,-38.4096,144.8823,1383.1,0.310,1
BOOR,AU,-34.4383,148.7017,1908.8,1.104,1
BORA,AU,-31.5122,150.6408,2056.7,0.285,1
BORT,AU,-36.1359,143.7226,1606.4,0.185,1
BOTH,AU,-42.3820,147.0041,1043.1,0.729,1
BOYD,AU,-17.5901,146.0552,938.1,0.692,1
BRBA,AU,-30.3803,150.6073,2086.8,0.207,1
BRDW,AU,-35.4465,149.7852,1770.4,0.077,1
BRI4,AU,-28.1255,151.1699,1938.7,0.947,1
BRLA,AU,-16.0545,136.3023,1015.6,0.558,1
BRO1,AU,-18.0040,122.2091,733.6,0.181,1
BROC,AU,-36.0314,144.2040,1626.1,0.313,1
BRW2,AU,-29.9684,146.8608,2254.0,0.979,1
BUCH,AU,-37.4980,148.1678,1574.4,0.425,1
BULA,AU,-22.9135,139.9031,1757.4,0.342,1
BUND,AU,-30.1851,151.0897,2035.7,0.385,1
BUR1,AU,-41.0501,145.9148,1135.1,1.577,1
BUR2,AU,-41.0501,145.9149,1135.1,0.105,1
BURA,AU,-30.5255,117.1746,2065.3,0.092,1
BURK,AU,-30.0953,145.9343,2284.7,1.011,1
BUSS,AU,-33.6744,115.3088,1737.7,0.214,1
CA07,AU,-34.2216,150.6392,1823.8,0.680,1
CA10,AU,-34.0719,150.7602,1829.9,0.846,1
CALN,AU,-20.8985,148.7764,1228.0,1.052,1
CALO,AU,-23.9998,151.2109,1523.9,0.714,1
CAN2,AU,-21.8626,140.9172,1602.5,3.444,0
CANR,AU,-37.5649,149.1575,1603.0,0.448,1
CAR6,AU,-21.9937,148.2486,1356.5,3.356,0
CAR7,AU,-33.2884,146.3659,1967.8,0.189,1
CBAR,AU,-31.5136,145.8362,2148.7,0.368,1
CBEL,AU,-41.9325,147.4992,1106.8,0.452,1
CBG2,AU,-37.7395,144.9736,1457.1,0.327,1
CBLA,AU,-26.6713,150.3404,1830.2,1.617,1
CBLE,AU,-30.9535,148.3782,2241.2,0.692,1
CBLT,AU,-27.0844,152.9515,1733.0,0.164,1
CBR2,AU,-35.9120,145.6442,1668.8,0.404,1
CBRK,AU,-33.3538,138.2083,1876.7,1.605,1
CCMB,AU,-22.7264,147.6227,1448.3,4.755,0
CDWL,AU,-18.2671,146.0221,1010.9,0.272,1
CEDU,AU,-31.8667,133.8098,1956.2,0.217,1
CES2,AU,-32.8352,151.3566,1900.7,0.150,1
CHCC,AU,-30.2953,153.1175,1864.3,0.314,1
CHSM,AU,-35.4182,149.1208,1813.2,0.410,1
CKTN,AU,-15.4595,145.2498,757.1,2.684,0
CKWL,AU,-34.4561,149.4725,1872.2,0.080,1
CLAC,AU,-38.3424,143.5851,1363.3,0.098,1
CLAH,AU,-31.8304,149.7149,2086.3,0.449,1
CLBI,AU,-29.5426,148.5855,2175.9,1.706,1
CLBN,AU,-36.5918,144.7982,1576.9,0.465,1
CLEV,AU,-27.5261,153.2665,1722.3,0.370,1
CLMB,AU,-34.8070,145.8802,1793.1,0.506,1
CLR1,AU,-33.8181,138.5998,1825.1,1.184,1
CLUM,AU,-17.8502,146.1067,963.9,0.627,1
CLYT,AU,-37.9140,145.1290,1442.0,0.507,1
CMDN,AU,-34.0463,150.6915,1836.1,0.388,1
CMNK,AU,-32.9139,148.8264,2042.4,0.610,1
CMNS,AU,-34.2635,135.7293,1755.4,0.334,1
CNBN,AU,-31.3333,149.2696,2155.7,0.323,1
CND1,AU,-30.4653,147.6881,2296.0,0.527,1
CNDO,AU,-33.0852,147.1510,2008.4,0.102,1
CNLP,AU,-35.6911,139.8535,1620.6,0.137,1
CNWD,AU,-35.2064,149.0328,1835.9,0.178,1
COBH,AU,-30.8071,146.7808,2245.1,0.094,1
COCO,AU,-12.1883,96.8340,828.8,1.626,1
COEN,AU,-13.9588,143.1767,724.4,0.184,1
COFF,AU,-30.3001,153.1383,1862.8,0.273,1
COL7,AU,-33.2897,116.3005,1775.1,0.465,1
COM2,AU,-36.2354,149.1272,1736.9,0.070,1
COO3,AU,-26.7421,145.6803,1928.3,0.131,1
COOB,AU,-29.0347,134.7226,2282.9,0.026,1
COOR,AU,-25.0102,149.5028,1664.4,2.749,0
COPS,AU,-29.5809,152.7735,1860.4,0.285,1
CORM,AU,-36.8654,175.7496,113.7,1.065,0
CORY,AU,-36.1939,147.9029,1700.6,0.164,1
COWR,AU,-33.8402,148.6754,1970.7,1.636,1
CRAN,AU,-38.1080,145.2869,1425.1,0.791,1
CRCW,AU,-25.2915,150.2746,1679.8,0.458,1
CRDX,AU,-34.3248,150.7676,1807.5,0.201,1
CRKA,AU,-34.9338,138.5891,1701.0,0.939,1
CRKB,AU,-27.4410,153.0471,1739.1,1.039,1
CRKP,AU,-31.9425,115.8412,1928.0,1.430,1
CRL0,AU,-27.5377,153.4215,1708.6,2.380,0
CRNS,AU,-16.9357,145.7583,880.7,1.919,1
CRY4,AU,-26.4161,152.9110,1709.7,1.905,1
CSNO,AU,-28.8656,153.0476,1801.3,0.032,1
CSTR,AU,-37.5987,141.3955,1416.9,0.342,1
CTMD,AU,-34.6393,148.0257,1867.2,0.430,1
CUAA,AU,-32.0040,115.8948,1921.0,0.525,1
CUAI,AU,-32.0040,115.8948,1921.0,0.896,1
CUBB,AU,-32.0039,115.8948,1921.0,0.407,1
CUBJ,AU,-32.0039,115.8948,1921.0,0.477,1
CUC2,AU,-32.0039,115.8947,1921.0,0.611,1
CUDG,AU,-22.1938,147.2758,1398.3,1.351,1
CUKE,AU,-8.4899,140.3942,329.8,0.707,0
CUT0,AU,-32.0039,115.8948,1921.0,0.230,1
CUT1,AU,-32.0039,115.8948,1921.0,0.912,1
CUT2,AU,-32.0039,115.8948,1921.0,0.216,1
CUT3,AU,-32.0039,115.8948,1921.0,0.438,1
CUTA,AU,-32.0040,115.8948,1921.0,0.293,1
CUTB,AU,-32.0039,115.8948,1921.0,0.217,1
CUTC,AU,-32.0039,115.8947,1921.0,0.214,1
CWN2,AU,-33.5937,151.1716,1849.1,0.224,1
CWRA,AU,-33.8312,148.7023,1971.0,0.036,1
DALB,AU,-27.1705,151.2638,1874.0,0.748,1
DARM,AU,-12.4240,130.8915,404.9,0.099,0
DARW,AU,-12.8437,131.1327,457.2,0.058,0
DBBO,AU,-32.2494,148.6021,2113.4,0.131,1
DERB,AU,-41.1160,147.7813,1197.3,0.500,1
DKSN,AU,-35.2507,149.1357,1826.0,0.639,1
DLQN,AU,-35.5316,144.9646,1695.0,0.771,1
DMBL,AU,-17.1469,145.1098,929.9,0.296,1
DODA,AU,-13.8346,131.1868,564.6,0.228,1
DORA,AU,-37.6808,145.0644,1465.5,1.519,1
DORR,AU,-30.3504,152.7130,1901.9,0.154,1
DPRT,AU,-41.1786,146.3496,1136.8,0.307,1
DRGO,AU,-37.4591,147.2515,1548.5,0.585,1
DUN2,AU,-32.0119,149.3882,2089.7,0.602,1
DWEL,AU,-32.7135,116.0626,1841.7,0.244,1
DWHY,AU,-33.7513,151.2870,1828.7,0.119,1
DWNI,AU,-12.4433,130.9559,409.0,0.504,0
EBNK,AU,-38.2435,145.9360,1427.7,0.295,1
ECHU,AU,-36.1403,144.7536,1624.8,0.307,1
ECOR,AU,-34.3756,150.9108,1794.9,0.134,1
EDE1,AU,-37.0717,149.9093,1632.1,0.190,1
EDSV,AU,-25.3758,151.1198,1677.0,0.387,1
EML2,AU,-37.8086,144.9737,1449.7,0.721,1
EMMD,AU,-31.6663,144.2858,2105.0,0.081,1
ENSH,AU,-23.4783,148.5203,1515.9,0.872,1
EPSM,AU,-36.7181,144.3146,1553.5,0.160,1
ERMG,AU,-26.7122,143.2623,1991.6,0.211,1
ESPA,AU,-33.8743,121.8943,1671.9,0.143,1
EUNG,AU,-21.1310,148.4939,1257.8,0.500,1
EURA,AU,-36.7532,145.5728,1576.9,0.346,1
EXMT,AU,-21.9607,114.1134,1204.5,0.218,1
FLGP,AU,-31.1047,141.7281,2139.1,0.013,1
FLND,AU,-40.2144,148.2416,1304.0,0.255,1
FNTS,AU,-20.8002,139.9967,1548.6,0.894,1
FORB,AU,-33.3853,148.0070,1999.2,0.198,1
FORS,AU,-32.2011,152.5224,1886.0,0.236,1
FROY,AU,-18.1260,125.8005,840.2,0.848,1
FTDN,AU,-33.8551,151.2253,1822.9,0.101,1
GABO,AU,-37.5681,149.9152,1593.7,0.178,1
GASC,AU,-24.6326,115.3386,1487.7,0.247,1
GATT,AU,-27.5439,152.3311,1809.0,0.335,1
GDNV,AU,-17.0968,145.7809,896.4,0.696,1
GEES,AU,-38.1594,144.3617,1398.4,0.768,1
GELA,AU,-37.2186,148.2648,1606.3,0.508,1
GELI,AU,-38.5315,143.5390,1341.9,0.738,1
GERO,AU,-28.7796,114.6081,1953.2,0.569,1
GERR,AU,-34.7463,150.8277,1767.7,0.293,1
GFEL,AU,-33.8930,148.1607,1949.8,0.754,1
GFTH,AU,-34.2863,146.0368,1852.7,0.155,1
GFTN,AU,-29.6930,152.9329,1852.0,0.130,1
GGTN,AU,-18.3060,143.5406,1122.1,0.231,1
GILG,AU,-31.7110,148.6625,2157.4,0.299,1
GLAD,AU,-23.8413,151.2544,1505.9,0.199,1
GLB2,AU,-34.7464,149.7111,1833.5,0.902,1
GLBN,AU,-34.7557,149.7177,1832.3,0.285,1
GLD1,AU,-38.2089,147.4027,1475.7,0.527,1
GLEN,AU,-36.9090,142.6619,1506.1,0.174,1
GLIN,AU,-29.7435,151.7517,1956.8,0.231,1
GLNC,AU,-42.8338,147.2748,1011.6,0.610,1
GLNG,AU,-38.1479,144.3560,1399.5,0.181,1
GNBK,AU,-40.0803,175.2381,59.3,12.033,0
GNGN,AU,-35.1850,149.1305,1831.7,0.207,1
GNOA,AU,-37.4769,149.5895,1621.7,0.495,1
GONG,AU,-34.4272,150.8988,1791.1,0.160,1
GOOL,AU,-33.9845,145.7070,1878.0,0.206,1
GOOM,AU,-31.3967,116.8530,1973.7,0.415,1
GOR4,AU,-36.7182,141.4728,1515.0,0.913,1
GORO,AU,-22.3150,166.9050,235.1,0.846,0
GRA0,AU,-34.5425,118.2987,1609.0,2.143,0
GRN1,AU,-33.8628,116.0612,1714.0,0.378,1
GRO3,AU,-13.8567,136.4214,827.3,0.163,1
GRST,AU,-21.3574,149.3047,1272.9,1.431,1
GSBN,AU,-37.4795,144.5677,1476.1,0.529,1
GUNN,AU,-30.9782,150.2563,2125.8,0.580,1
GURL,AU,-29.7348,149.7955,2128.7,4.642,0
GWAB,AU,-30.6056,148.9712,2235.8,0.425,1
GYM2,AU,-26.1885,152.6600,1723.5,0.718,1
HAMO,AU,-37.8207,142.0656,1398.6,0.741,1
HAMT,AU,-37.8068,175.1092,112.6,1.449,0
HATT,AU,-34.7557,142.3395,1739.9,0.250,1
HAY1,AU,-34.5055,144.8525,1804.2,0.276,1
HBAY,AU,-25.2830,152.8266,1655.5,0.511,1
HBG2,AU,-34.1404,150.9393,1813.8,0.375,1
HERN,AU,-30.3266,152.4869,1920.4,0.356,1
HGHN,AU,-20.6888,164.9431,332.8,0.993,0
HIL1,AU,-31.8255,115.7386,1941.3,0.534,1
HILL,AU,-33.4849,145.5313,1928.5,0.596,1
HLB2,AU,-35.7112,147.3175,1733.7,0.465,1
HLBK,AU,-35.7244,147.3174,1732.3,0.263,1
HLOB,AU,-21.2769,165.6273,297.5,0.729,0
HMTI,AU,-20.3506,148.9555,1165.2,0.996,1
HNIS,AU,-10.5904,142.2962,466.1,0.427,0
HNSB,AU,-33.7003,151.0977,1843.7,0.191,1
HOB2,AU,-42.8047,147.4387,1021.6,0.275,1
HOTH,AU,-36.9821,147.1418,1595.0,0.408,1
HRSM,AU,-36.7227,142.1749,1520.9,0.347,1
HUGH,AU,-20.9474,144.2045,1355.5,0.266,1
HWOD,AU,-38.1351,141.6319,1359.5,0.492,1
HYDN,AU,-32.4494,118.8919,1835.3,0.023,1
IHOE,AU,-32.8641,143.4921,1962.1,0.071,1
INSF,AU,-17.5270,146.0292,932.4,0.858,1
INVL,AU,-29.7764,151.1144,2014.0,0.171,1
IPSR,AU,-27.6147,152.7554,1772.8,1.002,1
IRYM,AU,-34.2197,142.1912,1797.7,2.323,0
IVH2,AU,-32.8834,144.3089,1971.9,0.761,1
JAB2,AU,-12.6601,132.8945,503.5,0.302,1
JEEB,AU,-27.6514,152.6582,1783.2,3.003,0
JERI,AU,-35.3553,145.7255,1730.5,1.085,1
JERV,AU,-22.8605,136.1007,1679.9,0.281,1
JLCK,AU,-20.6693,141.7390,1444.9,0.486,1
JMST,AU,-33.0006,138.6393,1916.0,0.454,1
JON4,AU,-27.4256,151.4951,1881.0,2.758,0
JOON,AU,-31.7324,115.7499,1951.6,0.279,1
KALG,AU,-30.7844,121.4593,2013.9,0.056,1
KARO,AU,-35.0974,139.8869,1686.7,0.299,1
KARR,AU,-20.9814,117.0972,1073.4,0.530,1
KAT1,AU,-14.3760,132.1533,652.4,0.115,1
KAT2,AU,-14.3751,132.1525,652.3,0.144,1
KAWK,AU,-39.4240,176.4228,73.3,14.142,0
KDAL,AU,-34.1634,115.0986,1684.6,0.681,1
KELN,AU,-31.6223,117.7026,1938.0,0.146,1
KEPK,AU,-37.7211,144.8479,1456.2,0.564,1
KGIS,AU,-39.9418,143.8471,1195.3,0.138,1
KILK,AU,-26.0842,152.2521,1746.9,0.170,1
KILM,AU,-37.2922,144.9514,1504.6,0.216,1
KIN2,AU,-26.5402,151.8397,1799.6,0.799,1
KIRR,AU,-34.0433,151.0731,1814.7,0.385,1
KJNG,AU,-33.5119,150.7917,1877.5,0.553,1
KMA1,AU,-16.1177,130.9555,808.4,0.581,1
KNCB,AU,-33.4812,151.3919,1844.8,0.298,1
KNWR,AU,-22.7991,150.1405,1410.3,0.544,1
KOUC,AU,-20.5587,164.2873,388.6,0.817,0
KOUM,AU,-21.6065,149.2433,1301.1,0.569,1
KRNG,AU,-35.7354,143.9223,1653.5,0.402,1
KTHA,AU,-20.7346,116.8441,1045.6,0.228,1
KTIA,AU,-35.0689,173.2731,407.7,0.809,0
KTMB,AU,-33.6958,150.3182,1888.0,0.194,1
KTON,AU,-37.2475,144.4532,1498.8,0.102,1
KUK8,AU,-33.1903,118.0840,1760.6,0.990,1
KULW,AU,-32.3262,145.0099,2044.6,0.307,1
KUNU,AU,-15.6770,128.7626,725.7,0.344,1
KURJ,AU,-33.5543,150.6656,1880.8,0.349,1
KURR,AU,-32.7989,151.4914,1895.6,0.768,1
LAKS,AU,-37.8841,147.9719,1528.1,0.739,1
LAM1,AU,-35.3258,140.5126,1664.0,2.424,0
LAMB,AU,-26.9386,134.0629,2051.1,0.400,1
LARR,AU,-15.5732,133.2128,814.9,0.319,1
LAUN,AU,-41.4347,147.1460,1140.9,1.039,1
LAUT,AU,-17.6088,177.4466,120.0,10.014,0
LCAP,AU,-21.4803,165.3755,331.0,0.912,0
LCL2,AU,-37.6282,146.6223,1511.9,0.576,1
LDHI,AU,-31.5415,159.0785,1475.3,0.554,1
LEAR,AU,-22.2193,114.1032,1233.1,0.425,1
LET1,AU,-37.9110,144.0931,1419.8,0.259,1
LGOW,AU,-33.4809,150.1598,1915.9,0.467,1
LIAW,AU,-41.9023,146.6731,1076.6,0.292,1
LILY,AU,-41.2516,147.2148,1161.6,0.548,1
LIPO,AU,-34.1054,141.0112,1801.9,0.604,1
LIRI,AU,-29.4297,147.9829,2177.4,1.018,1
LKHT,AU,-35.2273,146.7058,1768.2,0.321,1
LKYA,AU,-12.4555,130.8247,406.3,0.289,0
LNGR,AU,-23.4379,144.2742,1613.8,0.461,1
LONA,AU,-28.8784,121.3191,1931.9,0.073,1
LORD,AU,-31.5199,159.0612,1474.9,0.057,1
LOTH,AU,-30.5335,145.1168,2242.5,1.712,1
LPIL,AU,-20.9180,167.2638,127.7,0.601,0
LURA,AU,-15.5775,144.4570,814.4,0.069,1
MACK,AU,-30.7104,152.9184,1902.0,0.072,1
MAFF,AU,-37.9722,146.9853,1486.9,0.888,1
MAHO,AU,-38.5130,174.8541,97.6,1.544,0
MAIN,AU,-14.0462,134.0929,700.3,0.116,1
MAIT,AU,-34.3741,137.6740,1763.0,0.649,1
MAM3,AU,-17.6241,145.8158,950.0,1.930,1
MAND,AU,-33.1183,151.4622,1870.6,1.851,1
MANY,AU,-35.0486,141.0619,1697.5,4.430,0
MARY,AU,-37.0054,143.7598,1512.1,0.019,1
MBCH,AU,-27.9706,153.4275,1726.4,0.278,1
MBH4,AU,-25.5344,152.7064,1683.8,0.255,1
MCHL,AU,-26.3589,148.1450,1838.4,0.053,1
MDAH,AU,-32.5353,115.7292,1862.4,0.875,1
MEDO,AU,-26.7574,114.6096,1729.3,0.080,1
MENA,AU,-34.1261,150.7438,1826.2,2.270,0
MENO,AU,-34.2723,141.8066,1788.6,0.909,1
MGRV,AU,-33.6265,150.8310,1865.1,0.260,1
MHOP,AU,-32.9202,145.9120,1997.6,0.213,1
MIDG,AU,-20.6444,148.7117,1201.0,0.269,1
MIDL,AU,-31.8865,116.0055,1933.5,0.569,1
MIMI,AU,-36.5322,147.3732,1649.0,0.857,1
MING,AU,-38.6169,176.7497,57.5,11.946,0
MIR3,AU,-21.1599,148.8634,1255.7,1.151,1
MIRC,AU,-17.1455,145.8506,898.8,0.531,1
MISA,AU,-20.7365,139.4871,1569.7,2.059,0
MITT,AU,-35.1560,142.6577,1699.2,2.208,0
MLAK,AU,-38.0816,142.8084,1379.3,0.335,1
MLAP,AU,-26.8136,150.1588,1848.6,0.788,1
MNDE,AU,-32.3928,142.4179,2002.0,0.248,1
MNGO,AU,-38.7798,143.6517,1317.0,0.339,1
MNPK,AU,-33.1715,151.5511,1860.7,0.366,1
MNSF,AU,-37.0655,146.0865,1556.5,0.751,1
MNTO,AU,-24.8704,151.1262,1621.1,4.570,0
MNVA,AU,-23.9095,148.0611,1569.9,0.571,1
MOBS,AU,-37.8294,144.9753,1447.5,0.473,1
MOGO,AU,-35.7474,150.1920,1720.9,0.183,1
MOLY,AU,-16.6767,145.3332,872.5,1.139,1
MOOR,AU,-37.4021,142.1314,1445.5,0.261,1
MOUL,AU,-35.0910,144.0360,1725.8,1.076,1
MRBA,AU,-17.0179,145.3238,907.3,0.151,1
MREE,AU,-29.4577,149.8256,2114.3,2.083,0
MRNO,AU,-37.7197,141.5488,1404.7,0.664,1
MRNT,AU,-38.2293,145.0663,1406.8,0.302,1
MRNV,AU,-24.3278,151.5600,1556.5,0.283,1
MRO1,AU,-26.6966,116.6375,1708.7,0.260,1
MRT1,AU,-19.7571,146.8335,1148.4,0.395,1
MRT2,AU,-19.4598,147.4788,1098.9,0.239,1
MRT4,AU,-18.5277,146.3284,1029.7,1.199,1
MRT5,AU,-18.6849,145.9963,1056.1,0.505,1
MRT6,AU,-19.9229,147.8427,1139.0,0.564,1
MRT7,AU,-20.0589,147.2807,1168.6,0.836,1
MRT8,AU,-19.9998,148.2271,1138.8,1.000,1
MRT9,AU,-20.5560,147.8503,1207.4,0.466,1
MRWA,AU,-32.1398,150.3553,2020.7,0.172,1
MRYB,AU,-35.1496,139.2617,1678.4,0.343,1
MSV2,AU,-34.5491,150.3742,1811.1,0.448,1
MSVL,AU,-34.5505,150.3734,1811.0,0.167,1
MTB2,AU,-35.0634,138.8604,1687.0,0.215,1
MTBU,AU,-37.1451,146.4488,1557.9,0.329,1
MTCV,AU,-25.9457,133.2067,1925.2,0.126,1
MTDN,AU,-22.1328,131.4927,1478.8,0.310,1
MTEM,AU,-37.5876,143.4489,1443.3,0.091,1
MTGA,AU,-37.8331,140.7810,1386.9,0.378,1
MTHP,AU,-34.1353,135.3307,1756.1,0.332,1
MTHR,AU,-32.6154,151.0991,1935.0,0.963,1
MTIS,AU,-20.6904,139.4864,1565.4,0.777,1
MTLD,AU,-32.7370,151.5603,1896.6,0.460,1
MTMA,AU,-28.1153,117.8431,1860.6,0.232,1
MUDG,AU,-32.5900,149.5847,2027.1,0.104,1
MULG,AU,-30.2820,134.0586,2132.9,0.286,1
MURM,AU,-35.0561,149.0882,1844.9,0.095,1
MURR,AU,-35.2626,141.1811,1674.4,0.061,1
MVIL,AU,-37.5102,145.7408,1500.3,0.347,1
MWAL,AU,-35.9931,145.9885,1668.3,4.660,0
MYRT,AU,-36.5580,146.7222,1627.5,0.128,1
NAMO,AU,-23.7388,149.3377,1531.0,0.109,1
NBRI,AU,-30.3301,149.7864,2155.9,0.101,1
NBRK,AU,-29.6771,145.8140,2241.9,0.571,1
NBTG,AU,-22.2420,166.4161,273.0,0.356,0
NCLF,AU,-34.7084,116.1233,1619.8,0.138,1
NDRA,AU,-34.7519,146.5375,1814.7,0.057,1
NEBO,AU,-21.6403,148.6986,1310.9,0.336,1
NELN,AU,-38.0479,141.0062,1364.3,0.224,1
NERA,AU,-27.9908,153.3347,1735.7,0.134,1
NEWE,AU,-32.9240,151.7887,1867.0,0.167,1
NEWH,AU,-38.5140,145.3521,1383.6,0.396,1
NGAN,AU,-31.5639,147.1946,2172.8,0.301,1
NHAV,AU,-34.7938,138.4895,1716.6,0.617,1
NHIL,AU,-36.3084,141.6460,1561.8,0.300,1
NLSO,AU,-38.0479,141.0062,1364.3,0.089,1
NMBN,AU,-28.5978,153.2316,1772.4,0.180,1
NMEA,AU,-22.2648,166.4425,271.9,0.605,0
NMTN,AU,-17.6717,141.0692,1192.9,0.205,1
NNOR,AU,-31.0487,116.1927,2022.0,0.096,1
NORF,AU,-29.0433,167.9388,736.7,0.350,1
NORS,AU,-32.2600,121.7872,1850.8,0.069,1
NOUM,AU,-22.2699,166.4102,275.1,0.707,0
NOWE,AU,-31.5135,151.7163,1993.1,1.176,1
NPLY,AU,-39.1826,174.1182,128.6,2.156,0
NRMD,AU,-22.2283,166.4849,266.1,1.614,0
NRMG,AU,-22.2283,166.4849,266.1,0.662,0
NRMN,AU,-32.2344,148.2387,2127.8,0.440,1
NSTA,AU,-29.0455,150.4441,2041.5,0.277,1
NTJN,AU,-21.4572,133.9700,1461.2,0.069,1
NULA,AU,-31.4387,130.8938,1948.0,0.215,1
NWCS,AU,-32.9296,151.7652,1867.9,0.108,1
NWRA,AU,-34.8738,150.6048,1769.9,0.127,1
NYMA,AU,-32.0661,146.3156,2098.7,0.367,1
OBRN,AU,-33.7039,149.8576,1913.9,0.166,1
OLYM,AU,-30.4394,136.8906,2192.5,1.683,1
OMEO,AU,-37.1020,147.6006,1596.6,2.041,0
ORA2,AU,-34.0010,150.7401,1837.3,1.705,1
ORBO,AU,-37.7041,148.4551,1563.3,0.182,1
ORNG,AU,-33.2852,149.0980,1994.4,0.032,1
OVAL,AU,-32.7538,148.6461,2066.8,0.276,1
OXLY,AU,-34.1932,144.1017,1825.1,0.516,1
PAIN,AU,-38.4421,144.0678,1361.8,6.082,0
PARK,AU,-32.9988,148.2646,2047.4,1.465,1
PBOT,AU,-33.9740,151.2121,1813.1,0.291,1
PCTN,AU,-34.1576,150.6052,1831.4,1.939,1
PDME,AU,-20.9379,165.3513,305.5,0.469,0
PEBO,AU,-20.3925,164.5810,353.3,0.937,0
PER5,AU,-36.4113,148.4100,1694.4,0.143,1
PERT,AU,-31.8020,115.8853,1943.5,0.111,1
PGKH,AU,-39.2944,174.0143,137.5,1.528,0
PGNE,AU,-39.2700,174.0954,130.4,2.125,0
PIA2,AU,-35.0543,143.3277,1719.0,0.943,1
PIMP,AU,-27.8067,153.3360,1727.6,0.933,1
PITS,AU,-27.7162,151.6326,1880.0,0.436,1
PKHM,AU,-38.1113,145.4941,1430.0,0.784,1
PKNO,AU,-39.8048,175.1819,73.7,8.388,0
PKVL,AU,-37.7998,144.9609,1450.3,0.596,1
PMAC,AU,-31.4619,152.8977,1930.8,0.362,1
PMCV,AU,-16.7398,145.6727,864.0,0.472,1
PNTH,AU,-33.7400,150.6877,1863.2,0.781,1
POAR,AU,-43.1431,147.8472,1009.0,0.551,1
POCA,AU,-38.6174,142.9970,1323.4,0.245,1
PRCE,AU,-35.3636,149.0890,1819.6,0.207,1
PRKS,AU,-33.1347,148.1765,2030.5,0.106,1
PROT,AU,-26.1576,151.5965,1758.9,0.730,1
PRTF,AU,-38.3850,142.2383,1338.4,0.097,1
PTHL,AU,-20.5397,118.6789,1017.0,0.313,1
PTKL,AU,-34.4755,150.9137,1786.0,0.107,1
PTLD,AU,-38.3444,141.6135,1336.2,0.376,1
PTLM,AU,-23.5841,150.8625,1482.9,1.105,1
PTLN,AU,-34.7290,135.8565,1711.4,1.091,1
PTSV,AU,-35.0947,138.4857,1683.1,0.956,1
PUTY,AU,-32.9530,150.6595,1934.1,0.189,1
QCLF,AU,-38.2703,144.6381,1392.4,0.290,1
QUAM,AU,-30.9330,147.8700,2257.2,0.687,1
RAND,AU,-35.5938,146.5785,1725.9,0.470,1
RANK,AU,-33.8420,146.2616,1905.7,0.787,1
RAVN,AU,-33.5967,120.0709,1701.7,0.167,1
RAWS,AU,-37.9539,146.3887,1471.0,0.259,1
RAYM,AU,-32.7629,151.7454,1883.3,0.229,1
RBVL,AU,-34.5903,142.7699,1762.9,0.553,1
