sta,lat,lon,ve,vn,sve,svn,dur_yr,ngl_plate
FASA,40.834834,17.359035,0.023821,0.018900,0.000201,0.000180,12.6434,EU
FAUG,57.1357,-4.688472,0.014189,0.016854,0.000138,0.000156,19.0855,EU
FAVI,48.540083,1.233581,0.018340,0.016399,0.000288,0.000377,2.8474,EU
FAVR,37.267,13.666955,0.020788,0.018771,0.000344,0.000516,15.3922,EU
FAYE,43.620776,6.689528,0.020441,0.015694,0.000158,0.000190,11.6441,EU
FBAG,57.237611,-110.892785,-0.020493,-0.007578,0.000442,0.000423,5.3826,NA
FBAQ,-20.13463,-69.75542,0.017365,0.014245,0.000874,0.000328,13.6372,SA
FBRG,52.458232,-112.161847,-0.015270,-0.010138,0.000220,0.000217,11.2936,NA
FBYN,40.076872,-97.312821,-0.014608,-0.002962,0.000212,0.000182,12.1807,NA
FCCI,39.208377,-85.875529,-0.014371,0.001091,0.000233,0.000284,5.9001,NA
FCDE,25.617256,-80.305351,-0.011148,0.004428,0.000346,0.000413,6.5079,NA
FCHO,25.908027,-80.124805,-0.010784,0.002847,0.000283,0.000278,6.1191,NA
FCI1,25.905705,-80.137453,-0.010921,0.002451,0.000246,0.000242,6.5106,NA
FCI2,25.905841,-80.138359,-0.010715,0.002457,0.000281,0.000278,6.4997,NA
FCLZ,45.643002,5.985684,0.019699,0.016051,0.000195,0.000180,13.5852,EU
FCMP,49.745165,0.388073,0.017678,0.016024,0.000329,0.000287,4.0904,EU
FCOA,41.08191,-7.144222,0.018016,0.016889,0.000125,0.000117,17.5524,EU
FCTF,34.066592,-118.44213,-0.039501,0.057430,0.008915,0.012197,2.7187,PA
FCUL,38.756469,-9.15687,0.017734,0.016743,0.000139,0.000128,21.1691,EU
FCWS,24.850689,121.249818,0.029708,-0.007104,0.000707,0.000623,6.0643,PS
FDET,47.406981,0.622787,0.019055,0.016512,0.000137,0.000118,13.6701,EU
FDOS,46.30395,11.7238,0.020620,0.016157,0.000146,0.000189,15.3320,EU
FDOT,30.437024,-84.274501,-0.012235,0.001739,0.000243,0.000281,5.8234,NA
FDRN,-26.38553,152.789553,0.022522,0.053210,0.000348,0.000292,4.9281,AU
FDTC,34.245235,-79.812898,-0.007955,0.001220,0.000981,0.001320,5.2813,NA
FE01,39.442412,-75.266946,-0.015197,0.004281,0.000200,0.000197,13.6481,NA
FEDE,-30.953504,-58.782953,-0.002067,0.011575,0.000181,0.000209,13.8508,SA
FEEK,37.815117,35.912327,0.012196,0.018464,0.000359,0.000266,15.3238,EU
FEFC,63.856643,-22.312763,0.127267,-0.206889,0.022613,0.047385,5.1608,NA
FEGA,48.784881,3.336609,0.018707,0.016333,0.000163,0.000192,9.6126,EU
FEI1,29.539611,-98.415634,-0.012435,-0.004137,0.000678,0.000639,3.0527,NA
FELD,52.090652,8.531942,0.018809,0.016040,0.000277,0.000428,8.0958,EU
FELI,46.104244,27.345762,0.021941,0.014510,0.000873,0.011321,8.1588,EU
FEN0,48.289836,-94.708032,-0.019880,-0.003191,0.000936,0.001880,4.8569,NA
FENG,48.090222,2.794534,0.018825,0.015946,0.000114,0.000120,19.1129,EU
FENO,43.157153,2.029592,0.019934,0.016274,0.000136,0.000151,14.7242,EU
FENP,23.598453,121.519421,-0.020263,0.017411,0.007068,0.004691,3.5482,PS
FER1,44.827858,11.601272,0.021321,0.017447,0.000147,0.000181,10.7433,EU
FER2,47.628279,0.7495,0.018268,0.016222,0.000125,0.000114,15.4442,EU
FER5,56.523023,8.118278,0.016808,0.015372,0.000126,0.000115,17.4319,EU
FERA,44.813582,11.627039,0.021278,0.017515,0.000202,0.000223,9.0595,EU
FERG,-21.240779,55.732949,0.051461,0.014123,0.004844,0.000890,14.6284,SO
FERI,40.076531,-120.308311,-0.019550,-0.004157,0.000509,0.000604,7.8576,NA
FERM,41.841513,-88.254569,-0.015194,-0.000117,0.000242,0.000211,19.0609,NA
FERN,35.341872,-112.454738,-0.014375,-0.008070,0.000109,0.000093,27.2334,NA
FERR,44.645955,-1.248832,0.018412,0.016077,0.000273,0.000328,6.7159,EU
FERT,47.72337,16.69119,0.020013,0.015317,0.002144,0.000859,1.7495,EU
FES1,34.038916,-4.995842,0.015672,0.017545,0.000974,0.000748,1.8617,EU
FEST,45.225509,0.241386,0.018543,0.016206,0.000136,0.000141,15.5017,EU
FET2,49.200892,3.509341,0.018201,0.015559,0.000308,0.000335,4.3149,EU
FETA,49.200844,3.50932,0.018499,0.016240,0.000123,0.000150,15.3457,EU
FETH,36.626208,29.123775,0.010566,-0.002399,0.000249,0.000296,15.0363,EU
FEUG,-21.328494,55.802527,0.016709,0.011498,0.000282,0.000244,13.2375,SO
FEUR,45.734803,4.229247,0.019624,0.016357,0.000164,0.000242,13.1827,EU
FFE0,16.217462,-61.512362,0.011767,0.016540,0.000327,0.000444,23.5702,SA
FFMJ,50.090579,8.664969,0.019537,0.015600,0.000116,0.000120,24.4818,EU
FFOD,52.356176,14.541234,0.019660,0.014995,0.000115,0.000112,19.5181,EU
FFT2,14.60147,-61.063345,0.012121,0.015047,0.000321,0.000304,14.3819,SA
FG02,14.669347,-17.428313,0.021443,0.016829,0.000473,0.000518,6.2751,AF
FG03,-4.796683,11.853832,0.022784,0.019182,0.001668,0.001320,1.0486,AF
FG04,0.312869,32.586721,0.024750,0.016030,0.000552,0.000514,3.8329,SO
FG06,-20.272481,57.495835,0.017425,0.010374,0.000369,0.000317,3.8001,SO
FG07,0.337669,6.732564,0.022742,0.019579,0.000284,0.000260,6.2778,AF
FG08,-22.950353,14.503545,0.019726,0.018696,0.000220,0.000192,6.2778,AF
FG34,35.884749,14.497206,0.020915,0.019759,0.000308,0.000277,5.2238,EU
FG40,29.083171,48.087055,0.027955,0.028900,0.000326,0.000277,3.8329,EU
FG42,-33.869534,18.508297,0.018567,0.014919,0.000275,0.000431,5.1882,AF
FG96,-20.262599,57.482457,0.017902,0.010981,0.000511,0.000478,2.4284,SO
FGG3,46.045812,14.495399,0.021171,0.017505,0.000194,0.000202,8.6434,EU
FGHD,-28.171718,153.558814,0.027844,0.050504,0.002263,0.001561,4.2382,AU
FGNW,34.050876,-118.259398,-0.036998,0.016878,0.000429,0.000473,10.2013,PA
FGSE,34.050713,-118.259197,-0.038880,0.015997,0.000592,0.000584,10.2013,PA
FGST,34.73301,-120.009384,-0.041552,0.019700,0.000135,0.000111,25.8946,PA
FGSW,34.050695,-118.259369,-0.037399,0.015321,0.000369,0.000392,10.2013,PA
FHBB,47.533869,7.638609,0.019697,0.016090,0.000148,0.000121,15.0034,EU
FHNW,47.534637,7.641908,0.020023,0.017330,0.000160,0.000182,7.0582,EU
FHOG,34.093547,-116.935871,-0.025459,0.006009,0.000184,0.000221,15.8932,PA
FIE0,-76.144594,168.423527,0.010131,-0.010703,0.000839,0.000871,4.0000,AN
FIED,46.772713,5.714858,0.019180,0.016262,0.000171,0.000173,12.9117,EU
FIGL,43.618668,11.473521,0.021273,0.017100,0.000277,0.000291,7.0308,EU
FIHO,64.694346,-22.147984,-0.011008,0.024869,0.000525,0.000560,5.1581,NA
FIJI,-18.115236,178.453309,-0.007006,0.030150,0.006158,0.003479,4.4244,AU
FILF,42.560252,2.417053,0.019885,0.016121,0.000166,0.000184,11.9425,EU
FILL,41.155188,-76.90973,-0.015331,0.002851,0.000651,0.000653,10.4038,NA
FIM2,63.610057,-19.433789,0.005125,0.012616,0.000377,0.000501,3.8850,NA
FING,38.776483,-118.207924,-0.016600,-0.008035,0.000420,0.000364,10.6366,NA
FINI,36.302218,30.146411,0.015173,0.005770,0.000316,0.000455,15.0363,EU
FINS,60.229125,19.951277,0.018950,0.013560,0.000128,0.000133,11.7235,EU
FIPR,43.78483,11.226837,0.021320,0.016647,0.000470,0.000415,3.8029,EU
FIR1,44.118313,11.377988,0.020517,0.017199,0.000339,0.000404,9.0595,EU
FIRE,39.903555,-119.089925,-0.018410,-0.007916,0.000359,0.000198,22.3792,NA
FIS1,-27.38473,153.175608,0.021779,0.054005,0.000312,0.000308,3.6523,AU
FISC,40.770489,14.79026,0.021544,0.016843,0.000302,0.000328,6.6256,EU
FISH,37.56705,-118.006496,-0.017240,-0.005586,0.000415,0.000247,19.3703,NA
FISK,38.459724,20.577055,0.016944,0.002888,0.000537,0.000607,4.7748,EU
FITC,64.33663,-19.59162,-0.006476,0.019446,0.000298,0.000431,11.8329,NA
FITT,40.332138,-118.092512,-0.018006,-0.008329,0.000295,0.000208,17.7495,NA
FITZ,42.022129,-120.589222,-0.016797,-0.007681,0.000275,0.000310,9.9247,NA
FIUM,41.771452,12.230071,0.020052,0.015339,0.000319,0.000295,3.0555,EU
FIVE,25.071052,121.781081,0.034236,-0.010342,0.000392,0.000610,16.5229,ON
FJAG,-21.229493,55.722232,0.027390,0.048697,0.001996,0.003356,17.9794,SO
FJC2,43.048164,2.794901,0.018697,0.016177,0.000155,0.000123,23.8358,EU
FJCT,45.663594,-66.612856,-0.015849,0.007438,0.000154,0.000161,14.4148,NA
FJOC,64.874935,-18.006052,-0.008801,0.027687,0.000220,0.000198,18.9459,NA
FJS1,41.037387,-75.12422,-0.015273,0.004004,0.000406,0.000301,14.2505,NA
FJSG,-21.229678,55.721968,0.056477,-0.003474,0.002560,0.003556,2.8063,SO
FKD2,23.688426,120.861972,0.005190,-0.001939,0.000575,0.000367,8.5038,PS
FL23,30.743334,-81.95435,-0.012304,0.002211,0.000200,0.000242,9.1417,NA
FL75,30.612532,-83.146688,-0.012170,0.001929,0.000246,0.000275,9.1417,NA
FLA1,54.116854,-0.077729,0.015925,0.016046,0.000419,0.000433,3.1403,EU
FLA2,40.16544,-105.103316,-0.014922,-0.006089,0.000195,0.000201,8.9308,NA
FLA3,63.958499,-138.694444,-0.004703,-0.020419,0.009872,0.011700,4.1041,NA
FLAA,26.171248,-80.826217,-0.011172,0.002476,0.000387,0.000372,3.8412,NA
FLAC,29.736383,-84.896867,-0.011417,0.000775,0.000370,0.000497,2.7680,NA
FLAG,35.202105,-111.648922,-0.014508,-0.007284,0.000318,0.000297,10.8063,NA
FLAI,27.449737,-82.690236,-0.011270,0.000805,0.000357,0.000393,9.1417,NA
FLAM,47.557227,26.898854,0.022699,0.013153,0.000217,0.000205,6.7954,EU
FLAN,40.158345,-119.820141,-0.019124,-0.006957,0.000358,0.000476,20.4189,NA
FLAP,29.725698,-84.982668,-0.012351,0.000478,0.000485,0.000368,8.1506,NA
FLAT,38.304009,-118.463112,-0.019044,-0.005819,0.000321,0.000292,20.1150,NA
FLB1,54.791814,9.503599,0.018091,0.012886,0.000520,0.001039,1.8781,EU
FLB2,54.77006,9.434439,0.017276,0.015346,0.000203,0.000183,9.3333,EU
FLBF,29.961861,-82.909594,-0.012392,0.001688,0.000173,0.000204,9.0048,NA
FLBK,24.669096,-81.358818,-0.009897,0.001958,0.000759,0.000765,2.4805,NA
FLBN,29.594148,-81.287102,-0.012012,0.002535,0.000161,0.000156,14.4011,NA
FLBP,28.340915,-82.69535,-0.010880,0.000604,0.000454,0.000572,2.4038,NA
FLBR,29.43885,-82.645321,-0.011393,0.001247,0.000248,0.000319,9.1034,NA
FLBY,30.844734,-85.605045,-0.012539,0.000269,0.000345,0.000290,9.1417,NA
FLC5,25.431627,-80.466961,-0.010547,0.004478,0.000318,0.000235,10.3655,NA
FLC6,25.431389,-80.466999,-0.011295,0.003952,0.000206,0.000243,10.3655,NA
FLCB,29.842606,-84.695155,-0.012271,0.001218,0.000196,0.000208,10.7516,NA
FLCC,28.094488,-81.274212,-0.011414,0.002366,0.000271,0.000310,8.9172,NA
FLCF,29.501756,-82.867086,-0.011663,0.001016,0.000498,0.000542,2.4805,NA
FLCK,29.13386,-83.030855,-0.012051,0.001767,0.000237,0.000279,8.6763,NA
FLD6,25.78047,-80.376491,-0.010707,0.002737,0.000227,0.000244,9.1417,NA
FLD7,27.969547,-82.36406,-0.011626,0.001642,0.000216,0.000242,9.1417,NA
FLDB,46.953099,15.882526,0.021989,0.015866,0.000218,0.000278,19.7043,EU
FLDC,28.365847,-82.187815,-0.012170,0.001790,0.000287,0.000269,9.1417,NA
FLDK,47.231351,9.580607,0.020361,0.016237,0.000234,0.000282,4.4079,EU
FLDT,46.668227,11.599668,0.020763,0.016447,0.000164,0.000174,11.5017,EU
FLDW,53.718628,8.307628,0.018296,0.015850,0.000156,0.000200,18.0287,EU
FLE1,28.290299,-82.725064,-0.012001,0.001844,0.000184,0.000226,9.1417,NA
FLE5,30.643598,-86.55192,-0.012560,0.000714,0.000206,0.000236,7.2635,NA
FLE6,30.643673,-86.551647,-0.012692,0.000969,0.000208,0.000260,7.2635,NA
FLEM,40.417959,-120.27977,-0.019606,-0.006194,0.000266,0.000505,17.6673,NA
FLER,48.746585,-0.549835,0.017889,0.016921,0.000160,0.000161,9.3580,EU
FLEU,28.84633,-81.684672,-0.011807,0.002145,0.000221,0.000236,9.1417,NA
FLF1,25.61535,-80.386092,-0.010310,0.003205,0.000310,0.000339,11.5784,NA
FLF2,25.615484,-80.386073,-0.011995,0.002887,0.000793,0.000568,2.1547,NA
FLFB,30.667979,-81.465599,-0.012290,0.002148,0.000250,0.000220,9.1417,NA
FLFD,27.602623,-80.82352,-0.011476,0.002741,0.000221,0.000264,9.1417,NA
FLFL,25.141411,-80.923796,-0.010376,0.001548,0.000689,0.000790,2.0288,NA
FLFP,30.53296,-86.127092,-0.012292,0.000851,0.000248,0.000313,4.7967,NA
FLFR,27.591374,-80.400354,-0.011026,0.003138,0.000165,0.000178,17.6372,NA
FLGP,-31.104667,141.728138,0.024937,0.057443,0.000141,0.000134,9.9411,AU
FLGR,27.780705,-82.162198,-0.011453,0.002005,0.000220,0.000223,9.0705,NA
FLGY,47.039981,6.126171,0.019662,0.016201,0.000140,0.000143,13.0267,EU
FLHC,26.732836,-80.903229,-0.013858,0.006811,0.001137,0.001661,3.8412,NA
FLHM,25.458276,-80.472496,-0.010531,0.002668,0.000832,0.000934,2.7735,NA
FLHO,27.05591,-80.13442,-0.011125,0.002657,0.000219,0.000204,11.0691,NA
FLHS,28.801257,-82.57713,-0.011959,0.001514,0.000244,0.000301,9.1417,NA
FLIB,27.879969,-82.842694,-0.011850,0.001079,0.000253,0.000322,9.0815,NA
FLIN,54.725584,-101.978036,-0.017920,-0.006951,0.000110,0.000122,30.2122,NA
FLIT,27.028181,-80.479661,-0.011274,0.002529,0.000202,0.000207,11.0418,NA
FLIU,25.754603,-80.373568,-0.010168,0.003455,0.000324,0.000316,4.1780,NA
FLJA,30.926445,-87.158233,-0.012607,0.005901,0.000311,0.000500,3.8604,NA
FLJK,30.247768,-81.604363,-0.012240,0.002519,0.000279,0.000307,4.9719,NA
FLJL,30.579708,-84.266285,-0.012479,0.001116,0.000232,0.000288,9.1417,NA
FLJO,29.813261,-85.290122,-0.012774,-0.000918,0.000240,0.000251,9.1417,NA
FLJP,26.932315,-80.128982,-0.009769,0.001630,0.000446,0.000654,2.4805,NA
FLKS,28.295617,-81.436358,-0.011537,0.001667,0.000247,0.000275,8.1862,NA
FLKW,24.55369,-81.754283,-0.010377,0.002737,0.000140,0.000152,23.7071,NA
FLLC,30.185923,-82.596945,-0.011985,0.002527,0.000245,0.000289,4.9528,NA
FLLP,27.309035,-81.363117,-0.011285,0.002092,0.000207,0.000228,9.1417,NA
FLM2,45.505589,-63.540962,-0.015800,0.008922,0.000443,0.000584,20.1205,NA
FLM5,-77.532731,160.271412,0.008335,-0.011971,0.000185,0.000202,20.7392,AN
FLMA,30.775686,-85.218316,-0.012691,0.001226,0.000401,0.000268,4.7940,NA
FLMB,25.782738,-80.137274,-0.010874,0.003099,0.000225,0.000241,9.1417,NA
FLMC,30.271083,-82.126436,-0.012965,0.002194,0.000256,0.000260,6.1958,NA
FLMD,30.374028,-83.275486,-0.012260,0.001690,0.000181,0.000243,9.0897,NA
FLMK,24.725939,-81.04909,-0.010458,0.002618,0.000276,0.000270,8.1917,NA
FLMM,25.842712,-80.250968,-0.010687,0.001611,0.000694,0.000923,2.0397,NA
FLMO,28.076565,-80.695564,-0.010994,0.000989,0.000636,0.000681,1.7878,NA
FLMR,30.778445,-85.294358,-0.012537,0.000925,0.000169,0.000208,9.1417,NA
FLN1,39.466623,-118.76375,-0.018653,-0.007423,0.000153,0.000139,18.6858,NA
FLN2,25.965774,-80.16729,-0.011023,0.002902,0.000218,0.000226,9.1417,NA
FLND,-40.214379,148.241582,0.015289,0.055421,0.000187,0.000148,13.7249,AU
FLNL,26.05635,-81.696838,-0.010673,0.001344,0.001095,0.001095,2.4805,NA
FLNP,26.148648,-81.776291,-0.008598,0.005022,0.012126,0.003309,7.6249,NA
FLNT,36.84908,-121.452771,-0.030061,0.013862,0.000225,0.000198,20.3724,PA
FLO2,40.779884,21.401717,0.023599,0.009886,0.000467,0.000381,12.3176,EU
FLOB,29.259481,-81.115326,-0.011241,0.002125,0.000372,0.000501,2.7817,NA
FLOC,29.234143,-82.190359,-0.012707,0.003027,0.000666,0.000621,1.4511,NA
FLOI,49.715954,4.945227,0.018279,0.015806,0.000159,0.000177,8.7666,EU
FLOL,28.570974,-81.423655,-0.011323,0.002652,0.000283,0.000323,4.7803,NA
FLON,25.020373,121.937488,0.032691,-0.014278,0.000766,0.001279,10.4914,ON
FLOR,1.620263,-75.604502,-0.003356,0.008197,0.000359,0.000361,7.2800,SA
FLPD,30.709733,-85.928466,-0.011434,0.000283,0.000263,0.000248,6.3327,NA
FLPK,24.963123,-80.568172,-0.010573,0.002660,0.000207,0.000219,9.1417,NA
FLPN,30.533159,-87.328526,-0.011926,-0.000358,0.000320,0.000360,4.9637,NA
FLPY,30.090537,-83.536903,-0.012338,0.001829,0.000258,0.000328,4.9692,NA
FLRC,44.325274,3.59451,0.019460,0.015942,0.000145,0.000151,17.5031,EU
FLRD,48.627847,-71.108959,-0.016173,0.004861,0.000149,0.000185,10.5572,NA
FLRS,39.453837,-31.126389,-0.010202,0.020109,0.000270,0.000181,17.4237,NA
FLRV,49.76186,5.13501,0.018866,0.016214,0.000125,0.000145,22.0315,EU
FLSB,27.513852,-81.497431,-0.010565,0.001532,0.000466,0.000437,2.4805,NA
FLSC,27.217277,-82.404752,-0.011311,0.001860,0.000263,0.000329,3.4908,NA
FLSH,44.258726,-80.504734,-0.015965,0.002467,0.000182,0.000213,14.4148,NA
FLSI,26.47476,-82.158803,-0.011255,0.001873,0.000222,0.000237,9.1362,NA
FLSK,-65.752758,-62.890709,99.999999,-43.018625,0.151416,0.239742,4.4243,AN
FLSN,27.333674,-82.435856,-0.014510,-0.000190,0.000382,0.000341,3.4935,NA
FLSR,27.291451,-82.449971,-0.011046,0.001241,0.000406,0.000548,2.4613,NA
FLST,28.112112,-81.829855,-0.011504,0.001937,0.000208,0.000226,6.6393,NA
FLTL,30.459741,-84.384879,-0.012160,0.001588,0.000461,0.000481,3.0801,NA
FLVR,28.246632,-80.73726,-0.011475,0.002707,0.000215,0.000247,9.1417,NA
FLWD,28.823338,-82.182907,-0.011628,0.001349,0.000274,0.000320,9.1417,NA
FLWE,28.440694,-81.092555,-0.011563,0.002138,0.000176,0.000208,8.7447,NA
FMAT,-33.4577,-61.487235,-0.002135,0.010816,0.000301,0.000286,4.6954,SA
FMC1,34.697396,-76.68312,-0.013316,0.006286,0.001027,0.001624,5.0897,NA
FMC2,34.697617,-76.683203,-0.015506,0.006201,0.000792,0.001416,4.6078,NA
FMCO,-26.578986,-70.694309,0.029794,0.019802,0.000503,0.000682,8.6653,SA
FMSD,-25.028629,46.995797,0.015667,0.014536,0.000623,0.000456,4.0383,SO
FMTP,34.409865,-118.894145,-0.037574,0.014401,0.000135,0.000159,26.3600,PA
FMTS,42.300057,-71.441912,-0.015300,0.005366,0.000128,0.000133,17.8919,NA
FMVT,34.356337,-118.884034,-0.038767,0.017660,0.000114,0.000116,25.7249,PA
FMWB,56.753674,-111.460447,-0.016715,-0.010221,0.000137,0.000158,13.5852,NA
FMYR,26.59098,-81.864164,-0.011373,0.002784,0.000165,0.000176,20.9364,NA
FNA0,15.875327,-61.581964,0.012012,0.015060,0.000249,0.000263,21.7139,SA
FNEL,58.841866,-122.577699,-0.015159,-0.012957,0.000401,0.001047,19.9781,NA
FNG0,16.058398,-61.689943,0.011003,0.014861,0.000761,0.000587,11.4798,SA
FNGU,24.035166,120.724454,0.021830,-0.007240,0.000422,0.000264,17.2539,PS
FNT1,38.682534,-104.700114,-0.014547,-0.005877,0.000145,0.000146,14.8173,NA
FNT8,34.12905,-117.499658,-0.031362,0.013586,0.000911,0.001581,1.0842,PA
FNTS,-20.800193,139.996702,0.029849,0.057840,0.000388,0.000263,5.0815,AU
FOAG,-21.261918,55.718712,0.022648,-0.030168,0.001159,0.002907,15.7289,SO
FOCA,43.507586,18.773539,0.023415,0.018058,0.000936,0.000527,2.2012,EU
FOCS,45.70831,27.194624,0.023578,0.013222,0.000146,0.000141,18.2341,EU
FODA,41.735091,13.819035,0.020522,0.020814,0.000951,0.000612,3.1157,EU
FOGG,41.452207,15.532135,0.023219,0.018745,0.000116,0.000128,18.6913,EU
FOL1,42.954924,12.698831,0.021098,0.017152,0.000254,0.000242,9.5852,EU
FOLA,43.794935,-88.45272,-0.015328,-0.000489,0.000179,0.000191,18.1629,NA
FOLK,30.835544,-91.193872,-0.012034,-0.000017,0.000543,0.000542,2.8364,NA
FOMI,49.466425,-111.436741,-0.016102,-0.008495,0.000401,0.000599,1.9986,NA
FOMO,22.197415,113.542493,0.032611,-0.011154,0.000125,0.000130,20.0712,EU
FOMU,41.35605,13.432157,0.021742,0.017645,0.003851,0.003013,3.2005,EU
FOND,41.355992,13.432102,0.022223,0.017508,0.000451,0.000412,3.0555,EU
FONP,-65.245353,-61.646851,0.013823,0.006261,0.000306,0.000420,5.4730,AN
FONS,43.129341,-7.066888,0.017928,0.016558,0.000184,0.000155,13.1116,EU
FOOT,39.369396,-113.805374,-0.016526,-0.009153,0.000108,0.000095,29.4073,NA
FOR1,10.170674,-61.682716,-0.001219,0.010779,0.000819,0.001226,4.2957,SA
FOR2,38.705283,1.428794,0.020444,0.016515,0.000141,0.000130,10.2807,EU
FOR3,49.47585,-111.440377,-0.015254,-0.009371,0.000140,0.000162,10.0288,NA
FOR4,40.314372,-76.052829,-0.015086,0.004023,0.000236,0.000233,8.9802,NA
FOR5,60.787097,23.63771,0.018976,0.012508,0.001565,0.001205,3.5373,EU
FORB,-33.385259,148.006973,0.020394,0.055724,0.000138,0.000143,10.7461,AU
FORE,40.511896,-111.38033,-0.014524,-0.008338,0.000133,0.000125,19.3238,NA
FORF,49.057855,2.847897,0.017496,0.015730,0.000114,0.000128,19.1102,EU
FORG,-21.261776,55.71887,0.032843,-0.034613,0.001403,0.003843,5.1498,SO
FORM,41.281135,13.699362,0.020573,0.015988,0.000972,0.000715,3.6386,EU
FORR,-30.845073,128.109388,0.032208,0.058177,0.000344,0.000295,2.9925,AU
FORS,-32.201109,152.522401,0.018620,0.054024,0.000142,0.000157,12.9309,AU
FORT,-3.877446,-38.425612,-0.005168,0.012976,0.000523,0.000407,12.2518,SA
FOS1,-71.313345,-68.320835,0.012469,0.010868,0.000202,0.000236,16.4381,AN
FOSA,-26.191302,-58.170765,-0.002078,0.012127,0.000167,0.000207,9.6536,SA
FOSC,44.133125,10.411207,0.021472,0.015057,0.000876,0.001157,3.3484,EU
FOSS,43.689046,12.806637,0.022844,0.018869,0.000241,0.000316,9.0595,EU
FOST,41.108877,-120.792043,-0.017758,-0.005563,0.000267,0.000899,17.1800,NA
FOU2,49.842004,1.58075,0.017820,0.016592,0.000238,0.000206,8.4381,EU
FOUC,49.841961,1.580747,0.017955,0.016018,0.000150,0.000149,10.8364,EU
FOUE,47.902724,-3.980321,0.017394,0.016852,0.000158,0.000149,15.1540,EU
FOUG,47.884359,6.36545,0.019626,0.016011,0.000140,0.000153,10.2286,EU
FOUR,43.364339,-120.688125,-0.014584,-0.008184,0.000131,0.000183,11.1157,NA
FOVA,50.320828,4.21645,0.020151,0.018027,0.000123,0.000139,22.0123,EU
FOX1,-43.517748,170.048781,-3.421126,10.567557,0.200562,0.711377,7.5401,PA
FOXG,34.733912,-118.240503,-0.025500,0.007351,0.000216,0.000201,11.3895,PA
FOXR,40.575191,-119.472275,-0.018539,-0.007533,0.000278,0.000390,15.8659,NA
FOYL,54.983758,-7.336646,0.014023,0.017044,0.000151,0.000163,19.3156,EU
FPNO,5.434573,7.033239,0.020348,0.017526,0.001764,0.000936,1.5058,AF
FPNS,30.403091,-87.206913,-0.013316,0.001457,0.000707,0.000526,3.2143,NA
FPPB,37.313463,-120.47121,-0.022764,-0.003045,0.000277,0.000355,16.2574,PA
FPRT,0.652458,30.298308,0.024395,0.017644,0.001735,0.002067,1.1499,SO
FQNE,5.467344,-73.734809,0.001819,0.013526,0.000397,0.000370,18.3135,SA
FRA2,48.917946,24.710311,0.021903,0.013743,0.000269,0.000311,4.2081,EU
FRAC,47.659695,6.745613,0.018953,0.016398,0.000141,0.000137,19.1129,EU
FRAE,57.693584,-2.002707,0.014372,0.016254,0.000145,0.000145,17.3661,EU
FRAG,41.509463,0.324164,0.019596,0.016371,0.000128,0.000120,14.4614,EU
FRAN,49.476836,0.173964,0.017573,0.016242,0.000225,0.000182,12.7803,EU
FRAS,57.696149,-2.00117,0.014451,0.017279,0.000266,0.000322,3.2087,EU
FRB2,-33.325959,148.085323,0.019842,0.055133,0.000295,0.000277,3.7481,AU
FRBS,49.208535,-102.427659,-0.016758,-0.006120,0.000276,0.000439,6.6092,NA
FRDN,45.933508,-66.659882,-0.015785,0.007232,0.000138,0.000129,23.1431,NA
FRDT,45.933452,-66.659614,-0.015142,0.007271,0.001173,0.001168,16.1178,NA
FRE2,45.945157,-66.692426,-0.015776,0.007008,0.000390,0.000499,2.6694,NA
FRE4,45.917323,-66.629414,-0.015448,0.007239,0.000421,0.000451,3.5099,NA
FRE5,45.939677,-66.658251,-0.015738,0.007895,0.000221,0.000254,7.2115,NA
FRED,36.988332,-112.499218,-0.014369,-0.008361,0.000108,0.000091,27.1239,NA
FREE,26.702538,-78.992567,-0.011605,0.003215,0.000632,0.000613,2.3709,NA
FREG,-21.201841,55.695389,0.016625,0.011361,0.000319,0.000382,13.4976,SO
FREI,-62.194103,-58.980502,0.008787,0.017632,0.000595,0.000605,25.4921,SL
FREN,39.883783,-120.222213,-0.020001,-0.005270,0.000479,0.000687,11.3785,NA
FREO,40.201667,-81.257846,-0.014897,0.002494,0.000109,0.000143,24.6872,NA
FRES,41.973509,14.669306,0.023163,0.018187,0.000153,0.000167,20.9281,EU
FRFX,47.007695,-121.959895,-0.011221,-0.008117,0.000430,0.000344,4.2026,NA
FRG1,39.396264,-118.634606,-0.018052,-0.007366,0.000675,0.000840,1.2759,NA
