sta,lat,lon,ve,vn,sve,svn,dur_yr,ngl_plate
J382,36.28529,133.23988,0.029157,-0.009721,0.000421,0.000218,30.4203,EU
J383,36.09321,132.984378,0.028121,-0.010378,0.000412,0.000228,30.4203,EU
J384,35.392615,132.743214,0.026028,-0.009431,0.000318,0.000253,30.4175,EU
J385,35.195613,132.995423,0.023475,-0.008962,0.000311,0.000172,30.4011,EU
J386,35.185954,132.507321,0.025565,-0.009140,0.000278,0.000192,30.4203,EU
J387,35.019773,132.720506,0.024281,-0.010013,0.000302,0.000243,30.4203,EU
J388,34.767344,131.923145,0.022666,-0.009754,0.000323,0.000244,30.4203,EU
J389,35.263539,133.792477,0.023902,-0.010143,0.000331,0.000242,30.4203,EU
J390,35.099641,134.31964,0.021525,-0.004715,0.000278,0.000264,30.4203,EU
J391,35.020881,134.23477,0.022015,-0.009296,0.000267,0.000184,30.4203,EU
J392,35.002961,133.734501,0.021903,-0.009564,0.000268,0.000219,30.4203,EU
J393,34.982543,133.960862,0.022050,-0.009154,0.000276,0.000185,30.4203,EU
J394,34.809692,133.598089,0.021512,-0.007568,0.000261,0.000213,30.4203,EU
J395,34.791384,133.929048,0.021082,-0.009780,0.000291,0.000230,30.4203,EU
J396,34.657724,134.16576,0.020083,-0.009925,0.000314,0.000251,30.4203,EU
J397,34.438569,133.796733,0.019835,-0.006387,0.000248,0.000188,30.4203,EU
J398,34.94345,133.120229,0.022592,-0.008801,0.000305,0.000213,30.4203,EU
J399,34.726899,132.277335,0.023232,-0.008040,0.000310,0.000254,30.4203,EU
J400,34.678815,132.540241,0.021029,-0.008863,0.000439,0.000267,30.4203,EU
J401,34.672452,133.107534,0.022035,-0.007237,0.000264,0.000187,30.4203,EU
J402,34.571301,132.824002,0.022272,-0.006913,0.000301,0.000214,30.4203,EU
J403,34.539158,132.463469,0.021445,-0.007060,0.000277,0.000232,30.4203,EU
J404,34.57542,132.269111,0.019350,-0.010506,0.000505,0.000554,11.9152,EU
J405,34.378683,133.0098,0.020120,-0.005142,0.000239,0.000212,29.9083,EU
J406,34.369512,132.344948,0.018344,-0.008090,0.000635,0.000637,11.2033,EU
J407,34.43986,131.416546,0.024377,-0.007293,0.000269,0.000289,29.8508,EU
J408,34.294608,130.943145,0.023511,-0.009117,0.000216,0.000213,30.4203,EU
J409,34.283736,131.562789,0.022013,-0.006672,0.000269,0.000277,30.4066,EU
J410,34.259081,131.953288,0.020952,-0.006573,0.000260,0.000262,30.4203,EU
J411,34.18949,131.346082,0.022812,-0.008381,0.000233,0.000235,30.4203,EU
J412,34.05724,131.530822,0.020768,-0.007862,0.000238,0.000231,30.4203,EU
J413,33.977714,131.286041,0.021124,-0.008011,0.000233,0.000254,30.4203,EU
J414,33.975068,132.104443,0.017728,-0.005502,0.000222,0.000252,30.4203,EU
J415,34.096989,134.351972,0.011959,-0.003795,0.000267,0.000189,30.4203,EU
J416,34.059906,134.560139,0.010351,-0.004152,0.000300,0.000216,30.4203,PS
J417,34.0515,134.049179,0.008468,-0.003528,0.000334,0.000332,19.5264,EU
J418,34.038417,134.230231,0.010620,-0.002930,0.000312,0.000206,30.4203,EU
J419,33.936674,133.681285,0.008999,-0.000964,0.000278,0.000226,30.4203,EU
J420,33.878931,134.389104,0.006394,-0.002009,0.000330,0.000263,30.4203,PS
J421,33.877516,134.058195,0.007671,0.000630,0.000328,0.000264,30.3683,PS
J422,33.830241,134.667794,0.004196,-0.001987,0.000366,0.000239,30.3929,PS
J423,33.725089,134.533006,0.002415,-0.000846,0.000311,0.000208,30.4011,PS
J424,33.618499,134.372027,-0.002507,0.002153,0.000264,0.000181,30.4011,PS
J425,34.472374,134.314206,0.019514,-0.007453,0.000268,0.000200,30.4203,EU
J426,34.254578,134.241981,0.016559,-0.005029,0.000241,0.000179,30.4203,EU
J427,34.217394,133.715065,0.016254,-0.004140,0.000234,0.000184,30.4203,EU
J428,34.068075,133.647518,0.012608,-0.003060,0.000279,0.000186,30.4203,EU
J429,34.164168,133.925505,0.014511,-0.003738,0.000278,0.000201,30.4203,EU
J430,34.077887,132.990232,0.013311,-0.004282,0.000317,0.000322,17.5962,EU
J431,33.938661,133.538235,0.010432,-0.005896,0.000280,0.000274,30.4203,EU
J432,33.921205,133.201314,0.008706,-0.001756,0.000349,0.000277,18.3683,EU
J433,33.796497,132.911644,0.009197,-0.002068,0.000285,0.000218,30.4203,EU
J434,33.722597,132.68397,0.009606,-0.003474,0.000251,0.000220,30.4148,EU
J435,33.569224,132.937881,0.004737,-0.000382,0.000307,0.000231,30.3765,EU
J436,33.446764,132.693412,0.000636,-0.004072,0.000478,0.000259,30.4203,EU
J437,32.963904,132.561823,-0.004411,0.001417,0.000302,0.000220,30.4203,ON
J438,33.766976,133.655772,0.003155,-0.000258,0.000332,0.000369,18.3601,PS
J439,33.654153,133.805026,0.001713,0.002080,0.000360,0.000228,30.4203,PS
J440,33.603787,134.106906,-0.002548,0.002604,0.000325,0.000218,30.4203,PS
J441,33.52776,134.280802,-0.007190,0.001789,0.000289,0.000212,30.4203,PS
J442,33.505735,133.903647,-0.005495,0.003352,0.000358,0.000210,30.4203,PS
J443,33.468402,133.280915,-0.000696,0.003143,0.000256,0.000209,30.4203,PS
J444,33.427796,134.007134,-0.009477,0.004342,0.000315,0.000170,30.4203,PS
J445,33.407704,133.402984,-0.002456,0.004517,0.000294,0.000228,30.4203,PS
J446,33.398201,132.897438,0.006958,0.005141,0.000921,0.000623,8.5421,PS
J447,33.171645,132.792691,-0.002295,0.001652,0.000381,0.000259,30.4203,PS
J448,32.991232,132.999232,-0.007916,0.005291,0.000302,0.000192,30.4203,PS
J449,32.840607,132.703727,-0.007673,0.006135,0.000317,0.000303,30.4203,ON
J450,33.536142,130.250822,0.025177,-0.011567,0.000195,0.000242,30.4203,ON
J451,33.500378,130.52196,0.020998,-0.007756,0.000217,0.000273,30.4203,ON
J452,33.465461,130.828753,0.021060,-0.009661,0.000204,0.000288,30.4203,ON
J453,33.205875,130.564645,0.022580,-0.012568,0.000201,0.000334,30.4203,ON
J454,33.274851,130.268719,0.024604,-0.011965,0.000229,0.000202,30.4203,ON
J455,33.098475,130.094169,0.025166,-0.012490,0.000212,0.000201,30.4203,ON
J456,34.655551,129.482062,0.027229,-0.011149,0.000170,0.000153,30.4203,EU
J457,34.268206,129.311503,0.027262,-0.011304,0.000208,0.000175,30.4203,EU
J458,33.742655,129.734725,0.026447,-0.011222,0.000175,0.000182,30.4203,ON
J459,33.362203,129.537014,0.026933,-0.011369,0.000179,0.000165,30.4203,ON
J460,33.063101,129.690658,0.026437,-0.012427,0.000214,0.000175,30.4203,ON
J461,32.870686,130.271332,0.024345,-0.013728,0.000265,0.000256,30.4175,ON
J462,32.669384,128.843117,0.028837,-0.013200,0.000200,0.000164,30.4203,ON
J463,32.636914,130.154607,0.024620,-0.015656,0.000286,0.000198,30.4203,ON
J464,32.933496,130.547724,0.022735,-0.013076,0.000196,0.000273,30.4203,ON
J465,32.8421,130.764796,0.019564,-0.013093,0.000249,0.000284,30.3984,ON
J466,32.740649,131.099304,0.014160,-0.016375,0.000304,0.000248,30.4175,ON
J467,32.326241,129.987298,0.024216,-0.017499,0.000204,0.000200,30.4203,ON
J468,32.299157,130.506833,0.020944,-0.018951,0.000241,0.000300,30.4203,ON
J469,32.238673,130.802623,0.019778,-0.019430,0.000254,0.000361,30.4203,ON
J470,33.671194,131.564166,0.017365,-0.006527,0.000262,0.000352,30.4203,ON
J471,33.496234,131.168933,0.018333,-0.007990,0.000240,0.000333,30.4203,ON
J472,33.254043,131.347278,0.013607,-0.010294,0.000309,0.000369,30.4203,ON
J473,33.239436,131.798066,0.006742,-0.007011,0.000289,0.000268,30.4203,ON
J474,33.009028,131.286086,0.010268,-0.013982,0.000273,0.000248,30.4203,ON
J475,32.986857,131.587844,0.006981,-0.009290,0.000308,0.000247,30.4203,ON
J476,32.704017,131.756841,0.007276,-0.006851,0.000330,0.000320,30.3135,ON
J477,32.684834,131.327616,0.010718,-0.013996,0.000305,0.000360,30.4203,ON
J478,32.45664,131.148867,0.015772,-0.016243,0.000308,0.000349,30.4203,ON
J479,32.245856,131.185225,0.014636,-0.017994,0.000357,0.000346,30.4203,ON
J480,32.170433,131.515847,0.014822,-0.011933,0.000274,0.000280,30.4203,ON
J481,31.965049,131.078569,0.021494,-0.018825,0.000409,0.000262,30.4203,ON
J482,31.740315,131.021514,0.026357,-0.020545,0.000305,0.000254,30.4203,ON
J483,31.676546,131.368868,0.025314,-0.018361,0.000374,0.000515,30.4203,PS
J484,31.469376,131.217391,0.028998,-0.021770,0.000279,0.000320,30.4203,PS
J485,32.057502,130.597816,0.022409,-0.021027,0.000286,0.000359,30.4203,ON
J486,31.855528,130.759674,0.027031,-0.018799,0.000334,0.000321,30.4203,ON
J487,31.768683,129.795443,0.028562,-0.019582,0.000198,0.000202,30.4203,ON
J488,31.717378,130.278147,0.027096,-0.020244,0.000243,0.000232,30.4203,ON
J489,31.617375,130.836067,0.031053,-0.023680,0.000331,0.000275,30.4203,ON
J490,31.235224,130.640359,0.029716,-0.022061,0.000280,0.000263,30.3929,ON
J491,31.106205,130.72306,0.030238,-0.022097,0.000241,0.000250,30.4203,PS
J492,30.530867,130.96422,0.031085,-0.023894,0.000251,0.000341,30.3327,PS
J493,30.381721,130.638376,0.029265,-0.023172,0.000278,0.000357,30.3929,PS
J494,28.399087,129.489025,0.025944,-0.029078,0.000298,0.000316,30.4203,PS
J495,27.032184,128.432326,0.032309,-0.034726,0.000206,0.000176,30.4203,PS
J496,26.694809,127.89845,0.031928,-0.038183,0.000225,0.000280,30.3902,PS
J497,25.831213,131.2278,-0.039206,0.024179,0.000134,0.000148,30.4203,PS
J498,24.753118,125.373798,0.034648,-0.044987,0.000165,0.000175,30.4203,PS
J500,24.42627,123.792037,0.035858,-0.062652,0.000316,0.000354,30.4203,PS
J501,45.137712,141.167097,0.015088,-0.011555,0.000206,0.000199,29.4073,PA
J502,44.582042,142.964462,0.004835,-0.007650,0.000255,0.000229,29.5031,PA
J503,44.219722,143.61567,0.000226,-0.004896,0.000230,0.000203,29.5031,PA
J504,44.191942,143.076819,0.002607,-0.006520,0.000292,0.000271,29.4073,PA
J505,43.988789,144.293302,-0.007349,-0.001739,0.000243,0.000207,29.4894,PA
J506,43.908405,142.577715,0.002903,-0.008334,0.000209,0.000217,29.4073,PA
J507,43.828078,144.115255,-0.006007,-0.002349,0.000233,0.000225,29.4073,PA
J508,43.738523,142.40961,0.002472,-0.009466,0.000195,0.000202,29.5031,PA
J509,43.740839,141.873848,0.006383,-0.011378,0.000211,0.000225,29.3881,PA
J510,43.771413,142.90302,-0.000277,-0.006142,0.000246,0.000289,29.4073,PA
J511,43.670502,143.578155,-0.003853,-0.003686,0.000345,0.000282,29.4045,PA
J512,43.232105,145.258949,-0.020461,0.006082,0.000289,0.000296,29.4045,PA
J513,43.438836,144.079621,-0.010462,-0.004434,0.000576,0.000889,29.4073,PA
J514,43.336264,142.395348,-0.001078,-0.009129,0.000337,0.000247,29.4073,PA
J515,43.30701,144.59766,-0.016365,0.004572,0.000233,0.000255,29.5031,PA
J516,43.24841,141.890933,0.002687,-0.011982,0.000201,0.000234,29.5031,PA
J517,43.209509,140.860617,0.010215,-0.013291,0.000431,0.000230,29.5031,PA
J518,43.165528,142.80973,-0.005410,-0.007292,0.000329,0.000269,29.5031,PA
J519,43.195165,145.520495,-0.024514,0.006518,0.000223,0.000231,29.5031,PA
J520,43.077589,141.540116,0.005461,-0.012613,0.000375,0.000259,29.5031,PA
J521,42.93886,143.170566,-0.008129,-0.000952,0.000337,0.000287,29.4976,PA
J522,42.884431,141.577417,0.005090,-0.012631,0.000479,0.000293,29.5031,PA
J523,42.77319,141.407093,0.009317,-0.012626,0.000394,0.000352,29.4073,PA
J524,42.558943,140.899069,0.001376,-0.009866,0.000605,0.000637,9.5770,PA
J525,42.55138,140.767623,0.008437,-0.013905,0.000439,0.000395,29.4073,PA
J526,42.473902,140.876372,0.008170,-0.014809,0.000489,0.000386,29.4073,PA
J527,42.060503,139.446152,0.015547,-0.016584,0.000959,0.000588,29.4264,PA
J528,42.123143,140.666868,0.007209,-0.010858,0.000686,0.000657,29.5031,PA
J529,41.976687,140.715436,0.008895,-0.013283,0.000809,0.000921,29.4976,PA
J530,41.803027,140.071229,0.008299,-0.011385,0.001080,0.000748,29.5031,PA
J531,42.982571,144.719147,-0.017939,0.004569,0.000253,0.000348,29.5031,PA
J532,42.125587,143.315695,-0.012356,-0.002696,0.001202,0.000549,29.5031,PA
J533,41.404702,141.447591,0.007150,-0.015831,0.001438,0.001503,29.5031,PA
J534,41.185079,140.490767,0.009299,-0.010155,0.001239,0.001208,29.4073,PA
J535,41.145541,140.821991,0.016341,-0.024321,0.000892,0.000523,29.4073,PA
J536,40.913398,140.871638,0.002903,-0.007174,0.001053,0.000678,12.3833,PA
J537,40.862354,141.131814,0.017493,-0.028842,0.001144,0.000683,29.5031,PA
J538,40.706276,140.589225,0.009706,-0.012611,0.002053,0.002089,29.5031,PA
J539,40.676398,141.376211,-0.002042,-0.006703,0.001360,0.000882,29.4073,PA
J540,40.624345,140.478527,0.010969,-0.013586,0.002152,0.001968,29.4073,PA
J541,40.643567,140.803347,0.004062,-0.007164,0.001308,0.000701,29.3635,PA
J542,40.910177,140.451565,0.005624,-0.008557,0.000462,0.000444,29.5031,PA
J543,39.953064,141.066353,0.032308,-0.035874,0.001194,0.000972,29.4073,PA
J544,39.351286,140.769215,0.048291,-0.034619,0.004875,0.002131,29.3169,PA
J545,38.900262,141.274787,-0.014786,-0.000781,0.002241,0.001876,8.3751,PA
J547,39.596108,141.675323,0.038953,-0.022182,0.006225,0.002521,29.3662,PA
J548,38.546217,140.847875,-0.009615,-0.005217,0.000765,0.000722,16.3833,PA
J549,38.425059,141.212909,-0.014986,-0.004000,0.000737,0.000671,29.3936,PA
J550,38.301166,141.500761,0.038329,-0.027108,0.001857,0.000714,29.3936,PA
J551,39.891128,139.848951,0.045268,-0.024879,0.003087,0.001551,29.3936,PA
J552,39.825801,140.044741,0.044845,-0.026103,0.003582,0.002005,29.3772,PA
J553,39.702669,140.732874,0.042073,-0.031712,0.007298,0.002667,29.3936,PA
J554,39.199085,140.506721,0.049801,-0.027777,0.005192,0.002404,29.3936,PA
J555,39.015965,139.92752,0.050341,-0.022504,0.006215,0.001737,29.3936,PA
J556,38.496762,140.365187,0.040672,-0.018319,0.006997,0.001293,29.3744,PA
J557,38.148097,140.271138,-0.003414,-0.010281,0.000684,0.000846,29.3744,PA
J558,37.817907,140.946302,-0.014043,-0.005724,0.000734,0.000600,12.7748,PA
J559,37.615953,140.205653,-0.005569,-0.009741,0.000790,0.000593,29.3936,PA
J560,37.620731,140.372899,-0.000994,-0.008661,0.003856,0.000544,29.3908,PA
J561,37.424506,140.135903,0.004148,-0.008245,0.004232,0.000432,29.3936,PA
J562,37.325064,140.834245,-0.011270,-0.006688,0.001340,0.000820,13.1006,PA
J563,37.097248,139.586178,0.027251,-0.008734,0.002810,0.000318,29.3936,PA
J564,38.056181,139.461705,0.007010,-0.011515,0.002071,0.000640,29.3936,PA
J565,38.023686,138.369891,0.014812,-0.012336,0.000684,0.000385,29.4045,PA
J566,37.535831,138.706948,0.011587,-0.009723,0.000391,0.000280,29.5031,PA
J567,37.348539,138.516369,0.010273,-0.009346,0.000348,0.000231,29.4264,PA
J568,37.31987,139.020263,0.003573,-0.009225,0.000563,0.000257,29.4073,PA
J569,37.056681,138.242586,0.010435,-0.009025,0.000443,0.000331,29.4073,PA
J570,36.950871,137.893875,0.015428,-0.008908,0.000872,0.000280,29.4073,PA
J571,37.752063,139.073922,0.004998,-0.010629,0.000430,0.000370,29.4210,PA
J572,36.736958,137.369519,0.021139,-0.009885,0.001422,0.000220,29.5031,OK
J573,36.649562,137.031902,0.032288,-0.008506,0.001701,0.000226,29.4045,OK
J574,37.30697,137.138547,0.017906,-0.011295,0.000349,0.000231,29.5031,OK
J575,37.156744,136.718763,0.028458,-0.011057,0.001420,0.000191,27.5127,OK
J576,37.123156,136.996072,0.026267,-0.010531,0.001580,0.000216,27.5017,OK
J577,36.817479,136.755654,0.032833,-0.010191,0.001642,0.000180,29.4264,OK
J578,36.370069,136.605336,0.021883,-0.010207,0.001021,0.000217,29.4073,OK
J579,35.968887,136.184993,0.022423,-0.009474,0.000689,0.000202,29.4073,OK
J580,35.836841,136.055985,0.020808,-0.009509,0.000671,0.000207,29.5031,OK
J581,36.743028,140.497599,-0.006342,-0.009966,0.001154,0.000730,29.3936,PA
J582,36.300704,139.987778,0.011704,-0.011517,0.001706,0.000528,29.3881,PS
J583,36.114813,139.931509,0.001579,-0.007618,0.000820,0.000468,29.3936,PS
J584,36.031338,140.202455,0.003104,-0.011561,0.001968,0.000576,29.3635,PS
J585,36.952307,140.164758,-0.005286,-0.009798,0.000980,0.000606,29.3936,PA
J586,36.979582,139.805748,0.002446,-0.008193,0.001786,0.000448,29.4073,PA
J587,36.776371,139.854272,0.012937,-0.009057,0.003171,0.000457,29.3936,PA
J588,36.692454,140.157706,0.003125,-0.010539,0.002403,0.000594,29.3936,PA
J589,36.624174,139.490602,0.001984,-0.009517,0.001385,0.000590,29.3306,PS
J590,36.542214,140.179323,0.006525,-0.012204,0.002737,0.000875,29.3936,PS
J591,36.616318,138.591445,-0.000084,-0.008283,0.000759,0.000369,29.3936,PS
J592,36.234671,139.066649,0.006293,-0.006016,0.001444,0.000307,29.5004,PS
J593,36.142754,138.912419,0.004823,-0.007208,0.001295,0.000297,29.3744,PS
J594,34.761544,139.434018,-0.004041,0.012446,0.000512,0.000452,29.4264,PS
J595,34.737614,139.358586,-0.014017,0.008193,0.001071,0.000314,29.4264,PS
J596,34.519633,139.270932,-0.009850,0.004105,0.000464,0.000321,29.4264,PS
J597,34.333121,139.210939,-0.012384,-0.003645,0.000711,0.000480,29.4237,PS
J598,34.239914,139.137575,-0.009747,-0.001138,0.000790,0.000377,29.4264,PS
J599,34.093765,139.561765,-0.001388,0.013316,0.000880,0.000485,29.3416,PS
J600,34.075781,139.478805,-0.014547,0.010185,0.000540,0.000343,29.3799,PS
J601,33.884124,139.612852,-0.010207,0.011969,0.000638,0.000421,29.3908,PS
J602,32.463502,139.764615,-0.017156,0.011085,0.000371,0.000349,29.4264,PS
J603,26.635151,142.162757,-0.038227,0.010356,0.000661,0.000323,29.4045,PS
J604,24.780189,141.324367,-0.132686,0.137280,0.005310,0.008022,29.3635,PS
J605,24.750789,141.288825,-0.099854,-0.268603,0.004288,0.019418,29.3388,PS
J606,35.649518,138.690385,0.005268,-0.005684,0.000842,0.000257,29.5031,PS
J607,35.511868,139.025776,0.001167,-0.004431,0.000743,0.000290,29.5031,PS
J608,36.23903,137.984554,0.011448,-0.006325,0.001167,0.000309,29.4045,PS
J609,36.228369,137.871753,0.010444,-0.008483,0.001082,0.000376,29.5031,OK
J610,36.284714,138.499287,0.011433,-0.003164,0.001418,0.000346,29.4073,PS
J611,36.084664,137.68263,0.011755,-0.007645,0.001019,0.000444,29.5031,OK
J612,36.026163,138.214488,0.011354,-0.005360,0.001015,0.000270,29.5031,PS
J613,35.974147,138.583032,0.009002,-0.005355,0.000975,0.000339,29.4073,PS
J614,35.880003,137.598276,0.011476,-0.006989,0.000862,0.000356,29.5031,OK
J615,35.726293,137.983892,0.008925,-0.006848,0.000684,0.000325,29.5031,OK
J616,35.343734,137.676399,0.007532,-0.005725,0.000557,0.000259,29.5031,OK
J617,36.261468,136.904273,0.024409,-0.008699,0.001079,0.000349,29.3936,OK
J618,36.285643,137.363023,0.014541,-0.011337,0.001070,0.000287,29.4976,OK
J619,35.911635,137.200671,0.013736,-0.008175,0.000813,0.000284,29.4264,OK
J620,34.855034,138.776524,-0.006805,-0.005711,0.000507,0.000340,29.5031,PS
J621,35.204395,138.928357,-0.001720,-0.008752,0.000546,0.000393,29.4264,PS
J622,34.679923,138.09829,-0.000439,-0.004642,0.000375,0.000270,29.5031,PS
J623,34.677753,138.182965,-0.001676,-0.003919,0.000372,0.000247,29.5031,PS
J624,34.66641,138.046523,0.000083,-0.004248,0.000361,0.000260,29.5031,PS
J625,34.63454,138.159039,-0.003091,-0.003711,0.000319,0.000288,29.5031,PS
J626,35.047243,138.906895,-0.002626,-0.009140,0.000484,0.000426,29.5031,PS
J627,36.103634,140.086318,0.002091,-0.010202,0.001762,0.000533,29.4045,PS
J628,34.698905,138.939327,-0.009833,-0.002382,0.000645,0.000489,22.3984,PS
J629,35.239086,137.073565,0.007543,-0.006948,0.000472,0.000295,29.5031,OK
J630,35.168422,136.965801,0.008365,-0.007334,0.000458,0.000294,29.4264,OK
J631,34.984394,136.86275,0.007420,-0.007475,0.000452,0.000242,29.5031,OK
J632,34.904385,136.831879,0.008153,-0.007419,0.000475,0.000236,29.4073,OK
J633,35.050911,136.694252,0.009721,-0.008682,0.000498,0.000262,29.3854,OK
J634,34.854901,136.393261,0.009670,-0.008436,0.000486,0.000261,29.4264,OK
J635,34.648749,136.32976,0.008330,-0.008739,0.000550,0.000367,29.4045,PS
J636,34.431442,136.6284,0.003831,-0.006392,0.000401,0.000255,29.4264,PS
J637,34.208157,136.342933,0.003990,-0.006276,0.000356,0.000298,29.4264,PS
J638,35.420357,136.264748,0.016634,-0.009875,0.000536,0.000203,29.4045,OK
J639,35.085724,136.041201,0.015164,-0.008116,0.000414,0.000200,29.4264,EU
J640,35.685078,135.034049,0.024835,-0.009413,0.000467,0.000180,29.3908,EU
J641,35.482214,135.415832,0.021129,-0.009675,0.000447,0.000209,29.4264,EU
J642,35.275859,135.549524,0.018467,-0.008409,0.000449,0.000270,29.4073,EU
J643,35.053137,135.773304,0.016017,-0.008779,0.000410,0.000253,29.4073,EU
J644,34.952642,135.772396,0.014270,-0.008573,0.000454,0.000222,29.4264,EU
J645,35.621201,134.67738,0.025148,-0.008596,0.000481,0.000217,29.4264,EU
J646,35.461262,134.728713,0.022368,-0.009187,0.000415,0.000255,29.4264,EU
J647,35.23788,135.022035,0.020127,-0.009126,0.000399,0.000259,29.3908,EU
J648,35.162743,134.771222,0.020979,-0.009969,0.000346,0.000262,29.4264,EU
J649,34.936189,134.945035,0.020006,-0.008266,0.000369,0.000229,29.3908,EU
J650,34.31184,135.528349,0.009717,-0.007598,0.000345,0.000382,29.3908,PS
J651,34.083929,135.431127,0.004638,-0.011310,0.000627,0.001158,8.6243,PS
J652,34.02539,135.167745,0.008507,-0.009440,0.000459,0.000563,29.4264,PS
J653,33.554412,135.496197,-0.004919,-0.002045,0.000316,0.000254,29.4073,PS
J654,35.43601,133.339686,0.023233,-0.010994,0.000231,0.000289,14.8364,EU
J655,35.361442,134.32528,0.023215,-0.009118,0.000347,0.000239,28.7201,EU
J656,35.563535,133.137889,0.027163,-0.007859,0.000431,0.000219,29.4045,EU
J657,34.892658,132.457325,0.023547,-0.009112,0.000313,0.000240,29.4264,EU
J658,34.571063,132.013559,0.023066,-0.007843,0.000268,0.000272,29.4045,EU
J659,34.43972,131.864314,0.022067,-0.007445,0.000277,0.000290,29.4264,EU
J660,35.169662,133.563991,0.024044,-0.009659,0.000306,0.000247,29.3908,EU
J661,35.178183,134.049919,0.020653,-0.013482,0.000820,0.000705,3.8960,EU
J662,34.993364,133.396276,0.022814,-0.009080,0.000288,0.000220,29.4264,EU
J663,34.811603,132.851576,0.023109,-0.008600,0.000213,0.000203,29.3908,EU
J664,34.777791,133.337634,0.022417,-0.007907,0.000250,0.000201,29.3908,EU
J665,34.370346,132.194654,0.021153,-0.006787,0.000285,0.000307,29.4045,EU
J666,34.260922,132.455546,0.019161,-0.006022,0.000281,0.000241,29.5031,EU
J667,34.210069,132.884385,0.018609,-0.004711,0.000239,0.000245,29.3881,EU
J668,34.764346,131.152396,0.025362,-0.008956,0.000201,0.000194,29.3881,EU
J669,34.342087,131.176161,0.022768,-0.008906,0.000261,0.000227,29.3799,EU
J670,34.179772,131.065671,0.023397,-0.009026,0.000260,0.000227,29.4073,EU
J671,34.039075,131.830091,0.017856,-0.007798,0.000587,0.001040,8.9254,EU
J672,33.909933,132.358337,0.016507,-0.004317,0.000256,0.000305,29.3908,EU
J673,34.17181,134.605026,0.013279,-0.005490,0.000273,0.000195,29.4045,EU
J674,34.039739,133.874988,0.011638,-0.001397,0.000283,0.000203,29.4045,EU
J675,33.789531,134.301468,0.004921,-0.000360,0.000310,0.000240,29.3908,PS
J676,34.445455,133.99868,0.020231,-0.005991,0.000211,0.000184,29.3854,EU
J677,34.3834,133.780675,0.019606,-0.005441,0.000210,0.000178,29.4073,EU
J678,34.252446,133.189101,0.018366,-0.004809,0.000221,0.000192,29.4073,EU
J679,33.959473,132.78174,0.014319,-0.003516,0.000252,0.000213,29.3908,EU
J680,33.611594,132.487256,0.009187,-0.003923,0.000229,0.000235,29.4264,EU
J681,33.177588,132.543756,0.000934,-0.000656,0.000301,0.000272,29.4045,ON
J682,33.817868,133.462317,0.018047,0.011388,0.000747,0.000755,4.9063,EU
J683,33.32691,133.22847,-0.003495,0.004963,0.000393,0.000215,23.4387,PS
J684,33.215432,133.128637,-0.004701,0.004923,0.000277,0.000208,29.5031,PS
J685,33.745508,130.749552,0.022608,-0.009087,0.000220,0.000258,29.4264,ON
J686,33.697404,131.016532,0.020281,-0.009270,0.000245,0.000272,29.4045,ON
J687,33.640463,130.82389,0.022165,-0.009373,0.000250,0.000301,29.4073,ON
J688,33.327225,130.701155,0.021661,-0.010619,0.000206,0.000334,29.4264,ON
J689,33.19603,129.940088,0.025816,-0.011989,0.000238,0.000199,29.3908,ON
J690,33.26612,129.690025,0.026451,-0.012418,0.000215,0.000221,29.3908,ON
J691,33.25579,129.125512,0.028181,-0.011779,0.000149,0.000145,29.4127,ON
J692,32.885628,129.026343,0.028015,-0.012901,0.000176,0.000151,29.4018,ON
J693,32.795701,130.166428,0.025181,-0.013522,0.000266,0.000211,29.4264,ON
J694,32.793014,130.33596,0.023110,-0.014333,0.000332,0.000282,29.4127,ON
J695,32.712291,130.216661,0.024513,-0.014440,0.000273,0.000242,29.4264,ON
J696,32.722574,130.352275,0.023625,-0.015090,0.000359,0.000321,29.4264,ON
J697,32.66065,130.290717,0.023693,-0.015091,0.000297,0.000237,29.4264,ON
J698,32.634274,128.619363,0.029039,-0.013067,0.000183,0.000159,29.4264,ON
J699,33.121958,131.062903,0.017935,-0.009652,0.000310,0.000370,29.3908,ON
J700,33.011291,130.74862,0.022265,-0.011626,0.000246,0.000328,29.4045,ON
J701,32.870746,130.996219,0.018322,-0.014568,0.000326,0.000306,29.3881,ON
J702,32.576725,130.794905,0.018620,-0.018851,0.000256,0.000414,29.4264,ON
J703,32.950652,131.093424,0.012414,-0.014877,0.000442,0.000294,29.3908,ON
J704,32.845001,131.132149,0.011382,-0.013632,0.000421,0.000326,29.3908,ON
J705,33.537123,131.356639,0.017068,-0.006852,0.000230,0.000293,29.4073,ON
J706,33.349852,131.588432,0.010941,-0.007803,0.000288,0.000269,29.4264,ON
J707,33.270272,131.121135,0.017866,-0.008357,0.000293,0.000414,29.2868,ON
J708,33.07886,131.385845,0.011081,-0.014248,0.000715,0.000819,7.8193,ON
J709,33.228427,131.579483,0.008138,-0.009267,0.000295,0.000225,29.3717,ON
J710,33.190575,130.915739,0.020296,-0.009890,0.000243,0.000396,29.3963,ON
J711,32.557048,131.530677,0.010139,-0.011051,0.000302,0.000235,29.3963,ON
J712,32.384398,131.334016,0.014125,-0.013969,0.000276,0.000357,29.3443,ON
J713,32.069107,131.486021,0.017424,-0.014053,0.000301,0.000233,29.4264,ON
J714,32.047718,130.865633,0.021620,-0.019211,0.000266,0.000447,29.4073,ON
